recording,monkey,analysis,embedding_fold,raw_trial_index,nfev,cost,mse,action
monkeyM_session-o080429002-7_lfp-2,M,matched_long,2,161,1200,76.98818855354146,0.28717994769237615,training_median_imputation
monkeyM_session-o080429002-7_lfp-2,M,matched_long,3,223,1200,66.39150310058564,0.22854181425769476,training_median_imputation
monkeyM_session-o080429002-7_lfp-2,M,matched_long,3,225,1200,68.74209635245845,0.2294046320992248,training_median_imputation
monkeyM_session-o080429002-7_lfp-2,M,matched_long,3,247,1200,60.57211587674452,0.1723076733775216,training_median_imputation
monkeyM_session-o080429002-7_lfp-2,M,matched_long,4,130,1200,78.95550180460077,0.3423516031920651,training_median_imputation
monkeyM_session-o080429002-7_lfp-2,M,matched_long,4,172,1200,100.17090573381262,0.5982272534402928,training_median_imputation
monkeyM_session-o080429002-7_lfp-2,M,matched_long,4,216,1200,101.70223218443286,0.37643186733234096,training_median_imputation
monkeyM_session-o080430002-12_lfp-1,M,short,0,74,1200,58.60537266437926,0.1987672892809061,training_median_imputation
monkeyM_session-o080430002-12_lfp-1,M,short,0,109,1200,48.189148906920224,0.20910769145647787,training_median_imputation
monkeyM_session-o080430002-12_lfp-1,M,short,1,110,1200,119.69586411446255,0.729761834188125,training_median_imputation
monkeyM_session-o080430002-12_lfp-1,M,short,1,122,1200,56.119148658213376,0.21566712770014604,training_median_imputation
monkeyM_session-o080430002-12_lfp-1,M,short,2,82,1200,111.66402309646543,0.7475840442561205,training_median_imputation
monkeyM_session-o080430002-12_lfp-1,M,short,2,103,1200,55.33244096891458,0.2327783105095209,training_median_imputation
monkeyM_session-o080430002-12_lfp-1,M,matched_short,0,74,1200,58.60537266437926,0.1987672892809061,training_median_imputation
monkeyM_session-o080430002-12_lfp-1,M,matched_short,0,109,1200,48.189148906920224,0.20910769145647787,training_median_imputation
monkeyM_session-o080430002-12_lfp-1,M,matched_short,1,110,1200,119.69586411446255,0.729761834188125,training_median_imputation
monkeyM_session-o080430002-12_lfp-1,M,matched_short,1,122,1200,56.119148658213376,0.21566712770014604,training_median_imputation
monkeyM_session-o080430002-12_lfp-1,M,matched_short,2,82,1200,111.66402309646543,0.7475840442561205,training_median_imputation
monkeyM_session-o080430002-12_lfp-1,M,matched_short,2,103,1200,55.33244096891458,0.2327783105095209,training_median_imputation
monkeyM_session-o080430002-12_lfp-1,M,matched_long,0,176,1200,49.83422435224047,0.21035863501210378,training_median_imputation
monkeyM_session-o080430002-12_lfp-1,M,matched_long,1,212,1200,69.3676689373372,0.21511276154261347,training_median_imputation
monkeyM_session-o080430002-12_lfp-1,M,matched_long,1,234,1200,156.25049421327972,0.9039164458078752,training_median_imputation
monkeyM_session-o080430002-12_lfp-1,M,matched_long,2,131,1200,64.00569581245693,0.22542921532926802,training_median_imputation
monkeyM_session-o080430002-12_lfp-1,M,matched_long,3,129,1200,95.79494232544194,0.5564791449914741,training_median_imputation
monkeyM_session-o080430002-12_lfp-1,M,matched_long,3,225,1200,91.50233085541504,0.3713750016196237,training_median_imputation
monkeyM_session-o080430002-12_lfp-1,M,matched_long,4,186,1200,84.10673306956149,0.43520368775208945,training_median_imputation
monkeyM_session-o080430013-23_lfp-1,M,short,2,55,1200,81.32169407826046,0.38704717849245707,training_median_imputation
monkeyM_session-o080430013-23_lfp-1,M,short,4,119,1200,36.745299963251846,0.12964831751129707,training_median_imputation
monkeyM_session-o080430013-23_lfp-1,M,matched_short,2,55,1200,81.32169407826046,0.38704717849245707,training_median_imputation
monkeyM_session-o080430013-23_lfp-1,M,matched_short,4,119,1200,36.745299963251846,0.12964831751129707,training_median_imputation
monkeyM_session-o080430013-23_lfp-1,M,matched_long,1,148,1200,54.6822174484412,0.1890931074505856,training_median_imputation
monkeyM_session-o080430013-23_lfp-2,M,short,1,54,1200,62.826712495368085,0.266470927548386,training_median_imputation
monkeyM_session-o080430013-23_lfp-2,M,short,2,13,1200,52.030484200431836,0.18544920117894917,training_median_imputation
monkeyM_session-o080430013-23_lfp-2,M,short,3,25,1200,54.16949695915022,0.16826829463706233,training_median_imputation
monkeyM_session-o080430013-23_lfp-2,M,short,3,60,1200,91.88085576007943,0.5776412903982776,training_median_imputation
