row_index,original_trial_number,direction,R1
76,46,3,3.4202310114227763
77,615,3,4.021045152621225
78,510,3,4.381450340967027
79,43,3,3.7663494654357033
80,147,3,3.661839604240635
81,406,3,5.517447598965513
82,200,3,3.596435616882279
83,48,3,5.695187966212552
84,177,3,3.596533520163289
85,319,3,3.027842546586254
86,137,3,4.136065565816736
87,309,3,3.1229186849480235
88,416,3,3.973404971203653
89,669,3,5.303393309817403
90,572,3,4.128325601907313
91,477,3,3.935958748826618
92,323,3,4.140320987312797
93,196,3,5.130775216777794
94,494,3,4.502402442731473
95,51,3,4.55131999060241
96,432,3,3.383625036767784
97,144,3,3.426222929712408
98,216,3,2.887669071911387
99,312,4,3.8997679209836313
100,400,4,4.250989698351498
101,333,4,3.392998060113353
102,459,4,3.744871751938514
103,606,4,3.230595323705892
104,86,4,4.561988877382166
105,242,4,4.014899553189594
106,248,4,4.031594431074743
107,89,4,3.580415995195004
108,691,4,5.028933889290265
109,94,4,3.6389072641817664
110,17,4,3.9055577623408575
111,109,4,4.484342052569348
112,695,4,3.31136927096114
113,116,4,3.3771648115247754
114,361,4,4.014403932263308
115,283,4,4.448450663072848
116,511,4,4.480659414861992
117,206,4,5.758215452789354
118,520,4,4.522581738112112
119,119,4,4.78600351339852
120,85,4,4.776232395642039
121,199,4,3.881717667670232
122,536,4,3.728864693443359
123,339,4,3.80505637442287
124,701,4,3.767563026906073
125,704,4,4.011820497292743
126,592,4,3.846071511088664
127,440,4,3.0908569917067177
128,388,4,2.9716342316163447
129,121,4,4.104633802715354
130,291,4,3.6237615427211742
131,573,4,3.55699376075182
132,705,5,3.701714977070394
133,45,5,2.6057419231845667
134,410,5,2.878743099669464
135,142,5,3.471637999298065
136,706,5,3.0169155329808754
137,328,5,4.218505777026001
138,143,5,3.6075676760503255
139,44,5,3.541409238102432
140,164,5,3.119508327780789
141,560,5,4.73718308779593
142,194,5,2.958358646874622
143,243,5,3.6289711677205383
144,403,5,3.4861713578911004
145,568,5,3.1261718175198308
146,581,5,7.23595415651555
147,63,5,5.612482162898575
148,294,5,4.29013824491075
149,367,5,2.9703913136939786
150,436,5,4.2172968785916325
151,241,5,3.5631189208396044
152,457,5,3.4801389032087853
153,36,5,3.776472404011125
154,485,5,2.8129498150638783
155,700,5,5.263725455834066
156,6,5,3.8639978740663854
157,157,5,4.333821329419456
158,476,5,3.499154291295504
159,271,5,4.415694723165707
160,399,5,4.69165431609586
161,300,5,3.4535842533693897
162,446,5,3.378831808797252
163,542,5,3.404504327820824
164,693,5,3.869656594623193
165,258,6,3.437096099978564
166,550,6,3.153410423644047
167,100,6,4.098556155159456
168,129,6,4.024630389619746
169,186,6,6.283208829698364
170,650,6,3.869004736214352
171,438,6,3.741235927590396
172,290,6,3.89671574815247
173,289,6,3.8814256978322033
174,67,6,3.0845659709623368
175,458,6,4.931120968836978
176,90,6,3.5777475929682687
177,77,6,5.032021934267941
178,292,6,4.648185131126407
179,649,6,3.470353094586329
180,524,6,4.107614580168867
181,105,6,3.1458030702708046
182,372,6,5.844649694400425
183,617,6,4.088427285991922
184,527,6,3.791340951783021
185,555,6,5.046549956863948
186,342,6,3.2994758613605444
187,211,6,4.261113313319016
188,539,6,3.810899151155384
189,24,6,3.454457866569784
190,538,6,4.185073390548797
191,642,6,3.517228429953396
192,379,6,5.325166338706195
193,483,6,4.178375418380267
194,9,6,3.043357681793049
195,113,6,4.670367127422874
196,187,6,4.124285807822049
197,376,6,4.75841025921055
