row_index,raw_trial_index,original_trial_number,direction,heldout_fold_zero_based,delay,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13
31,22,276,1,2,short,4.672473692090985,1.5602868339828555,0.008244063163955274,0.009373322340186367,0.9008097165991903,-0.43473274066837614,0.7896692415480023,-0.43293178809595995,0.5584650667897451,0.6135320849783821,0.5582966504266391,0.7064872351051277,0.0009325529915331088,-0.7077251705135476
32,10,40,1,2,short,3.7937699881678704,1.3599423545676865,0.00709320812058893,0.012215272593696803,0.8967611336032388,-0.4351565623366355,0.7879268324779237,-0.43567197857639156,0.5569252625208962,0.615768867380306,0.5573714685299256,0.7074411765096746,-9.287885165049081e-05,-0.7067722215481635
33,59,98,2,3,short,4.0562398208049935,1.291771659687711,0.00814188273944878,0.00829986969558756,0.9048582995951417,-0.430491242217319,0.7949045640586028,-0.42755587285522373,0.5616771454449191,0.6067311907341357,0.5624909301270421,0.7065380914423771,0.00199905706283271,-0.707672190432705
34,43,260,2,3,short,3.9953775291268623,1.1842436689326035,0.006350699406484746,0.006890517903250508,0.917004048582996,-0.4265784550475988,0.7976330563000368,-0.42639456983721796,0.5650038899018929,0.6031425663167966,0.5630183381494055,0.7062587529262441,-0.0007430977398325267,-0.7079534036367192
35,35,622,2,4,short,2.5600535608715576,0.9309231173840774,0.006971557689888691,0.013229197847136899,0.8765182186234818,-0.43481544579563447,0.7890561752979269,-0.4339652985225325,0.5579369741580379,0.6143208598321624,0.5579571793986037,0.7068534932819647,0.0004831141478272294,-0.7073598134159189
36,39,198,2,3,short,3.5676210315875156,1.4176677561908069,0.009628972706978364,0.0092242071251289,0.8825910931174089,-0.4432904593911974,0.7819312218899817,-0.4382660525826538,0.5514802174462132,0.6233516049660768,0.5543485783797896,0.7066563085250273,0.004042377995258667,-0.7075454196035227
37,54,628,2,1,short,4.0391592652064965,1.810205138199482,0.008384101292630427,0.009796314501278472,0.8967611336032388,-0.4463516578877524,0.7779632803657021,-0.4422028176114338,0.549269232196228,0.6283024553551895,0.5509440399507072,0.7064513486882315,0.0030263835309333187,-0.7077551362860623
38,60,647,2,3,short,3.6946680022418303,1.2025548462289017,0.007739608652111042,0.009453858285312765,0.8704453441295547,-0.42939525644951715,0.7970324089014559,-0.42468700580474067,0.5637225606181272,0.603931193586185,0.5634571750041949,0.7055753598226027,0.0025401917857528766,-0.7086303401893658
39,50,10,2,0,short,4.401213194497237,1.7049894578310676,0.01090515628811079,0.007906030067794513,0.902834008097166,-0.43890614562945673,0.7848617610641495,-0.4374396088010049,0.5546879192773254,0.619669967459093,0.5552751062644875,0.7068823859288655,0.0010711902392165906,-0.7073302941448119
40,52,412,2,0,short,4.326778372066697,1.514949914462191,0.007285690863363975,0.008105974755280507,0.8947368421052632,-0.43155779915434517,0.7925548752447628,-0.43083017038598437,0.5603853583330285,0.6098004406536491,0.5604566644662,0.7069130895343649,0.0004385252259889727,-0.7073002838544638
41,49,670,2,4,short,4.100922656180374,1.3297200689680546,0.007379152070751877,0.009298471440765762,0.9008097165991903,-0.43152007069132464,0.7927794319848513,-0.430454644314974,0.5597485567532106,0.6095072157805147,0.5614111747411009,0.7074404439974097,0.0013138239081561809,-0.7067717397176307
42,55,150,2,3,short,4.235753721224731,1.3907105930676533,0.007870681642782554,0.010219643139999493,0.8663967611336032,-0.43672338814509337,0.7868121704759353,-0.43611843648029575,0.5566149855025777,0.6171925107770556,0.5561053520284438,0.7067194918502215,0.00011415630459518655,-0.7074938493070473
43,38,521,2,4,short,4.850625147200376,1.523765335183271,0.005265786611267513,0.008334352823950354,0.9109311740890689,-0.42783776132301055,0.7933286147892975,-0.43311033114278064,0.5627258996917172,0.6087772701767721,0.5592224934069309,0.7073149311319973,-0.004465901097405467,-0.7068844629252549
44,65,131,2,0,short,3.6473998025393004,1.2453672139209748,0.006818072785664956,0.009955951509264023,0.8724696356275303,-0.43141157769796995,0.792519363406561,-0.431041888050115,0.5605748497109516,0.6098467478343004,0.5602167277290739,0.7068520980372717,5.274074957581365e-05,-0.7073613706718236
45,41,579,2,2,short,3.2477030996423544,1.1642241068254493,0.0064640303834110745,0.011820208117609178,0.8421052631578947,-0.42637110672314027,0.7972278878098559,-0.4273586014694457,0.564479642229758,0.603677275893188,0.5629711183340974,0.7068029519320425,-0.0012006116840093672,-0.7074094611126822
46,66,419,2,1,short,4.765094959601797,1.8249960421529872,0.009378925061163727,0.00685944540630147,0.9230769230769231,-0.43381760996782043,0.7872634227012699,-0.4381992521199571,0.5585292272763758,0.6166035291072886,0.5548379855151337,0.7069988568306619,-0.00404860088410991,-0.7072031004393424
47,58,580,2,3,short,3.5258161940954347,1.3587818917028793,0.007229548341535641,0.012280619339303247,0.8744939271255061,-0.43429968998701035,0.7890055539822701,-0.4345733713221713,0.5574104010441724,0.6143859992837782,0.5584115764307258,0.7075856302137302,0.0002822573372124326,-0.706627551292641
48,44,428,2,2,short,4.2612989637676355,1.3005205503706354,0.005584239088890888,0.010294074113451296,0.8987854251012146,-0.42786364428017254,0.7917990240240711,-0.43587499063128005,0.5634835425936993,0.6107346768690254,0.5563177614419136,0.7066958321154475,-0.0075802390605843595,-0.7074768836127721
49,36,543,2,4,short,4.05118711841986,1.1783444287427063,0.006934552853315783,0.008816663173122541,0.8805668016194332,-0.42464269526364573,0.7989208663102314,-0.425915520653258,0.5665859802203952,0.6014323682861409,0.5632578746856698,0.7061578494762488,-0.0021344207254105074,-0.7080512240447343
50,61,387,2,4,short,3.6596700358877645,1.652100482287081,0.009498097956270348,0.01125023762000584,0.8927125506072875,-0.43827055541718957,0.7865420889124941,-0.43505225275072235,0.5551786200504627,0.6175309566300868,0.557164443806668,0.7068915193246925,0.002657060913866721,-0.7073169868836233
