analysis_set,analysis_label,monkey,source_monkey,session_id,lfp_uid,lfp_id,feature_role,feature_label,feature_set,relevant_band,relevant_band_label,f1
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070202001-7,monkeyT_session-y070202001-7_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1711060208996263
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070202001-7,monkeyT_session-y070202001-7_lfp-1,1,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.128012767409929
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070202001-7,monkeyT_session-y070202001-7_lfp-1,1,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1244524110758219
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070202009-16,monkeyT_session-y070202009-16_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1957978446985287
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070202009-16,monkeyT_session-y070202009-16_lfp-1,1,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1679532069237951
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070202009-16,monkeyT_session-y070202009-16_lfp-1,1,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1147119238585298
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070206006-12,monkeyT_session-y070206006-12_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1820698366685994
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070206006-12,monkeyT_session-y070206006-12_lfp-1,1,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1644420230220277
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070206006-12,monkeyT_session-y070206006-12_lfp-1,1,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1718426057755802
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070207001-3,monkeyT_session-y070207001-3_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.127053745474798
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070207001-3,monkeyT_session-y070207001-3_lfp-1,1,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.117790170454967
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070207001-3,monkeyT_session-y070207001-3_lfp-1,1,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1636299756636416
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070207001-3,monkeyT_session-y070207001-3_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1493264143818423
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070207001-3,monkeyT_session-y070207001-3_lfp-2,2,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.158984533984534
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070207001-3,monkeyT_session-y070207001-3_lfp-2,2,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.2139995284933296
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070207004-11,monkeyT_session-y070207004-11_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2089588125128376
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070207004-11,monkeyT_session-y070207004-11_lfp-1,1,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1512793041356823
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070207004-11,monkeyT_session-y070207004-11_lfp-1,1,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1847049504797062
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070207004-11,monkeyT_session-y070207004-11_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1912593518049649
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070207004-11,monkeyT_session-y070207004-11_lfp-2,2,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.197819748512405
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070207004-11,monkeyT_session-y070207004-11_lfp-2,2,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1412153244596601
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070207012-19,monkeyT_session-y070207012-19_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2125185244900617
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070207012-19,monkeyT_session-y070207012-19_lfp-1,1,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1790334165973219
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070207012-19,monkeyT_session-y070207012-19_lfp-1,1,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.16776676473914
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070207012-19,monkeyT_session-y070207012-19_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1793363911128802
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070207012-19,monkeyT_session-y070207012-19_lfp-2,2,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.2296801743542153
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070207012-19,monkeyT_session-y070207012-19_lfp-2,2,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1428573963145026
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070208003-8,monkeyT_session-y070208003-8_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1934653060285659
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070208003-8,monkeyT_session-y070208003-8_lfp-1,1,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.200594099141512
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070208003-8,monkeyT_session-y070208003-8_lfp-1,1,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1925798869305867
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070208003-8,monkeyT_session-y070208003-8_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1880356539041544
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070208003-8,monkeyT_session-y070208003-8_lfp-2,2,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.2043873893531504
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070208003-8,monkeyT_session-y070208003-8_lfp-2,2,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1716492261635012
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070209004-10,monkeyT_session-y070209004-10_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2334589137027232
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070209004-10,monkeyT_session-y070209004-10_lfp-1,1,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1858018964056938
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070209004-10,monkeyT_session-y070209004-10_lfp-1,1,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.201920652256294
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070209004-10,monkeyT_session-y070209004-10_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1980333284212594
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070209004-10,monkeyT_session-y070209004-10_lfp-2,2,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1668599466392327
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070209004-10,monkeyT_session-y070209004-10_lfp-2,2,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1667786721093522
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070213003-8,monkeyT_session-y070213003-8_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1745032095320214
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070213003-8,monkeyT_session-y070213003-8_lfp-1,1,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1785804777283679
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070213003-8,monkeyT_session-y070213003-8_lfp-1,1,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.2144162545384054
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070214006-11,monkeyT_session-y070214006-11_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2161506739344405
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070214006-11,monkeyT_session-y070214006-11_lfp-2,2,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1713743556554257
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070214006-11,monkeyT_session-y070214006-11_lfp-2,2,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1323852235340153
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070214012-17,monkeyT_session-y070214012-17_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2001564177247643
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070214012-17,monkeyT_session-y070214012-17_lfp-2,2,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1965739219674573
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070214012-17,monkeyT_session-y070214012-17_lfp-2,2,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1548358484713922
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070215001-4,monkeyT_session-y070215001-4_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2253203900611431
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070215001-4,monkeyT_session-y070215001-4_lfp-1,1,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.2111070544805484
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070215001-4,monkeyT_session-y070215001-4_lfp-1,1,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1633721554654233
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070215001-4,monkeyT_session-y070215001-4_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1526771172970661
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070215001-4,monkeyT_session-y070215001-4_lfp-2,2,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1376249367320796
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070215001-4,monkeyT_session-y070215001-4_lfp-2,2,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1295417379647856
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070215005-10,monkeyT_session-y070215005-10_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1256114092223234
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070215005-10,monkeyT_session-y070215005-10_lfp-1,1,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.2064149902385196
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070215005-10,monkeyT_session-y070215005-10_lfp-1,1,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1851165243135145
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070215005-10,monkeyT_session-y070215005-10_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1318848655779466
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070215005-10,monkeyT_session-y070215005-10_lfp-2,2,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.2127633926354492
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070215005-10,monkeyT_session-y070215005-10_lfp-2,2,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1851585679401273
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070215011-16,monkeyT_session-y070215011-16_lfp-1,1,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1683780967244407
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070215011-16,monkeyT_session-y070215011-16_lfp-1,1,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1883817943920245
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070215011-16,monkeyT_session-y070215011-16_lfp-1,1,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1409503740783659
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070215011-16,monkeyT_session-y070215011-16_lfp-2,2,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2021629601290113
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070215011-16,monkeyT_session-y070215011-16_lfp-2,2,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.2187295468252844
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070215011-16,monkeyT_session-y070215011-16_lfp-2,2,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1181820987654321
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070228001-5,monkeyT_session-y070228001-5_lfp-8,8,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.14468728392346
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070228001-5,monkeyT_session-y070228001-5_lfp-8,8,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1394346176774538
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070228001-5,monkeyT_session-y070228001-5_lfp-8,8,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.191452035670352
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070301002-6,monkeyT_session-y070301002-6_lfp-8,8,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2050655009478539
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070301002-6,monkeyT_session-y070301002-6_lfp-8,8,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.2008228723784331
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070301002-6,monkeyT_session-y070301002-6_lfp-8,8,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.2366858969680825
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070301012-19,monkeyT_session-y070301012-19_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1648058264815675
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070301012-19,monkeyT_session-y070301012-19_lfp-7,7,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1488784391099108
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070301012-19,monkeyT_session-y070301012-19_lfp-7,7,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1742073412550199
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070306001-5,monkeyT_session-y070306001-5_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1970603509926241
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070306001-5,monkeyT_session-y070306001-5_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1860202119841012
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070306001-5,monkeyT_session-y070306001-5_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1502130187614058
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070306001-5,monkeyT_session-y070306001-5_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1571004777239435
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070306001-5,monkeyT_session-y070306001-5_lfp-7,7,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1793547874910922
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070306001-5,monkeyT_session-y070306001-5_lfp-7,7,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1324577994441336
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070306006-11,monkeyT_session-y070306006-11_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1644078373268128
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070306006-11,monkeyT_session-y070306006-11_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1806239973277706
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070306006-11,monkeyT_session-y070306006-11_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1382226518704455
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070306006-11,monkeyT_session-y070306006-11_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1558238576587982
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070306006-11,monkeyT_session-y070306006-11_lfp-7,7,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1443559012282714
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070306006-11,monkeyT_session-y070306006-11_lfp-7,7,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1690026483486727
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070307002-6,monkeyT_session-y070307002-6_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1669032574102577
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070307002-6,monkeyT_session-y070307002-6_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1803623913103971
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070307002-6,monkeyT_session-y070307002-6_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1554832379379323
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070307008-13,monkeyT_session-y070307008-13_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1958326167314355
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070307008-13,monkeyT_session-y070307008-13_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1452669404969341
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070307008-13,monkeyT_session-y070307008-13_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1992326837664491
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070308002-6,monkeyT_session-y070308002-6_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.0979646396613831
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070308002-6,monkeyT_session-y070308002-6_lfp-6,6,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1823527687422093
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070308002-6,monkeyT_session-y070308002-6_lfp-6,6,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1321056811226276
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070312001-5,monkeyT_session-y070312001-5_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2146239131006603
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070312001-5,monkeyT_session-y070312001-5_lfp-7,7,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.2115425536856101
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070312001-5,monkeyT_session-y070312001-5_lfp-7,7,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.14075974081703
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070312001-5,monkeyT_session-y070312001-5_lfp-8,8,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2118478776280195
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070312001-5,monkeyT_session-y070312001-5_lfp-8,8,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1973379078549374
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070312001-5,monkeyT_session-y070312001-5_lfp-8,8,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1631079981792937
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070312011-14,monkeyT_session-y070312011-14_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1760564948524247
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070312011-14,monkeyT_session-y070312011-14_lfp-7,7,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.0967173791560376
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070312011-14,monkeyT_session-y070312011-14_lfp-7,7,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1829921312628079
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070312011-14,monkeyT_session-y070312011-14_lfp-8,8,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1510115636962927
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070312011-14,monkeyT_session-y070312011-14_lfp-8,8,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1720891778862793
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070312011-14,monkeyT_session-y070312011-14_lfp-8,8,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1549549489197307
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070314001-8,monkeyT_session-y070314001-8_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.22009665885773
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070314001-8,monkeyT_session-y070314001-8_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1750709760178437
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070314001-8,monkeyT_session-y070314001-8_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1050067195886443
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070314001-8,monkeyT_session-y070314001-8_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2011360758803162
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070314001-8,monkeyT_session-y070314001-8_lfp-7,7,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.163833102761313
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070314001-8,monkeyT_session-y070314001-8_lfp-7,7,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1614222376517458
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070315003-8,monkeyT_session-y070315003-8_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1940119729240036
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070315003-8,monkeyT_session-y070315003-8_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1212565078402836
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070315003-8,monkeyT_session-y070315003-8_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1536136469802001
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070315003-8,monkeyT_session-y070315003-8_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2125324571216136
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070315003-8,monkeyT_session-y070315003-8_lfp-6,6,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1659561642912156
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070315003-8,monkeyT_session-y070315003-8_lfp-6,6,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1579515900293434
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070315003-8,monkeyT_session-y070315003-8_lfp-8,8,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1985636750398004
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070315003-8,monkeyT_session-y070315003-8_lfp-8,8,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1189577913591262
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070315003-8,monkeyT_session-y070315003-8_lfp-8,8,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1684809868922496
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070315009-14,monkeyT_session-y070315009-14_lfp-5,5,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1798104771539148
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070315009-14,monkeyT_session-y070315009-14_lfp-5,5,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.2042499876595986
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070315009-14,monkeyT_session-y070315009-14_lfp-5,5,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1246416767003632
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070315009-14,monkeyT_session-y070315009-14_lfp-6,6,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.1964292983644217
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070315009-14,monkeyT_session-y070315009-14_lfp-6,6,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1271452227123288
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070315009-14,monkeyT_session-y070315009-14_lfp-6,6,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1656051350911034
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070315009-14,monkeyT_session-y070315009-14_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2190001625731261
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070315009-14,monkeyT_session-y070315009-14_lfp-7,7,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1846426848946936
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070315009-14,monkeyT_session-y070315009-14_lfp-7,7,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1426322858795549
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070316001-4,monkeyT_session-y070316001-4_lfp-7,7,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2001809981526006
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070316001-4,monkeyT_session-y070316001-4_lfp-7,7,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1470292209845008
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070316001-4,monkeyT_session-y070316001-4_lfp-7,7,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.134401017544429
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070316001-4,monkeyT_session-y070316001-4_lfp-8,8,torus_features,Torus features,torus_nonlinear_15,beta,Beta (13-30 Hz),0.2121685287387266
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070316001-4,monkeyT_session-y070316001-4_lfp-8,8,average_psd,Average PSD,average_psd,beta,Beta (13-30 Hz),0.1694436051811522
full_6_direction_lfps,Full 6-direction LFPs,M+T,T,y070316001-4,monkeyT_session-y070316001-4_lfp-8,8,relevant_band,Relevant band,beta,beta,Beta (13-30 Hz),0.1762517534136602
