lfp_uid,monkey,session_id,lfp_id,source_cell_id,twodir,source_pair_index,n_trials,n_samples,sampling_rate_hz,go_sample_zero_based,n_directions,n_delay_types,has_all_6_directions,has_short_and_long,converted_path,direction_1_count,direction_2_count,direction_3_count,direction_4_count,direction_5_count,direction_6_count,short_delay_count,long_delay_count,unknown_delay_count
monkeyT_session-y070130005-13_lfp-2,T,y070130005-13,2,SpN1-1,,0,253,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070130005-13_lfp-2.npz,42,42,42,42,43,42,126,127,0
monkeyT_session-y070130005-13_lfp-1,T,y070130005-13,1,SpN2-1,,1,253,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070130005-13_lfp-1.npz,42,42,42,42,43,42,126,127,0
monkeyT_session-y070201001-6_lfp-1,T,y070201001-6,1,SpN2-6,,4,187,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070201001-6_lfp-1.npz,33,31,31,31,30,31,95,92,0
monkeyT_session-y070201009-11_lfp-2,T,y070201009-11,2,SpN1-1,3,6,108,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070201009-11_lfp-2.npz,0,0,54,0,0,54,54,54,0
monkeyT_session-y070201009-11_lfp-1,T,y070201009-11,1,SpN2-2,3,7,108,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070201009-11_lfp-1.npz,0,0,54,0,0,54,54,54,0
monkeyT_session-y070202001-7_lfp-1,T,y070202001-7,1,SpN2-1,,9,258,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070202001-7_lfp-1.npz,43,42,43,42,44,44,131,127,0
monkeyT_session-y070202009-16_lfp-1,T,y070202009-16,1,SpN2-1,,10,140,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070202009-16_lfp-1.npz,22,22,25,23,23,25,74,66,0
monkeyT_session-y070202017-23_lfp-1,T,y070202017-23,1,SpN3-1,3,11,87,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070202017-23_lfp-1.npz,0,0,44,0,0,43,44,43,0
monkeyT_session-y070206006-12_lfp-1,T,y070206006-12,1,SpN4-1,,14,316,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070206006-12_lfp-1.npz,52,53,53,53,52,53,157,159,0
monkeyT_session-y070207001-3_lfp-2,T,y070207001-3,2,SpN1-1,,15,113,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070207001-3_lfp-2.npz,19,20,19,18,18,19,56,57,0
monkeyT_session-y070207001-3_lfp-1,T,y070207001-3,1,SpN4-1,,16,113,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070207001-3_lfp-1.npz,19,20,19,18,18,19,56,57,0
monkeyT_session-y070207004-11_lfp-2,T,y070207004-11,2,SpN1-1,,17,329,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070207004-11_lfp-2.npz,55,57,53,55,53,56,163,166,0
monkeyT_session-y070207004-11_lfp-1,T,y070207004-11,1,SpN2-1,,18,329,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070207004-11_lfp-1.npz,55,57,53,55,53,56,163,166,0
monkeyT_session-y070207012-19_lfp-2,T,y070207012-19,2,SpN1-1,,20,264,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070207012-19_lfp-2.npz,44,44,44,44,44,44,132,132,0
monkeyT_session-y070207012-19_lfp-1,T,y070207012-19,1,SpN3-1,,22,264,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070207012-19_lfp-1.npz,44,44,44,44,44,44,132,132,0
monkeyT_session-y070208003-8_lfp-2,T,y070208003-8,2,SpN1-1,,23,283,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070208003-8_lfp-2.npz,48,49,48,47,45,46,139,144,0
monkeyT_session-y070208003-8_lfp-1,T,y070208003-8,1,SpN2-1,,24,283,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070208003-8_lfp-1.npz,48,49,48,47,45,46,139,144,0
monkeyT_session-y070209004-10_lfp-2,T,y070209004-10,2,SpN1-1,,25,312,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070209004-10_lfp-2.npz,52,52,52,52,52,52,156,156,0
monkeyT_session-y070209004-10_lfp-1,T,y070209004-10,1,SpN2-2,,27,312,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070209004-10_lfp-1.npz,52,52,52,52,52,52,156,156,0
monkeyT_session-y070213003-8_lfp-1,T,y070213003-8,1,Spi2-1,,28,298,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070213003-8_lfp-1.npz,50,52,50,51,50,45,150,148,0
monkeyT_session-y070214006-11_lfp-2,T,y070214006-11,2,Spi1-2,,29,265,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070214006-11_lfp-2.npz,44,44,44,45,44,44,133,132,0
monkeyT_session-y070214012-17_lfp-2,T,y070214012-17,2,Spi1-1,,30,258,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070214012-17_lfp-2.npz,43,42,44,42,44,43,130,128,0
monkeyT_session-y070214018-19_lfp-2,T,y070214018-19,2,SpN1-1,2,33,90,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070214018-19_lfp-2.npz,0,44,0,0,46,0,46,44,0
monkeyT_session-y070214018-19_lfp-1,T,y070214018-19,1,Spi2-1,2,34,90,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070214018-19_lfp-1.npz,0,44,0,0,46,0,46,44,0
monkeyT_session-y070214020-23_lfp-2,T,y070214020-23,2,Spi1-1,2,36,111,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070214020-23_lfp-2.npz,0,56,0,0,55,0,55,56,0
monkeyT_session-y070214020-23_lfp-1,T,y070214020-23,1,Spi2-1,2,37,110,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070214020-23_lfp-1.npz,0,55,0,0,55,0,55,55,0
monkeyT_session-y070215001-4_lfp-2,T,y070215001-4,2,Spi1-1,,39,151,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070215001-4_lfp-2.npz,27,28,24,26,23,23,77,74,0
monkeyT_session-y070215001-4_lfp-1,T,y070215001-4,1,Spi2-1,,40,161,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070215001-4_lfp-1.npz,27,28,26,27,26,27,80,81,0
monkeyT_session-y070215005-10_lfp-2,T,y070215005-10,2,Spi1-1,,45,264,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070215005-10_lfp-2.npz,44,45,44,44,44,43,131,133,0
monkeyT_session-y070215005-10_lfp-1,T,y070215005-10,1,Spi2-1,,47,264,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070215005-10_lfp-1.npz,44,45,44,44,44,43,131,133,0
monkeyT_session-y070215011-16_lfp-2,T,y070215011-16,2,Spi1-2,,51,234,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070215011-16_lfp-2.npz,38,39,37,41,42,37,121,113,0
monkeyT_session-y070215011-16_lfp-1,T,y070215011-16,1,Spi2-1,,53,234,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070215011-16_lfp-1.npz,38,39,37,41,42,37,121,113,0
monkeyT_session-y070215017-21_lfp-4,T,y070215017-21,4,Spi2-1,3,57,113,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070215017-21_lfp-4.npz,0,0,59,0,0,54,65,48,0
monkeyT_session-y070215017-21_lfp-2,T,y070215017-21,2,SpN3-1,3,58,182,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070215017-21_lfp-2.npz,0,0,89,0,0,93,92,90,0
monkeyT_session-y070228001-5_lfp-8,T,y070228001-5,8,Spi5-1,,61,216,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070228001-5_lfp-8.npz,35,36,36,37,33,39,111,105,0
monkeyT_session-y070301002-6_lfp-8,T,y070301002-6,8,Spi5-1,,67,264,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070301002-6_lfp-8.npz,44,44,44,44,44,44,132,132,0
monkeyT_session-y070301012-19_lfp-7,T,y070301012-19,7,Spi5-1,,72,359,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070301012-19_lfp-7.npz,60,60,59,60,60,60,179,180,0
monkeyT_session-y070306001-5_lfp-7,T,y070306001-5,7,Spi5-1,,77,203,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070306001-5_lfp-7.npz,34,33,34,34,34,34,102,101,0
monkeyT_session-y070306001-5_lfp-5,T,y070306001-5,5,Spi7-1,,78,203,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070306001-5_lfp-5.npz,34,33,34,34,34,34,102,101,0
monkeyT_session-y070306006-11_lfp-7,T,y070306006-11,7,Spi5-1,,80,217,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070306006-11_lfp-7.npz,36,38,36,34,37,36,110,107,0
monkeyT_session-y070306006-11_lfp-5,T,y070306006-11,5,Spi7-1,,81,217,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070306006-11_lfp-5.npz,36,38,36,34,37,36,110,107,0
monkeyT_session-y070307002-6_lfp-5,T,y070307002-6,5,Spi6-1,,84,258,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070307002-6_lfp-5.npz,42,44,43,44,41,44,131,127,0
monkeyT_session-y070307008-13_lfp-5,T,y070307008-13,5,Spi6-1,,88,277,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070307008-13_lfp-5.npz,46,46,50,44,47,44,137,140,0
monkeyT_session-y070307014-16_lfp-5,T,y070307014-16,5,SpN6-1,1,91,133,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070307014-16_lfp-5.npz,66,0,0,67,0,0,66,67,0
monkeyT_session-y070308002-6_lfp-6,T,y070308002-6,6,Spi5-1,,95,255,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070308002-6_lfp-6.npz,42,43,42,42,43,43,126,129,0
monkeyT_session-y070308014-17_lfp-5,T,y070308014-17,5,Spi6-1,3,101,156,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070308014-17_lfp-5.npz,0,0,78,0,0,78,77,78,1
monkeyT_session-y070312001-5_lfp-7,T,y070312001-5,7,Spi5-1,,106,265,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070312001-5_lfp-7.npz,43,45,45,44,43,45,131,134,0
monkeyT_session-y070312001-5_lfp-8,T,y070312001-5,8,Spi7-1,,109,265,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070312001-5_lfp-8.npz,43,45,45,44,43,45,131,134,0
monkeyT_session-y070312011-14_lfp-7,T,y070312011-14,7,Spi5-1,,111,160,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070312011-14_lfp-7.npz,26,27,28,26,27,26,81,79,0
monkeyT_session-y070312011-14_lfp-8,T,y070312011-14,8,Spi7-1,,114,160,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070312011-14_lfp-8.npz,26,27,28,26,27,26,81,79,0
monkeyT_session-y070314001-8_lfp-7,T,y070314001-8,7,Spi5-2,,117,213,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070314001-8_lfp-7.npz,37,35,35,34,35,37,105,108,0
monkeyT_session-y070314001-8_lfp-5,T,y070314001-8,5,Spi7-2,,118,213,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070314001-8_lfp-5.npz,37,35,35,34,35,37,105,108,0
monkeyT_session-y070315003-8_lfp-6,T,y070315003-8,6,Spi5-1,,120,253,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070315003-8_lfp-6.npz,43,43,42,42,41,42,127,126,0
monkeyT_session-y070315003-8_lfp-5,T,y070315003-8,5,Spi6-1,,123,253,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070315003-8_lfp-5.npz,43,43,42,42,41,42,127,126,0
monkeyT_session-y070315003-8_lfp-8,T,y070315003-8,8,Spi7-1,,125,253,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070315003-8_lfp-8.npz,43,43,42,42,41,42,127,126,0
monkeyT_session-y070315009-14_lfp-6,T,y070315009-14,6,Spi5-1,,128,281,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070315009-14_lfp-6.npz,46,42,46,49,50,48,139,142,0
monkeyT_session-y070315009-14_lfp-5,T,y070315009-14,5,Spi6-1,,130,281,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070315009-14_lfp-5.npz,46,42,46,49,50,48,139,142,0
monkeyT_session-y070315009-14_lfp-7,T,y070315009-14,7,Spi8-1,,134,281,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070315009-14_lfp-7.npz,46,42,46,49,50,48,139,142,0
monkeyT_session-y070315015-17_lfp-6,T,y070315015-17,6,Spi5-1,2,136,142,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070315015-17_lfp-6.npz,0,72,0,0,70,0,74,68,0
monkeyT_session-y070315015-17_lfp-7,T,y070315015-17,7,Spi6-2,2,137,142,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070315015-17_lfp-7.npz,0,72,0,0,70,0,74,68,0
monkeyT_session-y070316001-4_lfp-8,T,y070316001-4,8,Spi7-1,,143,257,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070316001-4_lfp-8.npz,43,43,42,43,43,43,129,128,0
monkeyT_session-y070316001-4_lfp-7,T,y070316001-4,7,Spi8-1,,145,256,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070316001-4_lfp-7.npz,43,43,42,43,42,43,129,127,0
monkeyT_session-y070316006-8_lfp-8,T,y070316006-8,8,Spi7-1,,148,270,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070316006-8_lfp-8.npz,43,44,45,46,45,47,135,135,0
monkeyT_session-y070316006-8_lfp-7,T,y070316006-8,7,Spi8-1,,151,273,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070316006-8_lfp-7.npz,44,45,46,46,45,47,136,137,0
monkeyT_session-y070316009-12_lfp-8,T,y070316009-12,8,Spi7-1,,153,404,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070316009-12_lfp-8.npz,68,68,67,68,66,67,203,201,0
monkeyT_session-y070316009-12_lfp-7,T,y070316009-12,7,Spi8-1,,156,404,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070316009-12_lfp-7.npz,68,68,67,68,66,67,203,201,0
monkeyT_session-y070412002-3_lfp-7,T,y070412002-3,7,Spi8-1,1,159,88,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070412002-3_lfp-7.npz,44,0,0,44,0,0,44,44,0
monkeyT_session-y070412004-6_lfp-6,T,y070412004-6,6,Spi5-1,2,160,130,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070412004-6_lfp-6.npz,0,65,0,0,65,0,64,66,0
monkeyT_session-y070412004-6_lfp-5,T,y070412004-6,5,Spi6-2,2,162,130,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070412004-6_lfp-5.npz,0,65,0,0,65,0,64,66,0
monkeyT_session-y070412004-6_lfp-7,T,y070412004-6,7,Spi8-1,2,164,130,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070412004-6_lfp-7.npz,0,65,0,0,65,0,64,66,0
monkeyT_session-y070412007-9_lfp-6,T,y070412007-9,6,SpN5-1,3,166,124,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070412007-9_lfp-6.npz,0,0,61,0,0,63,62,62,0
monkeyT_session-y070412007-9_lfp-5,T,y070412007-9,5,Spi6-1,3,168,124,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070412007-9_lfp-5.npz,0,0,61,0,0,63,62,62,0
monkeyT_session-y070412010-15_lfp-6,T,y070412010-15,6,SpN5-1,,173,270,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070412010-15_lfp-6.npz,45,44,46,45,46,44,135,135,0
monkeyT_session-y070412010-15_lfp-5,T,y070412010-15,5,SpN6-1,,175,270,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070412010-15_lfp-5.npz,45,44,46,45,46,44,135,135,0
monkeyT_session-y070412010-15_lfp-8,T,y070412010-15,8,Spi7-1,,177,268,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070412010-15_lfp-8.npz,44,44,46,44,46,44,133,135,0
monkeyT_session-y070412010-15_lfp-7,T,y070412010-15,7,Spi8-1,,178,270,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070412010-15_lfp-7.npz,45,44,46,45,46,44,135,135,0
monkeyT_session-y070412017-19_lfp-6,T,y070412017-19,6,Spi5-1,2,180,90,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070412017-19_lfp-6.npz,0,44,0,0,46,0,45,45,0
monkeyT_session-y070412017-19_lfp-5,T,y070412017-19,5,Spi6-2,2,183,90,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070412017-19_lfp-5.npz,0,44,0,0,46,0,45,45,0
monkeyT_session-y070412017-19_lfp-8,T,y070412017-19,8,SpN7-1,2,184,90,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070412017-19_lfp-8.npz,0,44,0,0,46,0,45,45,0
monkeyT_session-y070412017-19_lfp-7,T,y070412017-19,7,SpN8-1,2,186,90,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070412017-19_lfp-7.npz,0,44,0,0,46,0,45,45,0
monkeyT_session-y070413002-8_lfp-6,T,y070413002-8,6,SpN5-1,,188,301,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070413002-8_lfp-6.npz,52,52,50,50,49,48,151,150,0
monkeyT_session-y070413009-13_lfp-6,T,y070413009-13,6,SpN5-1,,193,254,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070413009-13_lfp-6.npz,42,43,42,43,42,42,128,126,0
monkeyT_session-y070413009-13_lfp-5,T,y070413009-13,5,Spi6-1,,195,254,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070413009-13_lfp-5.npz,42,43,42,43,42,42,128,126,0
monkeyT_session-y070413009-13_lfp-8,T,y070413009-13,8,Spi7-2,,197,254,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070413009-13_lfp-8.npz,42,43,42,43,42,42,128,126,0
monkeyT_session-y070413009-13_lfp-7,T,y070413009-13,7,Spi8-1,,199,254,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070413009-13_lfp-7.npz,42,43,42,43,42,42,128,126,0
monkeyT_session-y070416003-7_lfp-6,T,y070416003-7,6,Spi5-1,,200,255,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070416003-7_lfp-6.npz,43,43,42,43,42,42,127,128,0
monkeyT_session-y070416003-7_lfp-5,T,y070416003-7,5,Spi6-1,,201,255,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070416003-7_lfp-5.npz,43,43,42,43,42,42,127,128,0
monkeyT_session-y070416009-13_lfp-6,T,y070416009-13,6,Spi5-1,,205,253,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070416009-13_lfp-6.npz,42,42,42,43,42,42,126,127,0
monkeyT_session-y070416009-13_lfp-5,T,y070416009-13,5,Spi6-1,,207,253,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070416009-13_lfp-5.npz,42,42,42,43,42,42,126,127,0
monkeyT_session-y070419002-5_lfp-7,T,y070419002-5,7,Spi5-1,,210,252,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070419002-5_lfp-7.npz,42,42,42,42,42,42,126,126,0
monkeyT_session-y070419002-5_lfp-5,T,y070419002-5,5,Spi7-1,,211,252,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070419002-5_lfp-5.npz,42,42,42,42,42,42,126,126,0
monkeyT_session-y070419007-8_lfp-7,T,y070419007-8,7,Spi5-1,2,216,125,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070419007-8_lfp-7.npz,0,64,0,0,61,0,62,63,0
monkeyT_session-y070419007-8_lfp-5,T,y070419007-8,5,Spi7-1,2,218,125,6301,1000,4500,2,2,False,True,lfp_converted_data/monkeyT_session-y070419007-8_lfp-5.npz,0,64,0,0,61,0,62,63,0
monkeyT_session-y070420002-5_lfp-8,T,y070420002-5,8,Spi5-1,,221,259,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070420002-5_lfp-8.npz,43,43,43,42,44,44,129,130,0
monkeyT_session-y070420002-5_lfp-5,T,y070420002-5,5,Spi7-1,,223,259,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070420002-5_lfp-5.npz,43,43,43,42,44,44,129,130,0
monkeyT_session-y070420006-10_lfp-7,T,y070420006-10,7,Spi5-1,,226,259,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070420006-10_lfp-7.npz,44,43,42,44,44,42,129,130,0
monkeyT_session-y070420006-10_lfp-5,T,y070420006-10,5,SpN7-1,,229,259,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070420006-10_lfp-5.npz,44,43,42,44,44,42,129,130,0
monkeyT_session-y070423002-6_lfp-6,T,y070423002-6,6,Spi5-1,,231,256,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070423002-6_lfp-6.npz,43,42,43,43,43,42,129,127,0
monkeyT_session-y070423002-6_lfp-5,T,y070423002-6,5,Spi6-1,,234,256,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070423002-6_lfp-5.npz,43,42,43,43,43,42,129,127,0
monkeyT_session-y070423008-14_lfp-7,T,y070423008-14,7,SpN5-1,,236,255,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070423008-14_lfp-7.npz,42,43,43,42,43,42,129,126,0
monkeyT_session-y070423008-14_lfp-5,T,y070423008-14,5,Spi6-1,,238,257,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070423008-14_lfp-5.npz,42,43,43,43,43,43,130,127,0
monkeyT_session-y070424001-6_lfp-6,T,y070424001-6,6,Spi5-1,,242,262,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070424001-6_lfp-6.npz,43,44,43,44,44,44,132,130,0
monkeyT_session-y070424001-6_lfp-5,T,y070424001-6,5,Spi6-1,,243,262,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070424001-6_lfp-5.npz,43,44,43,44,44,44,132,130,0
monkeyT_session-y070424001-6_lfp-8,T,y070424001-6,8,Spi7-1,,245,262,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070424001-6_lfp-8.npz,43,44,43,44,44,44,132,130,0
monkeyT_session-y070424001-6_lfp-7,T,y070424001-6,7,Spi8-1,,246,262,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070424001-6_lfp-7.npz,43,44,43,44,44,44,132,130,0
monkeyT_session-y070424007-15_lfp-8,T,y070424007-15,8,Spi5-1,,247,324,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070424007-15_lfp-8.npz,53,56,57,53,50,55,161,163,0
monkeyT_session-y070424007-15_lfp-5,T,y070424007-15,5,Spi8-1,,249,358,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070424007-15_lfp-5.npz,60,60,60,60,58,60,178,180,0
monkeyT_session-y070425001-6_lfp-6,T,y070425001-6,6,Spi5-1,,251,318,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070425001-6_lfp-6.npz,53,52,53,52,55,53,158,160,0
monkeyT_session-y070425001-6_lfp-8,T,y070425001-6,8,Spi6-1,,255,315,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070425001-6_lfp-8.npz,52,52,53,52,54,52,157,158,0
monkeyT_session-y070425007-12_lfp-6,T,y070425007-12,6,Spi5-1,,259,294,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070425007-12_lfp-6.npz,52,48,52,46,48,48,151,143,0
monkeyT_session-y070425007-12_lfp-5,T,y070425007-12,5,Spi6-1,,261,300,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070425007-12_lfp-5.npz,52,49,52,48,49,50,153,147,0
monkeyT_session-y070425007-12_lfp-8,T,y070425007-12,8,Spi7-1,,262,300,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070425007-12_lfp-8.npz,52,49,52,48,49,50,153,147,0
monkeyT_session-y070425007-12_lfp-7,T,y070425007-12,7,Spi8-1,,264,300,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070425007-12_lfp-7.npz,52,49,52,48,49,50,153,147,0
monkeyT_session-y070426001-5_lfp-5,T,y070426001-5,5,Spi6-1,,265,257,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070426001-5_lfp-5.npz,42,44,43,44,42,42,128,129,0
monkeyT_session-y070426006-13_lfp-7,T,y070426006-13,7,Spi5-1,,272,277,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070426006-13_lfp-7.npz,47,45,47,46,47,45,135,142,0
monkeyT_session-y070426006-13_lfp-8,T,y070426006-13,8,Spi7-1,,278,277,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070426006-13_lfp-8.npz,47,45,47,46,47,45,135,142,0
monkeyT_session-y070502002-7_lfp-6,T,y070502002-7,6,Spi5-1,,283,284,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070502002-7_lfp-6.npz,48,47,47,49,47,46,139,145,0
monkeyT_session-y070502002-7_lfp-7,T,y070502002-7,7,Spi6-1,,284,284,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070502002-7_lfp-7.npz,48,47,47,49,47,46,139,145,0
monkeyT_session-y070502008-15_lfp-6,T,y070502008-15,6,Spi5-1,,289,266,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070502008-15_lfp-6.npz,45,45,44,44,44,44,133,133,0
monkeyT_session-y070502008-15_lfp-5,T,y070502008-15,5,Spi6-1,,291,266,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070502008-15_lfp-5.npz,45,45,44,44,44,44,133,133,0
monkeyT_session-y070502008-15_lfp-8,T,y070502008-15,8,Spi7-1,,294,266,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070502008-15_lfp-8.npz,45,45,44,44,44,44,133,133,0
monkeyT_session-y070502008-15_lfp-7,T,y070502008-15,7,Spi8-1,,295,266,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070502008-15_lfp-7.npz,45,45,44,44,44,44,133,133,0
monkeyT_session-y070503001-7_lfp-6,T,y070503001-7,6,Spi5-1,,297,307,6301,1000,4500,6,2,True,True,lfp_converted_data/monkeyT_session-y070503001-7_lfp-6.npz,52,52,51,50,50,52,154,153,0
