lfp_uid,monkey,session_id,lfp_id,freq_hz,band,median_residual_log_psd,prominence,bootstrap_support,included_for_order,exclusion_reason
monkeyM_session-o080904008-14_lfp-5,M,o080904008-14,5,20.0,beta,0.31916916221237085,0.24539924260596038,1.0,True,
monkeyM_session-o080904008-14_lfp-5,M,o080904008-14,5,34.0,low_gamma,0.3888918910724187,0.5341712492817026,1.0,True,
monkeyM_session-o080904008-14_lfp-6,M,o080904008-14,6,6.0,theta,0.10607245014789947,0.08806753803176903,0.975,True,
monkeyM_session-o080904008-14_lfp-6,M,o080904008-14,6,19.0,beta,0.17161991067828908,0.15956905759394355,0.9666666666666667,True,
monkeyM_session-o080904008-14_lfp-6,M,o080904008-14,6,33.0,low_gamma,0.152505358737882,0.05889731379631363,0.975,True,
monkeyM_session-o080904008-14_lfp-6,M,o080904008-14,6,42.0,low_gamma,0.09422876611490373,0.07987300889179848,0.9666666666666667,True,
monkeyM_session-o080905001-6_lfp-5,M,o080905001-6,5,28.0,beta,0.28995289366167787,0.4172495767477785,0.725,True,
monkeyM_session-o080905008-11_lfp-5,M,o080905008-11,5,19.0,beta,0.16712379190350035,0.1782770836608888,0.9833333333333333,True,
monkeyM_session-o080905008-11_lfp-5,M,o080905008-11,5,35.0,low_gamma,0.707167616697513,0.9356983074923598,1.0,True,
monkeyM_session-o080905008-11_lfp-6,M,o080905008-11,6,16.0,beta,0.11788879950836796,0.10076533585371657,0.925,True,
monkeyM_session-o080905008-11_lfp-6,M,o080905008-11,6,32.0,low_gamma,0.48492607250709907,0.6756845480608769,0.8083333333333333,True,
monkeyM_session-o080905008-11_lfp-6,M,o080905008-11,6,53.0,low_gamma,-0.08283745754551908,0.07433102085145693,0.43333333333333335,False,support below 0.50
monkeyM_session-o080910001-5_lfp-5,M,o080910001-5,5,5.0,theta,0.289845480761431,0.23445244489335582,1.0,True,
monkeyM_session-o080910001-5_lfp-5,M,o080910001-5,5,20.0,beta,0.06071433910439469,0.10930595439794452,0.9916666666666667,True,
monkeyM_session-o080910001-5_lfp-5,M,o080910001-5,5,36.0,low_gamma,0.6354445058810121,0.761468116818812,1.0,True,
monkeyM_session-o080910001-5_lfp-7,M,o080910001-5,7,5.0,theta,0.14370770269057997,0.18418288193181115,1.0,True,
monkeyM_session-o080910001-5_lfp-7,M,o080910001-5,7,15.0,beta,0.1367200470325005,0.047735357024024316,0.7,True,
monkeyM_session-o080910001-5_lfp-7,M,o080910001-5,7,20.0,beta,0.17364458836508015,0.07633035246031282,0.875,True,
monkeyM_session-o080910001-5_lfp-7,M,o080910001-5,7,35.0,low_gamma,0.4950155826012588,0.5706373562103616,1.0,True,
monkeyM_session-o080910001-5_lfp-7,M,o080910001-5,7,47.0,low_gamma,-0.09142965266242044,0.040769244066318,0.675,True,
monkeyM_session-o080910006-11_lfp-5,M,o080910006-11,5,5.0,theta,0.20558844318288572,0.24518093031169114,1.0,True,
monkeyM_session-o080910006-11_lfp-5,M,o080910006-11,5,20.0,beta,0.27602116152390643,0.2364144394469455,1.0,True,
monkeyM_session-o080910006-11_lfp-5,M,o080910006-11,5,34.0,low_gamma,0.4360354570711674,0.630944233917771,1.0,True,
monkeyM_session-o080910006-11_lfp-7,M,o080910006-11,7,5.0,theta,0.1078792438783987,0.11251970891741893,1.0,True,
monkeyM_session-o080910006-11_lfp-7,M,o080910006-11,7,15.0,beta,0.2161764966171395,0.0890033564902841,0.9416666666666667,True,
monkeyM_session-o080910006-11_lfp-7,M,o080910006-11,7,34.0,low_gamma,0.4237171024982959,0.598715654878897,1.0,True,
monkeyM_session-o080910006-11_lfp-7,M,o080910006-11,7,47.0,low_gamma,-0.09505403984720254,0.039826826745857496,0.7333333333333333,True,
monkeyM_session-o080911001-5_lfp-5,M,o080911001-5,5,5.0,theta,0.18401547411922642,0.20158903093729202,1.0,True,
monkeyM_session-o080911001-5_lfp-5,M,o080911001-5,5,20.0,beta,0.1729313061121223,0.11506755316115018,0.9583333333333334,True,
monkeyM_session-o080911001-5_lfp-5,M,o080911001-5,5,34.0,low_gamma,0.45267352693754537,0.5809325198565043,1.0,True,
monkeyM_session-o080911001-5_lfp-5,M,o080911001-5,5,47.0,low_gamma,-0.03749227841833221,0.05940128063886114,0.8916666666666667,True,
monkeyM_session-o080911001-5_lfp-6,M,o080911001-5,6,5.0,theta,0.0733369049584057,0.20603246492012295,1.0,True,
monkeyM_session-o080911001-5_lfp-6,M,o080911001-5,6,16.0,beta,0.3699661233350463,0.1125744434421837,0.8333333333333334,True,
monkeyM_session-o080911001-5_lfp-6,M,o080911001-5,6,33.0,low_gamma,0.3971235765540938,0.6030418094929914,0.9833333333333333,True,
monkeyM_session-o080911001-5_lfp-6,M,o080911001-5,6,47.0,low_gamma,-0.14740285514353912,0.06099840060137851,0.725,True,
monkeyM_session-o080911006-11_lfp-5,M,o080911006-11,5,5.0,theta,0.1139432695430782,0.17433850494543354,1.0,True,
monkeyM_session-o080911006-11_lfp-5,M,o080911006-11,5,16.0,beta,0.20695971637737248,0.1397904938039043,0.6333333333333333,True,
monkeyM_session-o080911006-11_lfp-5,M,o080911006-11,5,33.0,low_gamma,0.44780775863421685,0.5487002222048065,1.0,True,
monkeyM_session-o080911006-11_lfp-5,M,o080911006-11,5,47.0,low_gamma,-0.04885636768739357,0.06632773934508254,0.9916666666666667,True,
monkeyM_session-o080911006-11_lfp-6,M,o080911006-11,6,5.0,theta,0.006208957614420452,0.15982995154409177,1.0,True,
monkeyM_session-o080911006-11_lfp-6,M,o080911006-11,6,16.0,beta,0.4195978483742207,0.6094350668025981,1.0,True,
monkeyM_session-o080911006-11_lfp-6,M,o080911006-11,6,32.0,low_gamma,0.4009995534857228,0.14766135330372365,1.0,True,
monkeyM_session-o080911006-11_lfp-6,M,o080911006-11,6,47.0,low_gamma,-0.13634465518816308,0.08971614376174686,0.9666666666666667,True,
monkeyM_session-o080912004-7_lfp-5,M,o080912004-7,5,16.0,beta,0.7040169886058518,0.9310691421848318,1.0,True,
monkeyM_session-o080912004-7_lfp-5,M,o080912004-7,5,30.0,low_gamma,0.3540592623408745,0.14432344974742517,0.9666666666666667,True,
monkeyM_session-o080912008-13_lfp-5,M,o080912008-13,5,4.0,theta,-0.12620531718326505,0.07445426410726297,0.5416666666666666,True,
monkeyM_session-o080912008-13_lfp-5,M,o080912008-13,5,17.0,beta,0.6727250175549899,0.8777428893027067,1.0,True,
monkeyM_session-o080912008-13_lfp-5,M,o080912008-13,5,30.0,low_gamma,0.4002684842899881,0.1661264880297716,1.0,True,
monkeyM_session-o080912008-13_lfp-6,M,o080912008-13,6,32.0,low_gamma,0.419424269270546,0.5882634714320063,0.825,True,
monkeyM_session-o080917001-8_lfp-5,M,o080917001-8,5,6.0,theta,0.017584824860678194,0.10314575937915099,0.9333333333333333,True,
monkeyM_session-o080917001-8_lfp-5,M,o080917001-8,5,18.0,beta,0.5056796111426214,0.6021869221461317,1.0,True,
monkeyM_session-o080917001-8_lfp-5,M,o080917001-8,5,35.0,low_gamma,0.49242184198115185,0.5331539654869184,1.0,True,
monkeyM_session-o080917001-8_lfp-6,M,o080917001-8,6,16.0,beta,0.6418846681840324,1.0000070620682864,1.0,True,
monkeyM_session-o080917001-8_lfp-6,M,o080917001-8,6,34.0,low_gamma,0.33189625471668094,0.2856921386136791,1.0,True,
monkeyM_session-o080918001-5_lfp-5,M,o080918001-5,5,4.0,theta,0.03802277241134765,0.037926767708901375,0.5,True,
monkeyM_session-o080918001-5_lfp-5,M,o080918001-5,5,17.0,beta,0.2821167440248458,0.2047671411401114,1.0,True,
monkeyM_session-o080918001-5_lfp-5,M,o080918001-5,5,36.0,low_gamma,0.4198983665730124,0.5181270432009792,1.0,True,
monkeyM_session-o080918001-5_lfp-6,M,o080918001-5,6,4.0,theta,-0.09632364762332941,0.06841540938402761,0.5166666666666667,True,
monkeyM_session-o080918001-5_lfp-6,M,o080918001-5,6,18.0,beta,0.5306684329581826,0.7187063211981949,1.0,True,
monkeyM_session-o080918006-11_lfp-5,M,o080918006-11,5,5.0,theta,-0.009555150601254836,0.08426464939037465,0.9083333333333333,True,
monkeyM_session-o080918006-11_lfp-5,M,o080918006-11,5,18.0,beta,0.37341409586085095,0.47751574875672337,1.0,True,
monkeyM_session-o080918006-11_lfp-5,M,o080918006-11,5,34.0,low_gamma,0.3513452943332254,0.2691573687910348,1.0,True,
monkeyM_session-o080919001-6_lfp-5,M,o080919001-6,5,5.0,theta,0.15182287498586067,0.17161158939853377,1.0,True,
monkeyM_session-o080919001-6_lfp-5,M,o080919001-6,5,18.0,beta,0.12870498265390565,0.14753535715165778,1.0,True,
monkeyM_session-o080919001-6_lfp-5,M,o080919001-6,5,34.0,low_gamma,0.46244708551703384,0.5006008340802215,1.0,True,
monkeyM_session-o080919001-6_lfp-7,M,o080919001-6,7,4.0,theta,-0.11478040348335106,0.056583036780139095,0.575,True,
monkeyM_session-o080919001-6_lfp-7,M,o080919001-6,7,19.0,beta,0.4947141868354489,0.6802098668533243,1.0,True,
monkeyM_session-o080919007-12_lfp-5,M,o080919007-12,5,4.0,theta,0.18198184682485086,0.08402367219975182,1.0,True,
monkeyM_session-o080919007-12_lfp-5,M,o080919007-12,5,18.0,beta,0.21964844161599267,0.2014897281932183,1.0,True,
monkeyM_session-o080919007-12_lfp-5,M,o080919007-12,5,34.0,low_gamma,0.4717814518838758,0.56742314380363,1.0,True,
monkeyM_session-o080919007-12_lfp-7,M,o080919007-12,7,4.0,theta,-0.09574352199197425,0.05698361333438076,0.4083333333333333,False,support below 0.50
monkeyM_session-o080919007-12_lfp-7,M,o080919007-12,7,18.0,beta,0.4727846280640976,0.6357877091426289,0.9666666666666667,True,
monkeyM_session-o080925002-6_lfp-6,M,o080925002-6,6,20.0,beta,0.3551782359228134,0.5071681858344648,0.9833333333333333,True,
monkeyM_session-o080925002-6_lfp-6,M,o080925002-6,6,33.0,low_gamma,0.3263160716956975,0.11621671567145098,0.9916666666666667,True,
monkeyM_session-o080925002-6_lfp-7,M,o080925002-6,7,5.0,theta,0.056565528016313635,0.11111916547548471,1.0,True,
monkeyM_session-o080925002-6_lfp-7,M,o080925002-6,7,17.0,beta,0.3578952655344301,0.5649127992465188,0.975,True,
monkeyM_session-o080925002-6_lfp-7,M,o080925002-6,7,34.0,low_gamma,0.2994588699924713,0.16890233921850117,1.0,True,
monkeyM_session-o080925007-12_lfp-6,M,o080925007-12,6,4.0,theta,0.04431234220898062,0.09000967159284798,0.9916666666666667,True,
monkeyM_session-o080925007-12_lfp-6,M,o080925007-12,6,20.0,beta,0.39585950630144184,0.5793114973342567,1.0,True,
monkeyM_session-o080925007-12_lfp-6,M,o080925007-12,6,33.0,low_gamma,0.35289901277566293,0.09512286314562468,0.9416666666666667,True,
monkeyM_session-o080925007-12_lfp-7,M,o080925007-12,7,5.0,theta,0.010795846551999257,0.12007582112197074,1.0,True,
monkeyM_session-o080925007-12_lfp-7,M,o080925007-12,7,19.0,beta,0.3896400862173609,0.5344329794229058,1.0,True,
monkeyM_session-o080925007-12_lfp-7,M,o080925007-12,7,33.0,low_gamma,0.28479143068978574,0.0943463520383725,0.975,True,
monkeyM_session-o080926001-6_lfp-5,M,o080926001-6,5,5.0,theta,0.061915894726921605,0.14355127473177814,1.0,True,
monkeyM_session-o080926001-6_lfp-5,M,o080926001-6,5,18.0,beta,0.3893780176466562,0.5390271323954062,0.9833333333333333,True,
monkeyM_session-o080926001-6_lfp-5,M,o080926001-6,5,32.0,low_gamma,0.33324264236347706,0.21202049540397389,1.0,True,
monkeyM_session-o080926001-6_lfp-5,M,o080926001-6,5,47.0,low_gamma,-0.0354082651319657,0.07010853628466979,0.5583333333333333,True,
monkeyM_session-o080926007-11_lfp-5,M,o080926007-11,5,5.0,theta,0.07136510306442045,0.12492183384144528,1.0,True,
monkeyM_session-o080926007-11_lfp-5,M,o080926007-11,5,19.0,beta,0.3883811444664691,0.2123353617853581,0.9833333333333333,True,
monkeyM_session-o080926007-11_lfp-5,M,o080926007-11,5,31.0,low_gamma,0.39414831338394263,0.6185076159133542,1.0,True,
monkeyM_session-o080926007-11_lfp-5,M,o080926007-11,5,47.0,low_gamma,0.010433671107690126,0.22778940303378503,0.9416666666666667,True,
monkeyM_session-o080926007-11_lfp-6,M,o080926007-11,6,4.0,theta,0.06289851212293716,0.12418212463248933,1.0,True,
monkeyM_session-o080926007-11_lfp-6,M,o080926007-11,6,16.0,beta,0.3124711757741584,0.3836214561189028,0.9916666666666667,True,
monkeyM_session-o080926007-11_lfp-6,M,o080926007-11,6,30.0,low_gamma,0.22523405863778342,0.05515116928609501,0.9083333333333333,True,
monkeyM_session-o080926007-11_lfp-6,M,o080926007-11,6,53.0,low_gamma,0.2790546382949154,0.29777708655310103,1.0,True,
monkeyM_session-o080930001-5_lfp-1,M,o080930001-5,1,53.0,low_gamma,0.5262950284502566,0.1606123169419703,1.0,True,
monkeyM_session-o081001001-12_lfp-1,M,o081001001-12,1,5.0,theta,0.19006868056151838,0.2817389741307327,1.0,True,
monkeyM_session-o081001001-12_lfp-1,M,o081001001-12,1,19.0,beta,0.28809704601960695,0.2737051776082878,1.0,True,
monkeyM_session-o081001001-12_lfp-1,M,o081001001-12,1,35.0,low_gamma,0.4006280066452699,0.5009357641668548,1.0,True,
monkeyM_session-o081001001-12_lfp-3,M,o081001001-12,3,5.0,theta,0.056570845610164934,0.09624727916300432,1.0,True,
monkeyM_session-o081001001-12_lfp-3,M,o081001001-12,3,18.0,beta,0.3759347546458798,0.5784409469689131,1.0,True,
monkeyM_session-o081001001-12_lfp-3,M,o081001001-12,3,30.0,low_gamma,0.36635784803673443,0.21111157154225915,1.0,True,
monkeyM_session-o081001013-26_lfp-1,M,o081001013-26,1,5.0,theta,0.1250807196049569,0.1588153797323651,1.0,True,
monkeyM_session-o081001013-26_lfp-1,M,o081001013-26,1,19.0,beta,0.29068500846034756,0.2265274549977032,1.0,True,
monkeyM_session-o081001013-26_lfp-1,M,o081001013-26,1,35.0,low_gamma,0.3713104336943966,0.4865232259590848,1.0,True,
monkeyM_session-o081001013-26_lfp-3,M,o081001013-26,3,6.0,theta,0.06784256744326096,0.12415903023051948,1.0,True,
monkeyM_session-o081001013-26_lfp-3,M,o081001013-26,3,20.0,beta,0.27498320806981125,0.055155788631046976,0.65,True,
monkeyM_session-o081001013-26_lfp-3,M,o081001013-26,3,30.0,low_gamma,0.4386822686829501,0.6177836632235665,1.0,True,
monkeyM_session-o081002010-22_lfp-2,M,o081002010-22,2,20.0,beta,0.17866839004673546,0.051875434176403584,0.75,True,
monkeyM_session-o081002010-22_lfp-2,M,o081002010-22,2,30.0,low_gamma,0.5324997717626377,0.5989919408325431,1.0,True,
monkeyM_session-o081002010-22_lfp-2,M,o081002010-22,2,53.0,low_gamma,-0.07212162718832486,0.04519187333341093,0.6,True,
monkeyM_session-o081002023-28_lfp-3,M,o081002023-28,3,17.0,beta,0.5340124807632759,0.8179570371346856,1.0,True,
monkeyM_session-o081002023-28_lfp-3,M,o081002023-28,3,32.0,low_gamma,0.38210936600709716,0.12380349017722969,0.85,True,
monkeyM_session-o081002023-28_lfp-3,M,o081002023-28,3,45.0,low_gamma,-0.24529284410835234,0.09116071046944435,0.65,True,
monkeyM_session-o081003003-14_lfp-1,M,o081003003-14,1,5.0,theta,0.26397748105511354,0.3486986697980066,1.0,True,
monkeyM_session-o081003003-14_lfp-1,M,o081003003-14,1,19.0,beta,0.17966586475123125,0.11226287902541321,1.0,True,
monkeyM_session-o081003003-14_lfp-1,M,o081003003-14,1,34.0,low_gamma,0.3620011959139292,0.458993464924219,1.0,True,
monkeyM_session-o081003003-14_lfp-1,M,o081003003-14,1,47.0,low_gamma,0.019861466355166273,0.07639068430350586,0.9916666666666667,True,
monkeyM_session-o081003003-14_lfp-2,M,o081003003-14,2,4.0,theta,0.10034617192056663,0.07586544824046564,1.0,True,
monkeyM_session-o081003003-14_lfp-2,M,o081003003-14,2,22.0,beta,0.2154419303043303,0.025968881430561613,0.7333333333333333,True,
monkeyM_session-o081003003-14_lfp-2,M,o081003003-14,2,30.0,low_gamma,0.26293554053858303,0.3163001304300244,0.875,True,
monkeyM_session-o081003003-14_lfp-2,M,o081003003-14,2,53.0,low_gamma,0.12123945296602862,0.10609483396068281,1.0,True,
monkeyM_session-o081003015-26_lfp-1,M,o081003015-26,1,5.0,theta,0.1786310034927161,0.23106076587319935,1.0,True,
monkeyM_session-o081003015-26_lfp-1,M,o081003015-26,1,21.0,beta,0.2971798385065922,0.41353600598299445,1.0,True,
monkeyM_session-o081003015-26_lfp-1,M,o081003015-26,1,34.0,low_gamma,0.26056248467319304,0.12357022447015165,0.8916666666666667,True,
monkeyM_session-o081003015-26_lfp-1,M,o081003015-26,1,47.0,low_gamma,0.056124181128337405,0.1377501251738894,0.9916666666666667,True,
monkeyM_session-o081003015-26_lfp-2,M,o081003015-26,2,9.0,alpha,0.07666281485529867,0.06372652854750532,0.95,True,
monkeyM_session-o081003015-26_lfp-2,M,o081003015-26,2,21.0,beta,0.26197195743414914,0.3541496871074844,0.7416666666666667,True,
monkeyM_session-o081003015-26_lfp-2,M,o081003015-26,2,47.0,low_gamma,-0.020300152035589693,0.08379143183342858,0.9666666666666667,True,
monkeyM_session-o081008001-15_lfp-1,M,o081008001-15,1,17.0,beta,0.347092849715171,0.49400779745507895,1.0,True,
monkeyM_session-o081008001-15_lfp-1,M,o081008001-15,1,31.0,low_gamma,0.3415770542260671,0.242699151145973,1.0,True,
monkeyM_session-o081008001-15_lfp-1,M,o081008001-15,1,47.0,low_gamma,-0.018969234509062176,0.06770740332595485,0.9666666666666667,True,
monkeyM_session-o081008001-15_lfp-2,M,o081008001-15,2,6.0,theta,-0.0024311745481814806,0.04400632104379814,0.5166666666666667,True,
monkeyM_session-o081008001-15_lfp-2,M,o081008001-15,2,16.0,beta,0.23581802794573886,0.14191398119176873,1.0,True,
monkeyM_session-o081008001-15_lfp-2,M,o081008001-15,2,31.0,low_gamma,0.6067500353845318,0.6911110897412265,1.0,True,
monkeyM_session-o081008001-15_lfp-2,M,o081008001-15,2,47.0,low_gamma,-0.07013149091787324,0.11312702328060853,0.8833333333333333,True,
monkeyM_session-o081028001-12_lfp-4,M,o081028001-12,4,17.0,beta,0.30574319649057835,0.1281933065473404,1.0,True,
monkeyM_session-o081028001-12_lfp-4,M,o081028001-12,4,33.0,low_gamma,0.344721060836552,0.4439019792690509,0.9916666666666667,True,
monkeyM_session-o081028013-20_lfp-1,M,o081028013-20,1,16.0,beta,0.2952155242043376,0.17577790774214866,1.0,True,
monkeyM_session-o081028013-20_lfp-1,M,o081028013-20,1,32.0,low_gamma,0.6522141212925672,0.7577273302473415,1.0,True,
monkeyM_session-o081028021-26_lfp-1,M,o081028021-26,1,16.0,beta,0.40899070036492025,0.18037176952352305,0.925,True,
monkeyM_session-o081028021-26_lfp-1,M,o081028021-26,1,32.0,low_gamma,0.6566813257682432,0.8165712360904518,1.0,True,
monkeyM_session-o081029001-11_lfp-3,M,o081029001-11,3,5.0,theta,0.039520845795119594,0.18034488356596234,1.0,True,
monkeyM_session-o081029001-11_lfp-3,M,o081029001-11,3,32.0,low_gamma,0.560011155400014,0.7346502360524325,1.0,True,
monkeyM_session-o081029012-25_lfp-3,M,o081029012-25,3,31.0,low_gamma,0.6912049524191334,0.8453936213028407,1.0,True,
monkeyM_session-o081029012-25_lfp-4,M,o081029012-25,4,31.0,low_gamma,0.6417616612630384,0.7768026453696761,1.0,True,
monkeyM_session-o081031013-23_lfp-1,M,o081031013-23,1,15.0,beta,0.2937866985663512,0.28814602319074656,1.0,True,
monkeyM_session-o081031013-23_lfp-1,M,o081031013-23,1,30.0,low_gamma,0.8985662006287563,1.0119187511800707,1.0,True,
monkeyM_session-o081031013-23_lfp-3,M,o081031013-23,3,15.0,beta,0.3122887281727439,0.2829221109276448,1.0,True,
monkeyM_session-o081031013-23_lfp-3,M,o081031013-23,3,30.0,low_gamma,0.9867123821164379,1.1729811728626287,1.0,True,
monkeyM_session-o081031024-27_lfp-1,M,o081031024-27,1,16.0,beta,0.3733773782080668,0.26698452612886664,1.0,True,
monkeyM_session-o081031024-27_lfp-1,M,o081031024-27,1,31.0,low_gamma,0.8940689978056209,1.0603908519651168,1.0,True,
monkeyM_session-o081106010-15_lfp-3,M,o081106010-15,3,16.0,beta,0.21656825472873037,0.19219333352929815,0.9833333333333333,True,
monkeyM_session-o081106010-15_lfp-3,M,o081106010-15,3,31.0,low_gamma,0.7072730276018083,0.8616620289458937,1.0,True,
monkeyM_session-o081106010-15_lfp-3,M,o081106010-15,3,47.0,low_gamma,-0.021831270764697375,0.22649214284025496,0.7166666666666667,True,
monkeyM_session-o081106010-15_lfp-5,M,o081106010-15,5,4.0,theta,0.23675835649704827,0.09343034623609645,0.9833333333333333,True,
monkeyM_session-o081106010-15_lfp-5,M,o081106010-15,5,20.0,beta,0.050625121034749254,0.08996708278089394,0.8,True,
monkeyM_session-o081106010-15_lfp-5,M,o081106010-15,5,35.0,low_gamma,0.5476227318086743,0.6894060547010088,1.0,True,
monkeyM_session-o081106010-15_lfp-5,M,o081106010-15,5,47.0,low_gamma,0.03209298739277208,0.18942820927263765,0.8833333333333333,True,
monkeyM_session-o081106016-19_lfp-3,M,o081106016-19,3,16.0,beta,0.1972443429182799,0.16961524216323576,0.9833333333333333,True,
monkeyM_session-o081106016-19_lfp-3,M,o081106016-19,3,32.0,low_gamma,0.6599570343525418,0.789168314153861,1.0,True,
monkeyM_session-o081106016-19_lfp-3,M,o081106016-19,3,47.0,low_gamma,0.042147859920232705,0.23055637993357747,0.95,True,
monkeyM_session-o081106016-19_lfp-5,M,o081106016-19,5,4.0,theta,0.22852036520430724,0.1174298709580956,0.975,True,
monkeyM_session-o081106016-19_lfp-5,M,o081106016-19,5,21.0,beta,0.045765977575550634,0.10756553294090151,0.8916666666666667,True,
monkeyM_session-o081106016-19_lfp-5,M,o081106016-19,5,34.0,low_gamma,0.5848205758556424,0.7499352815039347,1.0,True,
monkeyM_session-o081106016-19_lfp-5,M,o081106016-19,5,47.0,low_gamma,0.06987953502243355,0.13725604927400556,0.9416666666666667,True,
monkeyM_session-o081107007-13_lfp-1,M,o081107007-13,1,25.0,beta,0.5638041034153425,0.7358207204001166,0.9333333333333333,True,
monkeyM_session-o081107007-13_lfp-1,M,o081107007-13,1,47.0,low_gamma,-0.03862916061194689,0.15599724738931753,1.0,True,
monkeyM_session-o081107007-13_lfp-2,M,o081107007-13,2,27.0,beta,0.27200300411514683,0.2776714986244662,0.9916666666666667,True,
monkeyM_session-o081107007-13_lfp-2,M,o081107007-13,2,45.0,low_gamma,0.18519955839878227,0.1819382577707831,1.0,True,
monkeyM_session-o081113002-9_lfp-1,M,o081113002-9,1,19.0,beta,0.19708903827502428,0.18711596242654643,1.0,True,
monkeyM_session-o081113002-9_lfp-1,M,o081113002-9,1,36.0,low_gamma,0.3911717799290907,0.5389110244083769,1.0,True,
monkeyM_session-o081113002-9_lfp-2,M,o081113002-9,2,22.0,beta,0.3596415569893833,0.4609532579185286,0.7083333333333334,True,
monkeyM_session-o081113002-9_lfp-2,M,o081113002-9,2,47.0,low_gamma,-0.10068423234887322,0.07127742875194909,0.7583333333333333,True,
monkeyM_session-o081113011-13_lfp-1,M,o081113011-13,1,20.0,beta,0.359943253077444,0.38687211630776913,1.0,True,
monkeyM_session-o081113011-13_lfp-1,M,o081113011-13,1,36.0,low_gamma,0.3717407408975908,0.45088268626426015,1.0,True,
monkeyM_session-o081113011-13_lfp-1,M,o081113011-13,1,53.0,low_gamma,0.0010892233979502286,0.04244824073662475,0.44166666666666665,False,support below 0.50
monkeyM_session-o081113011-13_lfp-2,M,o081113011-13,2,29.0,beta,0.33831069791725227,0.37294848014527837,0.9583333333333334,True,
monkeyM_session-o081113011-13_lfp-2,M,o081113011-13,2,53.0,low_gamma,0.1653968269370532,0.12255922012574852,0.4666666666666667,False,support below 0.50
monkeyM_session-o081113014-16_lfp-1,M,o081113014-16,1,5.0,theta,0.17925875080495712,0.19090823499908843,0.9916666666666667,True,
monkeyM_session-o081113014-16_lfp-1,M,o081113014-16,1,19.0,beta,0.3049546170082534,0.30681612930343516,0.9666666666666667,True,
monkeyM_session-o081113014-16_lfp-1,M,o081113014-16,1,35.0,low_gamma,0.35471178543984916,0.5389089768784777,0.9916666666666667,True,
monkeyM_session-o081113014-16_lfp-2,M,o081113014-16,2,29.0,beta,0.41230824312077285,0.5876052644510543,0.8583333333333333,True,
monkeyM_session-o081118001-3_lfp-1,M,o081118001-3,1,25.0,beta,0.39794847644569775,0.592211555803026,0.8166666666666667,True,
monkeyM_session-o081118001-3_lfp-1,M,o081118001-3,1,47.0,low_gamma,-0.013345414539079038,0.1303449632250518,0.9416666666666667,True,
monkeyM_session-o081118001-3_lfp-2,M,o081118001-3,2,5.0,theta,-0.013691717829218044,0.09074246776766903,0.8416666666666667,True,
monkeyM_session-o081118001-3_lfp-2,M,o081118001-3,2,25.0,beta,0.4244134976411309,0.6073938912118723,0.8833333333333333,True,
monkeyM_session-o081118001-3_lfp-2,M,o081118001-3,2,47.0,low_gamma,-0.12422421538130698,0.05244284228381632,0.5166666666666667,True,
monkeyM_session-o081118004-5_lfp-1,M,o081118004-5,1,19.0,beta,0.4696188066130217,0.6682446079687137,0.8166666666666667,True,
monkeyM_session-o081118004-5_lfp-1,M,o081118004-5,1,47.0,low_gamma,0.05758557299135551,0.20780502142824148,0.9333333333333333,True,
monkeyM_session-o081118008-10_lfp-1,M,o081118008-10,1,18.0,beta,0.4473888227099922,0.6747552899095571,0.8416666666666667,True,
monkeyM_session-o081127010-14_lfp-1,M,o081127010-14,1,16.0,beta,0.37454554626484815,0.36479558880499496,1.0,True,
monkeyM_session-o081127010-14_lfp-1,M,o081127010-14,1,31.0,low_gamma,0.5962716782951174,0.6755289414798754,1.0,True,
monkeyM_session-o081127010-14_lfp-1,M,o081127010-14,1,47.0,low_gamma,0.03113655214249087,0.13243035529244668,0.5916666666666667,True,
monkeyM_session-o081202001-7_lfp-2,M,o081202001-7,2,5.0,theta,0.20031459422017486,0.2341786680863069,1.0,True,
monkeyM_session-o081202001-7_lfp-2,M,o081202001-7,2,21.0,beta,0.34884928229241363,0.5861112742333077,1.0,True,
monkeyM_session-o081202001-7_lfp-2,M,o081202001-7,2,37.0,low_gamma,0.3050430709153728,0.2161338434070043,0.6416666666666667,True,
monkeyM_session-o081202001-7_lfp-2,M,o081202001-7,2,47.0,low_gamma,-0.13041530477365945,0.04018835476979157,0.525,True,
monkeyM_session-o081202001-7_lfp-4,M,o081202001-7,4,20.0,beta,0.5481332159071783,0.7051094492907013,1.0,True,
monkeyM_session-o081202001-7_lfp-4,M,o081202001-7,4,38.0,low_gamma,0.5117778217918721,0.6319385944070683,1.0,True,
monkeyM_session-o081202008-11_lfp-2,M,o081202008-11,2,4.0,theta,0.1748532673559084,0.09266089962321218,0.9583333333333334,True,
monkeyM_session-o081202008-11_lfp-2,M,o081202008-11,2,19.0,beta,0.3944436020268456,0.3175310102946146,1.0,True,
monkeyM_session-o081202008-11_lfp-2,M,o081202008-11,2,36.0,low_gamma,0.41978558719256237,0.7231634152553643,0.6,True,
monkeyM_session-o081202012-14_lfp-2,M,o081202012-14,2,4.0,theta,0.22107656842033724,0.05607739642639628,0.5083333333333333,True,
monkeyM_session-o081202012-14_lfp-2,M,o081202012-14,2,19.0,beta,0.3062023554402263,0.2174627435413469,1.0,True,
monkeyM_session-o081202012-14_lfp-2,M,o081202012-14,2,35.0,low_gamma,0.4338663306782414,0.6906598493528495,0.9833333333333333,True,
