lfp_uid,monkey,session_id,lfp_id,epoch,target,feature_set,status,accuracy,f1,n_classes,n_trials_balanced,per_class_n,torus_fit_success_fraction
monkeyM_session-o081008001-15_lfp-1,M,o081008001-15,1,movement,direction,all_band_power,ok,0.1323529411764706,0.11974203554202241,6,204,34,0.9955357142857143
monkeyM_session-o081008001-15_lfp-1,M,o081008001-15,1,movement,direction,torus_nonlinear_15,ok,0.1715686274509804,0.16672633202785306,6,204,34,0.9955357142857143
monkeyM_session-o081008001-15_lfp-2,M,o081008001-15,2,movement,direction,delta,ok,0.11274509803921569,0.09487671925663456,6,204,34,0.9955357142857143
monkeyM_session-o081008001-15_lfp-2,M,o081008001-15,2,movement,direction,theta,ok,0.1323529411764706,0.11760263393895105,6,204,34,0.9955357142857143
monkeyM_session-o081008001-15_lfp-2,M,o081008001-15,2,movement,direction,alpha,ok,0.15196078431372548,0.13413482174901223,6,204,34,0.9955357142857143
monkeyM_session-o081008001-15_lfp-2,M,o081008001-15,2,movement,direction,beta,ok,0.11274509803921569,0.10723049387867456,6,204,34,0.9955357142857143
monkeyM_session-o081008001-15_lfp-2,M,o081008001-15,2,movement,direction,low_gamma,ok,0.12254901960784313,0.11559649477874001,6,204,34,0.9955357142857143
monkeyM_session-o081008001-15_lfp-2,M,o081008001-15,2,movement,direction,average_psd,ok,0.16176470588235295,0.16440423535940576,6,204,34,0.9955357142857143
monkeyM_session-o081008001-15_lfp-2,M,o081008001-15,2,movement,direction,all_band_power,ok,0.08333333333333333,0.08201936929974527,6,204,34,0.9955357142857143
monkeyM_session-o081008001-15_lfp-2,M,o081008001-15,2,movement,direction,torus_nonlinear_15,ok,0.16176470588235295,0.15912856782396054,6,204,34,0.9955357142857143
monkeyM_session-o081028001-12_lfp-4,M,o081028001-12,4,movement,direction,delta,ok,0.14516129032258066,0.12285354515018426,6,186,31,0.9950738916256158
monkeyM_session-o081028001-12_lfp-4,M,o081028001-12,4,movement,direction,theta,ok,0.15053763440860216,0.12771037302831717,6,186,31,0.9950738916256158
monkeyM_session-o081028001-12_lfp-4,M,o081028001-12,4,movement,direction,alpha,ok,0.16666666666666666,0.14876433259701555,6,186,31,0.9950738916256158
monkeyM_session-o081028001-12_lfp-4,M,o081028001-12,4,movement,direction,beta,ok,0.1989247311827957,0.15447557340761223,6,186,31,0.9950738916256158
monkeyM_session-o081028001-12_lfp-4,M,o081028001-12,4,movement,direction,low_gamma,ok,0.1935483870967742,0.1511886100588091,6,186,31,0.9950738916256158
monkeyM_session-o081028001-12_lfp-4,M,o081028001-12,4,movement,direction,average_psd,ok,0.20967741935483872,0.17940782998558705,6,186,31,0.9950738916256158
monkeyM_session-o081028001-12_lfp-4,M,o081028001-12,4,movement,direction,all_band_power,ok,0.1881720430107527,0.17998078941475168,6,186,31,0.9950738916256158
monkeyM_session-o081028001-12_lfp-4,M,o081028001-12,4,movement,direction,torus_nonlinear_15,ok,0.1774193548387097,0.1736001793782114,6,186,31,0.9950738916256158
monkeyM_session-o081028013-20_lfp-1,M,o081028013-20,1,movement,direction,delta,ok,0.5080645161290323,0.5054593004249754,2,124,62,1.0
monkeyM_session-o081028013-20_lfp-1,M,o081028013-20,1,movement,direction,theta,ok,0.6048387096774194,0.6035753898349319,2,124,62,1.0
monkeyM_session-o081028013-20_lfp-1,M,o081028013-20,1,movement,direction,alpha,ok,0.49193548387096775,0.4911080711354309,2,124,62,1.0
monkeyM_session-o081028013-20_lfp-1,M,o081028013-20,1,movement,direction,beta,ok,0.4596774193548387,0.45964227642276423,2,124,62,1.0
monkeyM_session-o081028013-20_lfp-1,M,o081028013-20,1,movement,direction,low_gamma,ok,0.47580645161290325,0.47495277180639695,2,124,62,1.0
monkeyM_session-o081028013-20_lfp-1,M,o081028013-20,1,movement,direction,average_psd,ok,0.532258064516129,0.5317708333333333,2,124,62,1.0
monkeyM_session-o081028013-20_lfp-1,M,o081028013-20,1,movement,direction,all_band_power,ok,0.5080645161290323,0.5064918118353233,2,124,62,1.0
monkeyM_session-o081028013-20_lfp-1,M,o081028013-20,1,movement,direction,torus_nonlinear_15,ok,0.43548387096774194,0.4353369763205829,2,124,62,1.0
monkeyM_session-o081028021-26_lfp-1,M,o081028021-26,1,movement,direction,delta,ok,0.36538461538461536,0.365149833518313,2,104,52,0.9811320754716981
monkeyM_session-o081028021-26_lfp-1,M,o081028021-26,1,movement,direction,theta,ok,0.5,0.4907721280602636,2,104,52,0.9811320754716981
monkeyM_session-o081028021-26_lfp-1,M,o081028021-26,1,movement,direction,alpha,ok,0.46153846153846156,0.45160075329566857,2,104,52,0.9811320754716981
monkeyM_session-o081028021-26_lfp-1,M,o081028021-26,1,movement,direction,beta,ok,0.5096153846153846,0.5095700416088765,2,104,52,0.9811320754716981
monkeyM_session-o081028021-26_lfp-1,M,o081028021-26,1,movement,direction,low_gamma,ok,0.5961538461538461,0.59375,2,104,52,0.9811320754716981
monkeyM_session-o081028021-26_lfp-1,M,o081028021-26,1,movement,direction,average_psd,ok,0.5384615384615384,0.5384615384615384,2,104,52,0.9811320754716981
monkeyM_session-o081028021-26_lfp-1,M,o081028021-26,1,movement,direction,all_band_power,ok,0.5865384615384616,0.5861941334320347,2,104,52,0.9811320754716981
monkeyM_session-o081028021-26_lfp-1,M,o081028021-26,1,movement,direction,torus_nonlinear_15,ok,0.36538461538461536,0.36538461538461536,2,104,52,0.9811320754716981
monkeyM_session-o081029001-11_lfp-3,M,o081029001-11,3,movement,direction,delta,ok,0.2037037037037037,0.16885704874835308,6,162,27,0.994535519125683
monkeyM_session-o081029001-11_lfp-3,M,o081029001-11,3,movement,direction,theta,ok,0.15432098765432098,0.14925990569028336,6,162,27,0.994535519125683
monkeyM_session-o081029001-11_lfp-3,M,o081029001-11,3,movement,direction,alpha,ok,0.09259259259259259,0.08700722076956495,6,162,27,0.994535519125683
monkeyM_session-o081029001-11_lfp-3,M,o081029001-11,3,movement,direction,beta,ok,0.09259259259259259,0.08805317922964982,6,162,27,0.994535519125683
monkeyM_session-o081029001-11_lfp-3,M,o081029001-11,3,movement,direction,low_gamma,ok,0.15432098765432098,0.11978380864488498,6,162,27,0.994535519125683
monkeyM_session-o081029001-11_lfp-3,M,o081029001-11,3,movement,direction,average_psd,ok,0.14814814814814814,0.133297436479105,6,162,27,0.994535519125683
monkeyM_session-o081029001-11_lfp-3,M,o081029001-11,3,movement,direction,all_band_power,ok,0.13580246913580246,0.11898591253429962,6,162,27,0.994535519125683
monkeyM_session-o081029001-11_lfp-3,M,o081029001-11,3,movement,direction,torus_nonlinear_15,ok,0.22839506172839505,0.22424303220441308,6,162,27,0.994535519125683
monkeyM_session-o081029012-25_lfp-3,M,o081029012-25,3,movement,direction,delta,ok,0.17261904761904762,0.13109927347928338,6,168,28,0.9947916666666666
monkeyM_session-o081029012-25_lfp-3,M,o081029012-25,3,movement,direction,theta,ok,0.15476190476190477,0.12716952100513743,6,168,28,0.9947916666666666
monkeyM_session-o081029012-25_lfp-3,M,o081029012-25,3,movement,direction,alpha,ok,0.16071428571428573,0.1319440005320492,6,168,28,0.9947916666666666
monkeyM_session-o081029012-25_lfp-3,M,o081029012-25,3,movement,direction,beta,ok,0.19642857142857142,0.16955519917839634,6,168,28,0.9947916666666666
monkeyM_session-o081029012-25_lfp-3,M,o081029012-25,3,movement,direction,low_gamma,ok,0.20833333333333334,0.16965827045698068,6,168,28,0.9947916666666666
monkeyM_session-o081029012-25_lfp-3,M,o081029012-25,3,movement,direction,average_psd,ok,0.20238095238095238,0.16878787608133564,6,168,28,0.9947916666666666
monkeyM_session-o081029012-25_lfp-3,M,o081029012-25,3,movement,direction,all_band_power,ok,0.16666666666666666,0.14985964013977596,6,168,28,0.9947916666666666
monkeyM_session-o081029012-25_lfp-3,M,o081029012-25,3,movement,direction,torus_nonlinear_15,ok,0.23214285714285715,0.23269537480063796,6,168,28,0.9947916666666666
monkeyM_session-o081029012-25_lfp-4,M,o081029012-25,4,movement,direction,delta,ok,0.13690476190476192,0.12993322581557876,6,168,28,1.0
monkeyM_session-o081029012-25_lfp-4,M,o081029012-25,4,movement,direction,theta,ok,0.18452380952380953,0.14846392115859328,6,168,28,1.0
monkeyM_session-o081029012-25_lfp-4,M,o081029012-25,4,movement,direction,alpha,ok,0.125,0.11284215903656364,6,168,28,1.0
monkeyM_session-o081029012-25_lfp-4,M,o081029012-25,4,movement,direction,beta,ok,0.15476190476190477,0.13132483987747146,6,168,28,1.0
monkeyM_session-o081029012-25_lfp-4,M,o081029012-25,4,movement,direction,low_gamma,ok,0.26785714285714285,0.2213167428386393,6,168,28,1.0
monkeyM_session-o081029012-25_lfp-4,M,o081029012-25,4,movement,direction,average_psd,ok,0.16666666666666666,0.12550944267770534,6,168,28,1.0
monkeyM_session-o081029012-25_lfp-4,M,o081029012-25,4,movement,direction,all_band_power,ok,0.18452380952380953,0.1798145254281809,6,168,28,1.0
monkeyM_session-o081029012-25_lfp-4,M,o081029012-25,4,movement,direction,torus_nonlinear_15,ok,0.17857142857142858,0.17800116510945307,6,168,28,1.0
monkeyM_session-o081031013-23_lfp-1,M,o081031013-23,1,movement,direction,delta,ok,0.234375,0.17809848500279302,6,384,64,0.9796437659033079
monkeyM_session-o081031013-23_lfp-1,M,o081031013-23,1,movement,direction,theta,ok,0.21875,0.1817455487713262,6,384,64,0.9796437659033079
monkeyM_session-o081031013-23_lfp-1,M,o081031013-23,1,movement,direction,alpha,ok,0.21614583333333334,0.1438237340255124,6,384,64,0.9796437659033079
monkeyM_session-o081031013-23_lfp-1,M,o081031013-23,1,movement,direction,beta,ok,0.17447916666666666,0.143296035155117,6,384,64,0.9796437659033079
monkeyM_session-o081031013-23_lfp-1,M,o081031013-23,1,movement,direction,low_gamma,ok,0.22916666666666666,0.20046706502674427,6,384,64,0.9796437659033079
monkeyM_session-o081031013-23_lfp-1,M,o081031013-23,1,movement,direction,average_psd,ok,0.203125,0.16840742056973743,6,384,64,0.9796437659033079
monkeyM_session-o081031013-23_lfp-1,M,o081031013-23,1,movement,direction,all_band_power,ok,0.2760416666666667,0.27299479460778114,6,384,64,0.9796437659033079
monkeyM_session-o081031013-23_lfp-1,M,o081031013-23,1,movement,direction,torus_nonlinear_15,ok,0.2265625,0.22166869070742715,6,384,64,0.9796437659033079
monkeyM_session-o081031013-23_lfp-3,M,o081031013-23,3,movement,direction,delta,ok,0.1640625,0.137815066028386,6,384,64,0.9847328244274809
monkeyM_session-o081031013-23_lfp-3,M,o081031013-23,3,movement,direction,theta,ok,0.18489583333333334,0.1651386931329513,6,384,64,0.9847328244274809
monkeyM_session-o081031013-23_lfp-3,M,o081031013-23,3,movement,direction,alpha,ok,0.1875,0.13645264777899416,6,384,64,0.9847328244274809
monkeyM_session-o081031013-23_lfp-3,M,o081031013-23,3,movement,direction,beta,ok,0.203125,0.1645017379823502,6,384,64,0.9847328244274809
monkeyM_session-o081031013-23_lfp-3,M,o081031013-23,3,movement,direction,low_gamma,ok,0.17708333333333334,0.14972186832643616,6,384,64,0.9847328244274809
monkeyM_session-o081031013-23_lfp-3,M,o081031013-23,3,movement,direction,average_psd,ok,0.14322916666666666,0.12781697132718342,6,384,64,0.9847328244274809
monkeyM_session-o081031013-23_lfp-3,M,o081031013-23,3,movement,direction,all_band_power,ok,0.15364583333333334,0.14312485653976745,6,384,64,0.9847328244274809
monkeyM_session-o081031013-23_lfp-3,M,o081031013-23,3,movement,direction,torus_nonlinear_15,ok,0.19270833333333334,0.19058130417152327,6,384,64,0.9847328244274809
monkeyM_session-o081031024-27_lfp-1,M,o081031024-27,1,movement,direction,delta,ok,0.6219512195121951,0.6218949873568347,2,82,41,0.9880952380952381
monkeyM_session-o081031024-27_lfp-1,M,o081031024-27,1,movement,direction,theta,ok,0.6097560975609756,0.6095238095238096,2,82,41,0.9880952380952381
monkeyM_session-o081031024-27_lfp-1,M,o081031024-27,1,movement,direction,alpha,ok,0.5609756097560976,0.5607142857142857,2,82,41,0.9880952380952381
monkeyM_session-o081031024-27_lfp-1,M,o081031024-27,1,movement,direction,beta,ok,0.6097560975609756,0.6076555023923444,2,82,41,0.9880952380952381
monkeyM_session-o081031024-27_lfp-1,M,o081031024-27,1,movement,direction,low_gamma,ok,0.8048780487804879,0.8047619047619048,2,82,41,0.9880952380952381
monkeyM_session-o081031024-27_lfp-1,M,o081031024-27,1,movement,direction,average_psd,ok,0.6707317073170732,0.6702903946388682,2,82,41,0.9880952380952381
monkeyM_session-o081031024-27_lfp-1,M,o081031024-27,1,movement,direction,all_band_power,ok,0.7804878048780488,0.7803571428571429,2,82,41,0.9880952380952381
monkeyM_session-o081031024-27_lfp-1,M,o081031024-27,1,movement,direction,torus_nonlinear_15,ok,0.5975609756097561,0.5970215934475056,2,82,41,0.9880952380952381
monkeyM_session-o081106010-15_lfp-3,M,o081106010-15,3,movement,direction,delta,ok,0.5425531914893617,0.5425531914893617,2,188,94,0.9947089947089947
monkeyM_session-o081106010-15_lfp-3,M,o081106010-15,3,movement,direction,theta,ok,0.5638297872340425,0.5637804187889077,2,188,94,0.9947089947089947
monkeyM_session-o081106010-15_lfp-3,M,o081106010-15,3,movement,direction,alpha,ok,0.5159574468085106,0.5148455888608456,2,188,94,0.9947089947089947
monkeyM_session-o081106010-15_lfp-3,M,o081106010-15,3,movement,direction,beta,ok,0.4521276595744681,0.45211215799451093,2,188,94,0.9947089947089947
monkeyM_session-o081106010-15_lfp-3,M,o081106010-15,3,movement,direction,low_gamma,ok,0.48404255319148937,0.4815636105188344,2,188,94,0.9947089947089947
monkeyM_session-o081106010-15_lfp-3,M,o081106010-15,3,movement,direction,average_psd,ok,0.4627659574468085,0.4615319173070924,2,188,94,0.9947089947089947
monkeyM_session-o081106010-15_lfp-3,M,o081106010-15,3,movement,direction,all_band_power,ok,0.5531914893617021,0.5529891304347826,2,188,94,0.9947089947089947
monkeyM_session-o081106010-15_lfp-3,M,o081106010-15,3,movement,direction,torus_nonlinear_15,ok,0.5106382978723404,0.510582908885116,2,188,94,0.9947089947089947
monkeyM_session-o081106010-15_lfp-5,M,o081106010-15,5,movement,direction,delta,ok,0.526595744680851,0.5262606529063677,2,188,94,1.0
monkeyM_session-o081106010-15_lfp-5,M,o081106010-15,5,movement,direction,theta,ok,0.4734042553191489,0.47267318317042073,2,188,94,1.0
monkeyM_session-o081106010-15_lfp-5,M,o081106010-15,5,movement,direction,alpha,ok,0.5212765957446809,0.5212224108658743,2,188,94,1.0
monkeyM_session-o081106010-15_lfp-5,M,o081106010-15,5,movement,direction,beta,ok,0.5319148936170213,0.531437634530418,2,188,94,1.0
monkeyM_session-o081106010-15_lfp-5,M,o081106010-15,5,movement,direction,low_gamma,ok,0.5319148936170213,0.5317028985507246,2,188,94,1.0
monkeyM_session-o081106010-15_lfp-5,M,o081106010-15,5,movement,direction,average_psd,ok,0.5585106382978723,0.5574965261038483,2,188,94,1.0
monkeyM_session-o081106010-15_lfp-5,M,o081106010-15,5,movement,direction,all_band_power,ok,0.5691489361702128,0.5688439650046717,2,188,94,1.0
monkeyM_session-o081106010-15_lfp-5,M,o081106010-15,5,movement,direction,torus_nonlinear_15,ok,0.5478723404255319,0.5478595478595478,2,188,94,1.0
monkeyM_session-o081106016-19_lfp-3,M,o081106016-19,3,movement,direction,delta,ok,0.5263157894736842,0.5263157894736842,2,114,57,1.0
monkeyM_session-o081106016-19_lfp-3,M,o081106016-19,3,movement,direction,theta,ok,0.631578947368421,0.6314655172413793,2,114,57,1.0
monkeyM_session-o081106016-19_lfp-3,M,o081106016-19,3,movement,direction,alpha,ok,0.4824561403508772,0.47333803147756637,2,114,57,1.0
monkeyM_session-o081106016-19_lfp-3,M,o081106016-19,3,movement,direction,beta,ok,0.5263157894736842,0.5257318952234207,2,114,57,1.0
monkeyM_session-o081106016-19_lfp-3,M,o081106016-19,3,movement,direction,low_gamma,ok,0.4824561403508772,0.48241631396691037,2,114,57,1.0
monkeyM_session-o081106016-19_lfp-3,M,o081106016-19,3,movement,direction,average_psd,ok,0.5614035087719298,0.5608628659476117,2,114,57,1.0
monkeyM_session-o081106016-19_lfp-3,M,o081106016-19,3,movement,direction,all_band_power,ok,0.5964912280701754,0.5963669950738917,2,114,57,1.0
monkeyM_session-o081106016-19_lfp-3,M,o081106016-19,3,movement,direction,torus_nonlinear_15,ok,0.5350877192982456,0.5347655347655348,2,114,57,1.0
monkeyM_session-o081106016-19_lfp-5,M,o081106016-19,5,movement,direction,delta,ok,0.45614035087719296,0.4478125,2,114,57,0.991304347826087
monkeyM_session-o081106016-19_lfp-5,M,o081106016-19,5,movement,direction,theta,ok,0.49122807017543857,0.4887101763068358,2,114,57,0.991304347826087
monkeyM_session-o081106016-19_lfp-5,M,o081106016-19,5,movement,direction,alpha,ok,0.5263157894736842,0.525,2,114,57,0.991304347826087
monkeyM_session-o081106016-19_lfp-5,M,o081106016-19,5,movement,direction,beta,ok,0.5350877192982456,0.5341916583147021,2,114,57,0.991304347826087
monkeyM_session-o081106016-19_lfp-5,M,o081106016-19,5,movement,direction,low_gamma,ok,0.6228070175438597,0.6204413472706156,2,114,57,0.991304347826087
monkeyM_session-o081106016-19_lfp-5,M,o081106016-19,5,movement,direction,average_psd,ok,0.6052631578947368,0.6037692129450838,2,114,57,0.991304347826087
monkeyM_session-o081106016-19_lfp-5,M,o081106016-19,5,movement,direction,all_band_power,ok,0.5350877192982456,0.5333281841353209,2,114,57,0.991304347826087
monkeyM_session-o081106016-19_lfp-5,M,o081106016-19,5,movement,direction,torus_nonlinear_15,ok,0.5877192982456141,0.586158955742643,2,114,57,0.991304347826087
monkeyM_session-o081107007-13_lfp-1,M,o081107007-13,1,movement,direction,delta,ok,0.17083333333333334,0.12553983480363456,6,240,40,0.9959839357429718
monkeyM_session-o081107007-13_lfp-1,M,o081107007-13,1,movement,direction,theta,ok,0.18333333333333332,0.16498728858115927,6,240,40,0.9959839357429718
monkeyM_session-o081107007-13_lfp-1,M,o081107007-13,1,movement,direction,alpha,ok,0.15,0.14059280877998107,6,240,40,0.9959839357429718
monkeyM_session-o081107007-13_lfp-1,M,o081107007-13,1,movement,direction,beta,ok,0.19166666666666668,0.1553407529614729,6,240,40,0.9959839357429718
monkeyM_session-o081107007-13_lfp-1,M,o081107007-13,1,movement,direction,low_gamma,ok,0.15,0.11162053553815893,6,240,40,0.9959839357429718
monkeyM_session-o081107007-13_lfp-1,M,o081107007-13,1,movement,direction,average_psd,ok,0.14583333333333334,0.11980031212191106,6,240,40,0.9959839357429718
monkeyM_session-o081107007-13_lfp-1,M,o081107007-13,1,movement,direction,all_band_power,ok,0.1875,0.17838235743028844,6,240,40,0.9959839357429718
monkeyM_session-o081107007-13_lfp-1,M,o081107007-13,1,movement,direction,torus_nonlinear_15,ok,0.19166666666666668,0.18830619840218132,6,240,40,0.9959839357429718
monkeyM_session-o081107007-13_lfp-2,M,o081107007-13,2,movement,direction,delta,ok,0.1875,0.14923446612720992,6,240,40,0.9759036144578314
monkeyM_session-o081107007-13_lfp-2,M,o081107007-13,2,movement,direction,theta,ok,0.15416666666666667,0.12603877948118883,6,240,40,0.9759036144578314
monkeyM_session-o081107007-13_lfp-2,M,o081107007-13,2,movement,direction,alpha,ok,0.1875,0.12609097781852693,6,240,40,0.9759036144578314
monkeyM_session-o081107007-13_lfp-2,M,o081107007-13,2,movement,direction,beta,ok,0.19166666666666668,0.13471259004920363,6,240,40,0.9759036144578314
monkeyM_session-o081107007-13_lfp-2,M,o081107007-13,2,movement,direction,low_gamma,ok,0.19166666666666668,0.14337475142559888,6,240,40,0.9759036144578314
monkeyM_session-o081107007-13_lfp-2,M,o081107007-13,2,movement,direction,average_psd,ok,0.16666666666666666,0.14072323870874628,6,240,40,0.9759036144578314
monkeyM_session-o081107007-13_lfp-2,M,o081107007-13,2,movement,direction,all_band_power,ok,0.1875,0.18064562728613712,6,240,40,0.9759036144578314
monkeyM_session-o081107007-13_lfp-2,M,o081107007-13,2,movement,direction,torus_nonlinear_15,ok,0.17083333333333334,0.16615594862567268,6,240,40,0.9759036144578314
monkeyM_session-o081113002-9_lfp-1,M,o081113002-9,1,movement,direction,delta,ok,0.11666666666666667,0.0881022538027369,6,240,40,1.0
monkeyM_session-o081113002-9_lfp-1,M,o081113002-9,1,movement,direction,theta,ok,0.19166666666666668,0.15092898687684594,6,240,40,1.0
monkeyM_session-o081113002-9_lfp-1,M,o081113002-9,1,movement,direction,alpha,ok,0.18333333333333332,0.1371767994409504,6,240,40,1.0
monkeyM_session-o081113002-9_lfp-1,M,o081113002-9,1,movement,direction,beta,ok,0.17916666666666667,0.13278731678657957,6,240,40,1.0
monkeyM_session-o081113002-9_lfp-1,M,o081113002-9,1,movement,direction,low_gamma,ok,0.175,0.12538722388768478,6,240,40,1.0
monkeyM_session-o081113002-9_lfp-1,M,o081113002-9,1,movement,direction,average_psd,ok,0.18333333333333332,0.17102349412894027,6,240,40,1.0
monkeyM_session-o081113002-9_lfp-1,M,o081113002-9,1,movement,direction,all_band_power,ok,0.19583333333333333,0.18784674932108017,6,240,40,1.0
monkeyM_session-o081113002-9_lfp-1,M,o081113002-9,1,movement,direction,torus_nonlinear_15,ok,0.2,0.19775132275132276,6,240,40,1.0
monkeyM_session-o081113002-9_lfp-2,M,o081113002-9,2,movement,direction,delta,ok,0.19583333333333333,0.11417665099168639,6,240,40,1.0
monkeyM_session-o081113002-9_lfp-2,M,o081113002-9,2,movement,direction,theta,ok,0.17083333333333334,0.12806569006896698,6,240,40,1.0
monkeyM_session-o081113002-9_lfp-2,M,o081113002-9,2,movement,direction,alpha,ok,0.15,0.10928778928380045,6,240,40,1.0
monkeyM_session-o081113002-9_lfp-2,M,o081113002-9,2,movement,direction,beta,ok,0.1625,0.1484200735304372,6,240,40,1.0
monkeyM_session-o081113002-9_lfp-2,M,o081113002-9,2,movement,direction,low_gamma,ok,0.1625,0.14485919143352724,6,240,40,1.0
monkeyM_session-o081113002-9_lfp-2,M,o081113002-9,2,movement,direction,average_psd,ok,0.16666666666666666,0.12599776580066815,6,240,40,1.0
monkeyM_session-o081113002-9_lfp-2,M,o081113002-9,2,movement,direction,all_band_power,ok,0.15833333333333333,0.1544860055587535,6,240,40,1.0
monkeyM_session-o081113002-9_lfp-2,M,o081113002-9,2,movement,direction,torus_nonlinear_15,ok,0.16666666666666666,0.16273619065024175,6,240,40,1.0
monkeyM_session-o081113011-13_lfp-1,M,o081113011-13,1,movement,direction,delta,ok,0.6166666666666667,0.6165601555987774,2,120,60,1.0
monkeyM_session-o081113011-13_lfp-1,M,o081113011-13,1,movement,direction,theta,ok,0.525,0.5249670115980276,2,120,60,1.0
monkeyM_session-o081113011-13_lfp-1,M,o081113011-13,1,movement,direction,alpha,ok,0.55,0.5494994438264739,2,120,60,1.0
monkeyM_session-o081113011-13_lfp-1,M,o081113011-13,1,movement,direction,beta,ok,0.5583333333333333,0.5580571190327288,2,120,60,1.0
monkeyM_session-o081113011-13_lfp-1,M,o081113011-13,1,movement,direction,low_gamma,ok,0.4666666666666667,0.4642857142857143,2,120,60,1.0
monkeyM_session-o081113011-13_lfp-1,M,o081113011-13,1,movement,direction,average_psd,ok,0.65,0.6499027507641011,2,120,60,1.0
monkeyM_session-o081113011-13_lfp-1,M,o081113011-13,1,movement,direction,all_band_power,ok,0.575,0.5747342088805503,2,120,60,1.0
monkeyM_session-o081113011-13_lfp-1,M,o081113011-13,1,movement,direction,torus_nonlinear_15,ok,0.5833333333333334,0.5833333333333334,2,120,60,1.0
monkeyM_session-o081113011-13_lfp-2,M,o081113011-13,2,movement,direction,delta,ok,0.36666666666666664,0.3659621802002225,2,120,60,1.0
monkeyM_session-o081113011-13_lfp-2,M,o081113011-13,2,movement,direction,theta,ok,0.45,0.44984717977215893,2,120,60,1.0
monkeyM_session-o081113011-13_lfp-2,M,o081113011-13,2,movement,direction,alpha,ok,0.49166666666666664,0.4916313632891173,2,120,60,1.0
monkeyM_session-o081113011-13_lfp-2,M,o081113011-13,2,movement,direction,beta,ok,0.5333333333333333,0.53125,2,120,60,1.0
monkeyM_session-o081113011-13_lfp-2,M,o081113011-13,2,movement,direction,low_gamma,ok,0.4583333333333333,0.45648386871994984,2,120,60,1.0
monkeyM_session-o081113011-13_lfp-2,M,o081113011-13,2,movement,direction,average_psd,ok,0.45,0.45,2,120,60,1.0
monkeyM_session-o081113011-13_lfp-2,M,o081113011-13,2,movement,direction,all_band_power,ok,0.5,0.4994438264738599,2,120,60,1.0
monkeyM_session-o081113011-13_lfp-2,M,o081113011-13,2,movement,direction,torus_nonlinear_15,ok,0.475,0.47203016970458833,2,120,60,1.0
monkeyM_session-o081113014-16_lfp-1,M,o081113014-16,1,movement,direction,delta,ok,0.4111111111111111,0.41045606229143494,2,90,45,0.9891304347826086
monkeyM_session-o081113014-16_lfp-1,M,o081113014-16,1,movement,direction,theta,ok,0.6444444444444445,0.6428571428571428,2,90,45,0.9891304347826086
monkeyM_session-o081113014-16_lfp-1,M,o081113014-16,1,movement,direction,alpha,ok,0.5444444444444444,0.5398428731762065,2,90,45,0.9891304347826086
monkeyM_session-o081113014-16_lfp-1,M,o081113014-16,1,movement,direction,beta,ok,0.6222222222222222,0.6214745175655616,2,90,45,0.9891304347826086
monkeyM_session-o081113014-16_lfp-1,M,o081113014-16,1,movement,direction,low_gamma,ok,0.5333333333333333,0.5333333333333333,2,90,45,0.9891304347826086
monkeyM_session-o081113014-16_lfp-1,M,o081113014-16,1,movement,direction,average_psd,ok,0.4444444444444444,0.44334487877288475,2,90,45,0.9891304347826086
monkeyM_session-o081113014-16_lfp-1,M,o081113014-16,1,movement,direction,all_band_power,ok,0.5888888888888889,0.5884315906562847,2,90,45,0.9891304347826086
monkeyM_session-o081113014-16_lfp-1,M,o081113014-16,1,movement,direction,torus_nonlinear_15,ok,0.6,0.599208312716477,2,90,45,0.9891304347826086
monkeyM_session-o081113014-16_lfp-2,M,o081113014-16,2,movement,direction,delta,ok,0.5666666666666667,0.5640293131288039,2,90,45,1.0
monkeyM_session-o081113014-16_lfp-2,M,o081113014-16,2,movement,direction,theta,ok,0.5444444444444444,0.5443881960735893,2,90,45,1.0
monkeyM_session-o081113014-16_lfp-2,M,o081113014-16,2,movement,direction,alpha,ok,0.4777777777777778,0.47771329793801703,2,90,45,1.0
monkeyM_session-o081113014-16_lfp-2,M,o081113014-16,2,movement,direction,beta,ok,0.4666666666666667,0.46561108362196935,2,90,45,1.0
monkeyM_session-o081113014-16_lfp-2,M,o081113014-16,2,movement,direction,low_gamma,ok,0.5777777777777777,0.5775691699604744,2,90,45,1.0
monkeyM_session-o081113014-16_lfp-2,M,o081113014-16,2,movement,direction,average_psd,ok,0.4777777777777778,0.4745994286424047,2,90,45,1.0
monkeyM_session-o081113014-16_lfp-2,M,o081113014-16,2,movement,direction,all_band_power,ok,0.4888888888888889,0.48863636363636365,2,90,45,1.0
monkeyM_session-o081113014-16_lfp-2,M,o081113014-16,2,movement,direction,torus_nonlinear_15,ok,0.5444444444444444,0.5439377085650723,2,90,45,1.0
monkeyM_session-o081118001-3_lfp-1,M,o081118001-3,1,movement,direction,delta,ok,0.5454545454545454,0.5445134575569358,2,88,44,0.9777777777777777
monkeyM_session-o081118001-3_lfp-1,M,o081118001-3,1,movement,direction,theta,ok,0.4659090909090909,0.4658401136510396,2,88,44,0.9777777777777777
monkeyM_session-o081118001-3_lfp-1,M,o081118001-3,1,movement,direction,alpha,ok,0.5,0.5,2,88,44,0.9777777777777777
monkeyM_session-o081118001-3_lfp-1,M,o081118001-3,1,movement,direction,beta,ok,0.4431818181818182,0.43963612735542557,2,88,44,0.9777777777777777
