lfp_uid,monkey,session_id,lfp_id,direction,delay,n_trials
monkeyM_session-o080513001-9_lfp-1,M,o080513001-9,1,5,long,19
monkeyM_session-o080513001-9_lfp-1,M,o080513001-9,1,6,short,19
monkeyM_session-o080513001-9_lfp-1,M,o080513001-9,1,6,long,18
monkeyM_session-o080513010-18_lfp-2,M,o080513010-18,2,1,short,18
monkeyM_session-o080513010-18_lfp-2,M,o080513010-18,2,1,long,15
monkeyM_session-o080513010-18_lfp-2,M,o080513010-18,2,2,short,18
monkeyM_session-o080513010-18_lfp-2,M,o080513010-18,2,2,long,21
monkeyM_session-o080513010-18_lfp-2,M,o080513010-18,2,3,short,20
monkeyM_session-o080513010-18_lfp-2,M,o080513010-18,2,3,long,16
monkeyM_session-o080513010-18_lfp-2,M,o080513010-18,2,4,short,19
monkeyM_session-o080513010-18_lfp-2,M,o080513010-18,2,4,long,21
monkeyM_session-o080513010-18_lfp-2,M,o080513010-18,2,5,short,19
monkeyM_session-o080513010-18_lfp-2,M,o080513010-18,2,5,long,18
monkeyM_session-o080513010-18_lfp-2,M,o080513010-18,2,6,short,19
monkeyM_session-o080513010-18_lfp-2,M,o080513010-18,2,6,long,21
monkeyM_session-o080513010-18_lfp-1,M,o080513010-18,1,1,short,18
monkeyM_session-o080513010-18_lfp-1,M,o080513010-18,1,1,long,15
monkeyM_session-o080513010-18_lfp-1,M,o080513010-18,1,2,short,18
monkeyM_session-o080513010-18_lfp-1,M,o080513010-18,1,2,long,21
monkeyM_session-o080513010-18_lfp-1,M,o080513010-18,1,3,short,20
monkeyM_session-o080513010-18_lfp-1,M,o080513010-18,1,3,long,16
monkeyM_session-o080513010-18_lfp-1,M,o080513010-18,1,4,short,19
monkeyM_session-o080513010-18_lfp-1,M,o080513010-18,1,4,long,21
monkeyM_session-o080513010-18_lfp-1,M,o080513010-18,1,5,short,19
monkeyM_session-o080513010-18_lfp-1,M,o080513010-18,1,5,long,18
monkeyM_session-o080513010-18_lfp-1,M,o080513010-18,1,6,short,19
monkeyM_session-o080513010-18_lfp-1,M,o080513010-18,1,6,long,21
monkeyM_session-o080514007-17_lfp-1,M,o080514007-17,1,1,short,15
monkeyM_session-o080514007-17_lfp-1,M,o080514007-17,1,1,long,15
monkeyM_session-o080514007-17_lfp-1,M,o080514007-17,1,2,short,14
monkeyM_session-o080514007-17_lfp-1,M,o080514007-17,1,2,long,16
monkeyM_session-o080514007-17_lfp-1,M,o080514007-17,1,3,short,17
monkeyM_session-o080514007-17_lfp-1,M,o080514007-17,1,3,long,17
monkeyM_session-o080514007-17_lfp-1,M,o080514007-17,1,4,short,17
monkeyM_session-o080514007-17_lfp-1,M,o080514007-17,1,4,long,17
monkeyM_session-o080514007-17_lfp-1,M,o080514007-17,1,5,short,23
monkeyM_session-o080514007-17_lfp-1,M,o080514007-17,1,5,long,14
monkeyM_session-o080514007-17_lfp-1,M,o080514007-17,1,6,short,17
monkeyM_session-o080514007-17_lfp-1,M,o080514007-17,1,6,long,16
monkeyM_session-o080515002-11_lfp-2,M,o080515002-11,2,1,short,21
monkeyM_session-o080515002-11_lfp-2,M,o080515002-11,2,1,long,21
monkeyM_session-o080515002-11_lfp-2,M,o080515002-11,2,2,short,20
monkeyM_session-o080515002-11_lfp-2,M,o080515002-11,2,2,long,20
monkeyM_session-o080515002-11_lfp-2,M,o080515002-11,2,3,short,20
monkeyM_session-o080515002-11_lfp-2,M,o080515002-11,2,3,long,21
monkeyM_session-o080515002-11_lfp-2,M,o080515002-11,2,4,short,21
monkeyM_session-o080515002-11_lfp-2,M,o080515002-11,2,4,long,20
monkeyM_session-o080515002-11_lfp-2,M,o080515002-11,2,5,short,21
monkeyM_session-o080515002-11_lfp-2,M,o080515002-11,2,5,long,20
monkeyM_session-o080515002-11_lfp-2,M,o080515002-11,2,6,short,20
monkeyM_session-o080515002-11_lfp-2,M,o080515002-11,2,6,long,20
monkeyM_session-o080515002-11_lfp-1,M,o080515002-11,1,1,short,21
monkeyM_session-o080515002-11_lfp-1,M,o080515002-11,1,1,long,21
monkeyM_session-o080515002-11_lfp-1,M,o080515002-11,1,2,short,20
monkeyM_session-o080515002-11_lfp-1,M,o080515002-11,1,2,long,20
monkeyM_session-o080515002-11_lfp-1,M,o080515002-11,1,3,short,20
monkeyM_session-o080515002-11_lfp-1,M,o080515002-11,1,3,long,21
monkeyM_session-o080515002-11_lfp-1,M,o080515002-11,1,4,short,21
monkeyM_session-o080515002-11_lfp-1,M,o080515002-11,1,4,long,20
monkeyM_session-o080515002-11_lfp-1,M,o080515002-11,1,5,short,21
monkeyM_session-o080515002-11_lfp-1,M,o080515002-11,1,5,long,20
monkeyM_session-o080515002-11_lfp-1,M,o080515002-11,1,6,short,20
monkeyM_session-o080515002-11_lfp-1,M,o080515002-11,1,6,long,20
monkeyM_session-o080515012-24_lfp-2,M,o080515012-24,2,1,short,24
monkeyM_session-o080515012-24_lfp-2,M,o080515012-24,2,1,long,25
monkeyM_session-o080515012-24_lfp-2,M,o080515012-24,2,2,short,25
monkeyM_session-o080515012-24_lfp-2,M,o080515012-24,2,2,long,26
monkeyM_session-o080515012-24_lfp-2,M,o080515012-24,2,3,short,21
monkeyM_session-o080515012-24_lfp-2,M,o080515012-24,2,3,long,24
monkeyM_session-o080515012-24_lfp-2,M,o080515012-24,2,4,short,23
monkeyM_session-o080515012-24_lfp-2,M,o080515012-24,2,4,long,28
monkeyM_session-o080515012-24_lfp-2,M,o080515012-24,2,5,short,24
monkeyM_session-o080515012-24_lfp-2,M,o080515012-24,2,5,long,25
monkeyM_session-o080515012-24_lfp-2,M,o080515012-24,2,6,short,24
monkeyM_session-o080515012-24_lfp-2,M,o080515012-24,2,6,long,23
monkeyM_session-o080515012-24_lfp-1,M,o080515012-24,1,1,short,24
monkeyM_session-o080515012-24_lfp-1,M,o080515012-24,1,1,long,25
monkeyM_session-o080515012-24_lfp-1,M,o080515012-24,1,2,short,25
monkeyM_session-o080515012-24_lfp-1,M,o080515012-24,1,2,long,26
monkeyM_session-o080515012-24_lfp-1,M,o080515012-24,1,3,short,21
monkeyM_session-o080515012-24_lfp-1,M,o080515012-24,1,3,long,24
monkeyM_session-o080515012-24_lfp-1,M,o080515012-24,1,4,short,23
monkeyM_session-o080515012-24_lfp-1,M,o080515012-24,1,4,long,28
monkeyM_session-o080515012-24_lfp-1,M,o080515012-24,1,5,short,24
monkeyM_session-o080515012-24_lfp-1,M,o080515012-24,1,5,long,25
monkeyM_session-o080515012-24_lfp-1,M,o080515012-24,1,6,short,24
monkeyM_session-o080515012-24_lfp-1,M,o080515012-24,1,6,long,23
monkeyM_session-o080516002-14_lfp-4,M,o080516002-14,4,1,short,15
monkeyM_session-o080516002-14_lfp-4,M,o080516002-14,4,1,long,16
monkeyM_session-o080516002-14_lfp-4,M,o080516002-14,4,2,short,18
monkeyM_session-o080516002-14_lfp-4,M,o080516002-14,4,2,long,17
monkeyM_session-o080516002-14_lfp-4,M,o080516002-14,4,3,short,15
monkeyM_session-o080516002-14_lfp-4,M,o080516002-14,4,3,long,10
monkeyM_session-o080516002-14_lfp-4,M,o080516002-14,4,4,short,14
monkeyM_session-o080516002-14_lfp-4,M,o080516002-14,4,4,long,13
monkeyM_session-o080516002-14_lfp-4,M,o080516002-14,4,5,short,18
monkeyM_session-o080516002-14_lfp-4,M,o080516002-14,4,5,long,11
monkeyM_session-o080516002-14_lfp-4,M,o080516002-14,4,6,short,9
monkeyM_session-o080516002-14_lfp-4,M,o080516002-14,4,6,long,11
monkeyM_session-o080516002-14_lfp-1,M,o080516002-14,1,1,short,15
monkeyM_session-o080516002-14_lfp-1,M,o080516002-14,1,1,long,16
monkeyM_session-o080516002-14_lfp-1,M,o080516002-14,1,2,short,18
monkeyM_session-o080516002-14_lfp-1,M,o080516002-14,1,2,long,17
monkeyM_session-o080516002-14_lfp-1,M,o080516002-14,1,3,short,15
monkeyM_session-o080516002-14_lfp-1,M,o080516002-14,1,3,long,10
monkeyM_session-o080516002-14_lfp-1,M,o080516002-14,1,4,short,14
monkeyM_session-o080516002-14_lfp-1,M,o080516002-14,1,4,long,13
monkeyM_session-o080516002-14_lfp-1,M,o080516002-14,1,5,short,18
monkeyM_session-o080516002-14_lfp-1,M,o080516002-14,1,5,long,11
monkeyM_session-o080516002-14_lfp-1,M,o080516002-14,1,6,short,9
monkeyM_session-o080516002-14_lfp-1,M,o080516002-14,1,6,long,11
monkeyM_session-o080516015-26_lfp-5,M,o080516015-26,5,1,short,15
monkeyM_session-o080516015-26_lfp-5,M,o080516015-26,5,1,long,12
monkeyM_session-o080516015-26_lfp-5,M,o080516015-26,5,2,short,11
monkeyM_session-o080516015-26_lfp-5,M,o080516015-26,5,2,long,12
monkeyM_session-o080516015-26_lfp-5,M,o080516015-26,5,3,short,13
monkeyM_session-o080516015-26_lfp-5,M,o080516015-26,5,3,long,12
monkeyM_session-o080516015-26_lfp-5,M,o080516015-26,5,4,short,12
monkeyM_session-o080516015-26_lfp-5,M,o080516015-26,5,4,long,14
monkeyM_session-o080516015-26_lfp-5,M,o080516015-26,5,5,short,14
monkeyM_session-o080516015-26_lfp-5,M,o080516015-26,5,5,long,12
monkeyM_session-o080516015-26_lfp-5,M,o080516015-26,5,6,short,15
monkeyM_session-o080516015-26_lfp-5,M,o080516015-26,5,6,long,13
monkeyM_session-o080520001-6_lfp-4,M,o080520001-6,4,1,short,25
monkeyM_session-o080520001-6_lfp-4,M,o080520001-6,4,1,long,25
monkeyM_session-o080520001-6_lfp-4,M,o080520001-6,4,2,short,0
monkeyM_session-o080520001-6_lfp-4,M,o080520001-6,4,2,long,0
monkeyM_session-o080520001-6_lfp-4,M,o080520001-6,4,3,short,0
monkeyM_session-o080520001-6_lfp-4,M,o080520001-6,4,3,long,0
monkeyM_session-o080520001-6_lfp-4,M,o080520001-6,4,4,short,26
monkeyM_session-o080520001-6_lfp-4,M,o080520001-6,4,4,long,25
monkeyM_session-o080520001-6_lfp-4,M,o080520001-6,4,5,short,0
monkeyM_session-o080520001-6_lfp-4,M,o080520001-6,4,5,long,0
monkeyM_session-o080520001-6_lfp-4,M,o080520001-6,4,6,short,0
monkeyM_session-o080520001-6_lfp-4,M,o080520001-6,4,6,long,0
monkeyM_session-o080520001-6_lfp-2,M,o080520001-6,2,1,short,25
monkeyM_session-o080520001-6_lfp-2,M,o080520001-6,2,1,long,25
monkeyM_session-o080520001-6_lfp-2,M,o080520001-6,2,2,short,0
monkeyM_session-o080520001-6_lfp-2,M,o080520001-6,2,2,long,0
monkeyM_session-o080520001-6_lfp-2,M,o080520001-6,2,3,short,0
monkeyM_session-o080520001-6_lfp-2,M,o080520001-6,2,3,long,0
monkeyM_session-o080520001-6_lfp-2,M,o080520001-6,2,4,short,26
monkeyM_session-o080520001-6_lfp-2,M,o080520001-6,2,4,long,25
monkeyM_session-o080520001-6_lfp-2,M,o080520001-6,2,5,short,0
monkeyM_session-o080520001-6_lfp-2,M,o080520001-6,2,5,long,0
monkeyM_session-o080520001-6_lfp-2,M,o080520001-6,2,6,short,0
monkeyM_session-o080520001-6_lfp-2,M,o080520001-6,2,6,long,0
monkeyM_session-o080520007-14_lfp-4,M,o080520007-14,4,1,short,0
monkeyM_session-o080520007-14_lfp-4,M,o080520007-14,4,1,long,0
monkeyM_session-o080520007-14_lfp-4,M,o080520007-14,4,2,short,0
monkeyM_session-o080520007-14_lfp-4,M,o080520007-14,4,2,long,0
monkeyM_session-o080520007-14_lfp-4,M,o080520007-14,4,3,short,14
monkeyM_session-o080520007-14_lfp-4,M,o080520007-14,4,3,long,13
monkeyM_session-o080520007-14_lfp-4,M,o080520007-14,4,4,short,0
monkeyM_session-o080520007-14_lfp-4,M,o080520007-14,4,4,long,0
monkeyM_session-o080520007-14_lfp-4,M,o080520007-14,4,5,short,0
monkeyM_session-o080520007-14_lfp-4,M,o080520007-14,4,5,long,0
monkeyM_session-o080520007-14_lfp-4,M,o080520007-14,4,6,short,13
monkeyM_session-o080520007-14_lfp-4,M,o080520007-14,4,6,long,13
monkeyM_session-o080520007-14_lfp-2,M,o080520007-14,2,1,short,0
monkeyM_session-o080520007-14_lfp-2,M,o080520007-14,2,1,long,0
monkeyM_session-o080520007-14_lfp-2,M,o080520007-14,2,2,short,0
monkeyM_session-o080520007-14_lfp-2,M,o080520007-14,2,2,long,0
monkeyM_session-o080520007-14_lfp-2,M,o080520007-14,2,3,short,14
monkeyM_session-o080520007-14_lfp-2,M,o080520007-14,2,3,long,13
monkeyM_session-o080520007-14_lfp-2,M,o080520007-14,2,4,short,0
monkeyM_session-o080520007-14_lfp-2,M,o080520007-14,2,4,long,0
monkeyM_session-o080520007-14_lfp-2,M,o080520007-14,2,5,short,0
monkeyM_session-o080520007-14_lfp-2,M,o080520007-14,2,5,long,0
monkeyM_session-o080520007-14_lfp-2,M,o080520007-14,2,6,short,13
monkeyM_session-o080520007-14_lfp-2,M,o080520007-14,2,6,long,13
monkeyM_session-o080521001-5_lfp-1,M,o080521001-5,1,1,short,18
monkeyM_session-o080521001-5_lfp-1,M,o080521001-5,1,1,long,13
monkeyM_session-o080521001-5_lfp-1,M,o080521001-5,1,2,short,0
monkeyM_session-o080521001-5_lfp-1,M,o080521001-5,1,2,long,0
monkeyM_session-o080521001-5_lfp-1,M,o080521001-5,1,3,short,0
monkeyM_session-o080521001-5_lfp-1,M,o080521001-5,1,3,long,0
monkeyM_session-o080521001-5_lfp-1,M,o080521001-5,1,4,short,18
monkeyM_session-o080521001-5_lfp-1,M,o080521001-5,1,4,long,17
monkeyM_session-o080521001-5_lfp-1,M,o080521001-5,1,5,short,0
monkeyM_session-o080521001-5_lfp-1,M,o080521001-5,1,5,long,0
monkeyM_session-o080521001-5_lfp-1,M,o080521001-5,1,6,short,0
monkeyM_session-o080521001-5_lfp-1,M,o080521001-5,1,6,long,0
monkeyM_session-o080521006-9_lfp-1,M,o080521006-9,1,1,short,0
monkeyM_session-o080521006-9_lfp-1,M,o080521006-9,1,1,long,0
monkeyM_session-o080521006-9_lfp-1,M,o080521006-9,1,2,short,0
monkeyM_session-o080521006-9_lfp-1,M,o080521006-9,1,2,long,0
monkeyM_session-o080521006-9_lfp-1,M,o080521006-9,1,3,short,23
monkeyM_session-o080521006-9_lfp-1,M,o080521006-9,1,3,long,22
monkeyM_session-o080521006-9_lfp-1,M,o080521006-9,1,4,short,0
monkeyM_session-o080521006-9_lfp-1,M,o080521006-9,1,4,long,0
monkeyM_session-o080521006-9_lfp-1,M,o080521006-9,1,5,short,0
monkeyM_session-o080521006-9_lfp-1,M,o080521006-9,1,5,long,0
monkeyM_session-o080521006-9_lfp-1,M,o080521006-9,1,6,short,21
monkeyM_session-o080521006-9_lfp-1,M,o080521006-9,1,6,long,20
monkeyM_session-o080521010-13_lfp-5,M,o080521010-13,5,1,short,0
monkeyM_session-o080521010-13_lfp-5,M,o080521010-13,5,1,long,0
monkeyM_session-o080521010-13_lfp-5,M,o080521010-13,5,2,short,0
monkeyM_session-o080521010-13_lfp-5,M,o080521010-13,5,2,long,0
monkeyM_session-o080521010-13_lfp-5,M,o080521010-13,5,3,short,30
monkeyM_session-o080521010-13_lfp-5,M,o080521010-13,5,3,long,32
monkeyM_session-o080521010-13_lfp-5,M,o080521010-13,5,4,short,0
monkeyM_session-o080521010-13_lfp-5,M,o080521010-13,5,4,long,0
monkeyM_session-o080521010-13_lfp-5,M,o080521010-13,5,5,short,0
monkeyM_session-o080521010-13_lfp-5,M,o080521010-13,5,5,long,0
monkeyM_session-o080521010-13_lfp-5,M,o080521010-13,5,6,short,30
monkeyM_session-o080521010-13_lfp-5,M,o080521010-13,5,6,long,30
monkeyM_session-o080521010-13_lfp-2,M,o080521010-13,2,1,short,0
monkeyM_session-o080521010-13_lfp-2,M,o080521010-13,2,1,long,0
monkeyM_session-o080521010-13_lfp-2,M,o080521010-13,2,2,short,0
monkeyM_session-o080521010-13_lfp-2,M,o080521010-13,2,2,long,0
monkeyM_session-o080521010-13_lfp-2,M,o080521010-13,2,3,short,30
monkeyM_session-o080521010-13_lfp-2,M,o080521010-13,2,3,long,32
monkeyM_session-o080521010-13_lfp-2,M,o080521010-13,2,4,short,0
monkeyM_session-o080521010-13_lfp-2,M,o080521010-13,2,4,long,0
monkeyM_session-o080521010-13_lfp-2,M,o080521010-13,2,5,short,0
monkeyM_session-o080521010-13_lfp-2,M,o080521010-13,2,5,long,0
monkeyM_session-o080521010-13_lfp-2,M,o080521010-13,2,6,short,30
monkeyM_session-o080521010-13_lfp-2,M,o080521010-13,2,6,long,30
monkeyM_session-o080521014-17_lfp-2,M,o080521014-17,2,1,short,0
monkeyM_session-o080521014-17_lfp-2,M,o080521014-17,2,1,long,0
monkeyM_session-o080521014-17_lfp-2,M,o080521014-17,2,2,short,30
monkeyM_session-o080521014-17_lfp-2,M,o080521014-17,2,2,long,27
monkeyM_session-o080521014-17_lfp-2,M,o080521014-17,2,3,short,0
monkeyM_session-o080521014-17_lfp-2,M,o080521014-17,2,3,long,0
monkeyM_session-o080521014-17_lfp-2,M,o080521014-17,2,4,short,0
monkeyM_session-o080521014-17_lfp-2,M,o080521014-17,2,4,long,0
monkeyM_session-o080521014-17_lfp-2,M,o080521014-17,2,5,short,30
monkeyM_session-o080521014-17_lfp-2,M,o080521014-17,2,5,long,28
monkeyM_session-o080521014-17_lfp-2,M,o080521014-17,2,6,short,0
monkeyM_session-o080521014-17_lfp-2,M,o080521014-17,2,6,long,0
monkeyM_session-o080521014-17_lfp-1,M,o080521014-17,1,1,short,0
monkeyM_session-o080521014-17_lfp-1,M,o080521014-17,1,1,long,0
monkeyM_session-o080521014-17_lfp-1,M,o080521014-17,1,2,short,30
monkeyM_session-o080521014-17_lfp-1,M,o080521014-17,1,2,long,27
monkeyM_session-o080521014-17_lfp-1,M,o080521014-17,1,3,short,0
monkeyM_session-o080521014-17_lfp-1,M,o080521014-17,1,3,long,0
monkeyM_session-o080521014-17_lfp-1,M,o080521014-17,1,4,short,0
monkeyM_session-o080521014-17_lfp-1,M,o080521014-17,1,4,long,0
monkeyM_session-o080521014-17_lfp-1,M,o080521014-17,1,5,short,30
monkeyM_session-o080521014-17_lfp-1,M,o080521014-17,1,5,long,28
monkeyM_session-o080521014-17_lfp-1,M,o080521014-17,1,6,short,0
monkeyM_session-o080521014-17_lfp-1,M,o080521014-17,1,6,long,0
monkeyM_session-o080522001-4_lfp-2,M,o080522001-4,2,1,short,25
monkeyM_session-o080522001-4_lfp-2,M,o080522001-4,2,1,long,24
monkeyM_session-o080522001-4_lfp-2,M,o080522001-4,2,2,short,0
monkeyM_session-o080522001-4_lfp-2,M,o080522001-4,2,2,long,0
monkeyM_session-o080522001-4_lfp-2,M,o080522001-4,2,3,short,0
monkeyM_session-o080522001-4_lfp-2,M,o080522001-4,2,3,long,0
monkeyM_session-o080522001-4_lfp-2,M,o080522001-4,2,4,short,25
monkeyM_session-o080522001-4_lfp-2,M,o080522001-4,2,4,long,23
monkeyM_session-o080522001-4_lfp-2,M,o080522001-4,2,5,short,0
monkeyM_session-o080522001-4_lfp-2,M,o080522001-4,2,5,long,0
monkeyM_session-o080522001-4_lfp-2,M,o080522001-4,2,6,short,0
monkeyM_session-o080522001-4_lfp-2,M,o080522001-4,2,6,long,0
monkeyM_session-o080522001-4_lfp-1,M,o080522001-4,1,1,short,25
monkeyM_session-o080522001-4_lfp-1,M,o080522001-4,1,1,long,24
monkeyM_session-o080522001-4_lfp-1,M,o080522001-4,1,2,short,0
monkeyM_session-o080522001-4_lfp-1,M,o080522001-4,1,2,long,0
monkeyM_session-o080522001-4_lfp-1,M,o080522001-4,1,3,short,0
monkeyM_session-o080522001-4_lfp-1,M,o080522001-4,1,3,long,0
monkeyM_session-o080522001-4_lfp-1,M,o080522001-4,1,4,short,25
monkeyM_session-o080522001-4_lfp-1,M,o080522001-4,1,4,long,23
monkeyM_session-o080522001-4_lfp-1,M,o080522001-4,1,5,short,0
monkeyM_session-o080522001-4_lfp-1,M,o080522001-4,1,5,long,0
monkeyM_session-o080522001-4_lfp-1,M,o080522001-4,1,6,short,0
monkeyM_session-o080522001-4_lfp-1,M,o080522001-4,1,6,long,0
monkeyM_session-o080522005-11_lfp-2,M,o080522005-11,2,1,short,19
monkeyM_session-o080522005-11_lfp-2,M,o080522005-11,2,1,long,20
monkeyM_session-o080522005-11_lfp-2,M,o080522005-11,2,2,short,18
monkeyM_session-o080522005-11_lfp-2,M,o080522005-11,2,2,long,20
monkeyM_session-o080522005-11_lfp-2,M,o080522005-11,2,3,short,20
monkeyM_session-o080522005-11_lfp-2,M,o080522005-11,2,3,long,21
monkeyM_session-o080522005-11_lfp-2,M,o080522005-11,2,4,short,20
monkeyM_session-o080522005-11_lfp-2,M,o080522005-11,2,4,long,19
monkeyM_session-o080522005-11_lfp-2,M,o080522005-11,2,5,short,18
monkeyM_session-o080522005-11_lfp-2,M,o080522005-11,2,5,long,20
monkeyM_session-o080522005-11_lfp-2,M,o080522005-11,2,6,short,21
monkeyM_session-o080522005-11_lfp-2,M,o080522005-11,2,6,long,20
monkeyM_session-o080522005-11_lfp-1,M,o080522005-11,1,1,short,19
monkeyM_session-o080522005-11_lfp-1,M,o080522005-11,1,1,long,20
monkeyM_session-o080522005-11_lfp-1,M,o080522005-11,1,2,short,18
monkeyM_session-o080522005-11_lfp-1,M,o080522005-11,1,2,long,20
monkeyM_session-o080522005-11_lfp-1,M,o080522005-11,1,3,short,20
monkeyM_session-o080522005-11_lfp-1,M,o080522005-11,1,3,long,21
monkeyM_session-o080522005-11_lfp-1,M,o080522005-11,1,4,short,20
monkeyM_session-o080522005-11_lfp-1,M,o080522005-11,1,4,long,19
monkeyM_session-o080522005-11_lfp-1,M,o080522005-11,1,5,short,18
monkeyM_session-o080522005-11_lfp-1,M,o080522005-11,1,5,long,20
monkeyM_session-o080522005-11_lfp-1,M,o080522005-11,1,6,short,21
monkeyM_session-o080522005-11_lfp-1,M,o080522005-11,1,6,long,20
monkeyM_session-o080522012-21_lfp-2,M,o080522012-21,2,1,short,24
monkeyM_session-o080522012-21_lfp-2,M,o080522012-21,2,1,long,22
monkeyM_session-o080522012-21_lfp-2,M,o080522012-21,2,2,short,24
monkeyM_session-o080522012-21_lfp-2,M,o080522012-21,2,2,long,22
monkeyM_session-o080522012-21_lfp-2,M,o080522012-21,2,3,short,24
monkeyM_session-o080522012-21_lfp-2,M,o080522012-21,2,3,long,24
monkeyM_session-o080522012-21_lfp-2,M,o080522012-21,2,4,short,24
monkeyM_session-o080522012-21_lfp-2,M,o080522012-21,2,4,long,24
monkeyM_session-o080522012-21_lfp-2,M,o080522012-21,2,5,short,24
monkeyM_session-o080522012-21_lfp-2,M,o080522012-21,2,5,long,22
monkeyM_session-o080522012-21_lfp-2,M,o080522012-21,2,6,short,24
monkeyM_session-o080522012-21_lfp-2,M,o080522012-21,2,6,long,24
monkeyM_session-o080522012-21_lfp-1,M,o080522012-21,1,1,short,24
monkeyM_session-o080522012-21_lfp-1,M,o080522012-21,1,1,long,22
monkeyM_session-o080522012-21_lfp-1,M,o080522012-21,1,2,short,24
monkeyM_session-o080522012-21_lfp-1,M,o080522012-21,1,2,long,22
monkeyM_session-o080522012-21_lfp-1,M,o080522012-21,1,3,short,24
monkeyM_session-o080522012-21_lfp-1,M,o080522012-21,1,3,long,24
monkeyM_session-o080522012-21_lfp-1,M,o080522012-21,1,4,short,24
monkeyM_session-o080522012-21_lfp-1,M,o080522012-21,1,4,long,24
monkeyM_session-o080522012-21_lfp-1,M,o080522012-21,1,5,short,24
monkeyM_session-o080522012-21_lfp-1,M,o080522012-21,1,5,long,22
monkeyM_session-o080522012-21_lfp-1,M,o080522012-21,1,6,short,24
monkeyM_session-o080522012-21_lfp-1,M,o080522012-21,1,6,long,24
monkeyM_session-o080523010-18_lfp-4,M,o080523010-18,4,1,short,15
monkeyM_session-o080523010-18_lfp-4,M,o080523010-18,4,1,long,13
monkeyM_session-o080523010-18_lfp-4,M,o080523010-18,4,2,short,20
monkeyM_session-o080523010-18_lfp-4,M,o080523010-18,4,2,long,17
monkeyM_session-o080523010-18_lfp-4,M,o080523010-18,4,3,short,15
monkeyM_session-o080523010-18_lfp-4,M,o080523010-18,4,3,long,12
monkeyM_session-o080523010-18_lfp-4,M,o080523010-18,4,4,short,16
monkeyM_session-o080523010-18_lfp-4,M,o080523010-18,4,4,long,14
monkeyM_session-o080523010-18_lfp-4,M,o080523010-18,4,5,short,17
monkeyM_session-o080523010-18_lfp-4,M,o080523010-18,4,5,long,16
monkeyM_session-o080523010-18_lfp-4,M,o080523010-18,4,6,short,17
monkeyM_session-o080523010-18_lfp-4,M,o080523010-18,4,6,long,15
monkeyM_session-o080523010-18_lfp-8,M,o080523010-18,8,1,short,15
monkeyM_session-o080523010-18_lfp-8,M,o080523010-18,8,1,long,13
monkeyM_session-o080523010-18_lfp-8,M,o080523010-18,8,2,short,20
monkeyM_session-o080523010-18_lfp-8,M,o080523010-18,8,2,long,17
monkeyM_session-o080523010-18_lfp-8,M,o080523010-18,8,3,short,15
monkeyM_session-o080523010-18_lfp-8,M,o080523010-18,8,3,long,12
monkeyM_session-o080523010-18_lfp-8,M,o080523010-18,8,4,short,16
monkeyM_session-o080523010-18_lfp-8,M,o080523010-18,8,4,long,14
monkeyM_session-o080523010-18_lfp-8,M,o080523010-18,8,5,short,17
monkeyM_session-o080523010-18_lfp-8,M,o080523010-18,8,5,long,16
monkeyM_session-o080523010-18_lfp-8,M,o080523010-18,8,6,short,17
monkeyM_session-o080523010-18_lfp-8,M,o080523010-18,8,6,long,15
monkeyM_session-o080527001-5_lfp-2,M,o080527001-5,2,1,short,30
monkeyM_session-o080527001-5_lfp-2,M,o080527001-5,2,1,long,29
monkeyM_session-o080527001-5_lfp-2,M,o080527001-5,2,2,short,0
monkeyM_session-o080527001-5_lfp-2,M,o080527001-5,2,2,long,0
monkeyM_session-o080527001-5_lfp-2,M,o080527001-5,2,3,short,0
monkeyM_session-o080527001-5_lfp-2,M,o080527001-5,2,3,long,0
monkeyM_session-o080527001-5_lfp-2,M,o080527001-5,2,4,short,30
monkeyM_session-o080527001-5_lfp-2,M,o080527001-5,2,4,long,30
monkeyM_session-o080527001-5_lfp-2,M,o080527001-5,2,5,short,0
monkeyM_session-o080527001-5_lfp-2,M,o080527001-5,2,5,long,0
monkeyM_session-o080527001-5_lfp-2,M,o080527001-5,2,6,short,0
monkeyM_session-o080527001-5_lfp-2,M,o080527001-5,2,6,long,0
monkeyM_session-o080527001-5_lfp-1,M,o080527001-5,1,1,short,30
monkeyM_session-o080527001-5_lfp-1,M,o080527001-5,1,1,long,29
monkeyM_session-o080527001-5_lfp-1,M,o080527001-5,1,2,short,0
monkeyM_session-o080527001-5_lfp-1,M,o080527001-5,1,2,long,0
monkeyM_session-o080527001-5_lfp-1,M,o080527001-5,1,3,short,0
monkeyM_session-o080527001-5_lfp-1,M,o080527001-5,1,3,long,0
monkeyM_session-o080527001-5_lfp-1,M,o080527001-5,1,4,short,30
monkeyM_session-o080527001-5_lfp-1,M,o080527001-5,1,4,long,30
monkeyM_session-o080527001-5_lfp-1,M,o080527001-5,1,5,short,0
monkeyM_session-o080527001-5_lfp-1,M,o080527001-5,1,5,long,0
monkeyM_session-o080527001-5_lfp-1,M,o080527001-5,1,6,short,0
monkeyM_session-o080527001-5_lfp-1,M,o080527001-5,1,6,long,0
monkeyM_session-o080527006-16_lfp-2,M,o080527006-16,2,1,short,24
monkeyM_session-o080527006-16_lfp-2,M,o080527006-16,2,1,long,24
monkeyM_session-o080527006-16_lfp-2,M,o080527006-16,2,2,short,24
monkeyM_session-o080527006-16_lfp-2,M,o080527006-16,2,2,long,24
