recording,day,difference,monkey,enhanced,baseline
monkeyM_session-o081001013-26_lfp-3,2008-10-01,-0.0251074015617266,M,ktorus_all_bands,all_bands
monkeyM_session-o081002010-22_lfp-2,2008-10-02,-0.0375636884035232,M,ktorus_all_bands,all_bands
monkeyM_session-o081003003-14_lfp-1,2008-10-03,0.0044817750726898,M,ktorus_all_bands,all_bands
monkeyM_session-o081003003-14_lfp-2,2008-10-03,0.0049260715821221,M,ktorus_all_bands,all_bands
monkeyM_session-o081003015-26_lfp-1,2008-10-03,-0.0736926824861829,M,ktorus_all_bands,all_bands
monkeyM_session-o081003015-26_lfp-2,2008-10-03,-0.0241636359283418,M,ktorus_all_bands,all_bands
monkeyM_session-o081008001-15_lfp-1,2008-10-08,-0.0556462910468866,M,ktorus_all_bands,all_bands
monkeyM_session-o081008001-15_lfp-2,2008-10-08,0.0179019417983764,M,ktorus_all_bands,all_bands
monkeyM_session-o081028001-12_lfp-4,2008-10-28,0.0173929748437086,M,ktorus_all_bands,all_bands
monkeyM_session-o081031013-23_lfp-1,2008-10-31,0.0018576880872304,M,ktorus_all_bands,all_bands
monkeyM_session-o081031013-23_lfp-3,2008-10-31,0.0233717353112329,M,ktorus_all_bands,all_bands
monkeyM_session-o081107007-13_lfp-1,2008-11-07,0.0007607297668149,M,ktorus_all_bands,all_bands
monkeyM_session-o081113002-9_lfp-1,2008-11-13,0.0774537677161586,M,ktorus_all_bands,all_bands
monkeyM_session-o081113002-9_lfp-2,2008-11-13,0.0058621173700136,M,ktorus_all_bands,all_bands
monkeyM_session-o081127010-14_lfp-1,2008-11-27,-0.0817784841004655,M,ktorus_all_bands,all_bands
monkeyM_session-o081202001-7_lfp-2,2008-12-02,-0.0052033022470998,M,ktorus_all_bands,all_bands
monkeyM_session-o081202001-7_lfp-4,2008-12-02,0.0201505662071891,M,ktorus_all_bands,all_bands
