row_index,raw_trial_index,original_trial_number,direction,heldout_fold_zero_based,delay,R1,R2,mse,mean_error,frac_inside,normal_x,normal_y,normal_z,u_x,u_y,u_z,v_x,v_y,v_z,target_event_code,target_position,reach_side
87,71,309,3,2,short,3.1229186849480235,1.1626743907860362,0.0070870468637352,0.0092247265621356,0.8441295546558705,-0.4300812158198108,0.7946627559462229,-0.4284171473119478,0.5616535944454386,0.6070500522798917,0.5621703246112334,0.7068064711400655,0.0011568659968005,-0.70740601779713,103,lower right,Rightward
88,91,416,3,0,short,3.973404971203653,1.5358426392814233,0.0088071479373413,0.0085524739221305,0.9109311740890688,-0.4422092369834293,0.7852007294135377,-0.4334867994010678,0.5533959395635345,0.6192076796988766,0.5570769995938859,0.7058356216578519,0.0064547602884871,-0.7083462509736972,103,lower right,Rightward
89,98,669,3,1,short,5.303393309817403,1.256116051144287,0.0094608703308081,0.0097363310369736,0.9190283400809716,-0.4248788351026801,0.8067554631222519,-0.4106380379411903,0.5695818177233687,0.5908186029646645,0.5714104753238477,0.7036011145533618,0.0088882570441643,-0.7105395629280498,103,lower right,Rightward
90,78,572,3,1,short,4.128325601907313,1.1323574442269144,0.0060235232957066,0.0076279757883453,0.8704453441295547,-0.4222302636958995,0.8021368043903883,-0.4222536577244383,0.567216585665874,0.5971403068978088,0.5671761620727187,0.7070975529337089,-3.033754539022437e-05,-0.7071160086681633,103,lower right,Rightward
91,100,477,3,0,short,3.935958748826618,1.2796452682627826,0.0073833300248597,0.0118156346382824,0.8663967611336032,-0.4286264867642969,0.7947756666783776,-0.4296637924005655,0.5620188976224956,0.6069030167753782,0.5619639552000999,0.7073995289504303,-0.0006065351476791,-0.7068136519308492,103,lower right,Rightward
92,95,323,3,1,short,4.140320987312797,1.3299741450480995,0.0065675988631611,0.0090254943239825,0.8765182186234818,-0.432014098530099,0.790030201903838,-0.4349897685589938,0.5597246763423215,0.6130623911178366,0.5575507073714141,0.707157765540837,-0.0026047411890236,-0.7070509953027637,103,lower right,Rightward
93,92,196,3,2,short,5.130775216777794,1.40620741131849,0.013426622266904,0.0144756432300116,0.8906882591093117,-0.4280521079115124,0.796246634746127,-0.42750753159211,0.5639931981149626,0.604971924556589,0.5620681835670412,0.7061749538128406,-0.0005168691950006,-0.7080371935524771,103,lower right,Rightward
94,90,494,3,3,short,4.502402442731473,1.2589436093596524,0.0056826318240563,0.0070790970647528,0.8927125506072875,-0.4291084722600155,0.7959894186397446,-0.4269271184268305,0.5625685918629297,0.6053087537804213,0.5631322154220567,0.7066700067811255,0.0014690167986764,-0.7075417609622836,103,lower right,Rightward
95,75,51,3,4,short,4.55131999060241,1.5748944086645649,0.0089066129726205,0.0089897983246439,0.8906882591093117,-0.4309363050059945,0.7919847393739483,-0.432497483954022,0.5608624000944322,0.6105387805876014,0.5591741817706875,0.706913905074793,-0.0016031211382455,-0.7072977879327226,103,lower right,Rightward
96,81,432,3,1,short,3.383625036767784,1.2739263971327104,0.0089704303056749,0.0109804636996032,0.888663967611336,-0.4433444696473556,0.7793499763836753,-0.4427858348500656,0.5514762087970604,0.6265888705529369,0.5506908192715909,0.7066255531495631,-4.012430252425814e-05,-0.7075876808043752,103,lower right,Rightward
