recording,monkey,session,day,lfp,raw_trials,valid_trials,go_sample_zero_based,old_converted_go_sample,start_sample,end_sample_exclusive,source_pair_index,source_sha256,minimum_short,minimum_long,status,geometry_evaluable,n_trials,selection_hash,predecessor_features_sha256,fit_seconds,decode_seconds
monkeyT_session-y070214018-19_lfp-2,T,y070214018-19,2007-02-14,2,90,90,4500,4500,4000,4500,33,a4ea2a356ceed52c6bbe072a7c1d492f9a0cd66dd13322ecb53a0f3a729e7576,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070214020-23_lfp-1,T,y070214020-23,2007-02-14,1,110,110,4500,4500,4000,4500,37,40018033967124737ba508540c0818b97369a156850ce738fb310ad369f24182,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070214020-23_lfp-2,T,y070214020-23,2007-02-14,2,111,111,4500,4500,4000,4500,36,407f1b074b221972ab98c1ac9e3c20e5f636621a18857669dba774a67b9eccb6,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070215001-4_lfp-1,T,y070215001-4,2007-02-15,1,161,161,4500,4500,4000,4500,40,19b903c53321719b6dfc6219f9533ee1a79203204958a03992545a08ea6cb8ac,12,13,insufficient_short_trials,False,,,,,
monkeyT_session-y070215001-4_lfp-2,T,y070215001-4,2007-02-15,2,151,151,4500,4500,4000,4500,39,fd713461277b4a04af69c153810e7eb35f9f45e8db57bd75915c5dd737e96dab,12,10,insufficient_short_trials,False,,,,,
monkeyT_session-y070215005-10_lfp-1,T,y070215005-10,2007-02-15,1,264,264,4500,4500,4000,4500,47,cd56a252a63baec3a4a96a51990e4d5807661eaabaf6449ebaaa0e8d75a4e9de,21,22,eligible,True,126.0,4720f67a4a6a28087dc96faa36fd671577b4fcfde62cdb7590e821ce77221d7b,aca476c132e4b18c4e4a214e7c86958c856756922cc93dd5d7991f5c5f37dc21,3.5186730269924738,30.000310299976263
monkeyT_session-y070215005-10_lfp-2,T,y070215005-10,2007-02-15,2,264,264,4500,4500,4000,4500,45,50719cf68819b528bc5152b7a94275648572692293eabd838fd85af99a836f3f,21,22,eligible,True,126.0,fe61d631eb6588cfd605b0c030866df9e65931b89da080997ae79d9c240d418b,40be3074fe9fd23c3b9438995df4710a71b00889cf54485d7fa8adfd3d103cdf,4.735683677019551,29.767795492021833
monkeyT_session-y070215011-16_lfp-1,T,y070215011-16,2007-02-15,1,234,234,4500,4500,4000,4500,53,da9e5a8f738052e378b8369b3f11af4d4b37a5f106e479e0823cc07f3d80059a,19,17,eligible,True,114.0,ac94137d4706d673b312f7ad90a39a12427950fc6379325a3bb9264e40c1ea06,f500764224c4fad75057b13da10e3ebe2514db074c3e887643eb12430db813e1,4.240184999012854,29.65014613600215
monkeyT_session-y070215011-16_lfp-2,T,y070215011-16,2007-02-15,2,234,234,4500,4500,4000,4500,51,700cca6639fc067fa885dd7d9e7203934115de0276820059e425e5ee2e676795,19,17,eligible,True,114.0,1b3a1781247a1d17a797f723219a0f9d6c9fdcc37dcb9705f45bf64b80d46ea2,942c68f08ccee3b53ed208ebf0bb0032f192bdff7783d248ca811a7c64f9a0fe,2.596015711023938,30.4495698880055
monkeyT_session-y070215017-21_lfp-2,T,y070215017-21,2007-02-15,2,182,182,4500,4500,4000,4500,58,edc598538c752d92f183caf00c7d37de518a5e96d4daf7f19eba77ab0cf40b63,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070215017-21_lfp-4,T,y070215017-21,2007-02-15,4,113,113,4500,4500,4000,4500,57,157a92abdbf70e7fde5e0e7b1bb660150cdc9958889cf8b68ba5db99ccc14436,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070228001-5_lfp-8,T,y070228001-5,2007-02-28,8,216,216,4500,4500,4000,4500,61,453e0321e5626329746e463e40a9a7c4ce1c6d9b7912b875e9c0641ad00d69a0,16,17,eligible,True,96.0,5ca6bffe540061a40d9bbfee429794b2f8a7ce3157540facc0662dc4b3238ccf,5b3182961f3c46c76312daa889a696756c5797b9c2e76c34144ceaf3c9f72274,5.172830025025178,31.097857507003937
monkeyT_session-y070301002-6_lfp-8,T,y070301002-6,2007-03-01,8,264,264,4500,4500,4000,4500,67,4d177dc8e96176afd9fa05cb50d94de78ac5bef3399157164a758e584af591c5,22,22,eligible,True,132.0,a30441ff5d019bf63ea08f8ea102004af4549807b0dbeb231e46996f6c362225,7eaba838c8e8a6e860102b3ce89de5001c72ad56f48d7a0aa82f3777cd52c171,4.09691181400558,30.199801317008678
monkeyT_session-y070301012-19_lfp-7,T,y070301012-19,2007-03-01,7,359,359,4500,4500,4000,4500,72,7cae9ed90ad86e34e5b271eac3140fa1f6ec763234a75954f2d41dbbbf97686d,29,30,eligible,True,174.0,8996bcca64cbef824e5f352eda3a92b4b2e51226bdec9fcb65048830736be9e1,64e304de922d9e441883bc51e80a975320aa759d38db82a69ffe926744dbe0b9,5.680563774018083,30.16171682300046
monkeyT_session-y070306001-5_lfp-5,T,y070306001-5,2007-03-06,5,203,203,4500,4500,4000,4500,78,fe986910d85af3a4de4d4d1c1e4cff750fb44ceb5a145579c46809f487abf261,17,16,eligible,True,102.0,b62126e3a94a18899e26fae2b9c1636b0b15ed3fef00fe55b6b6b62d01f925b7,51833d6f1168ce9a1676d4061f611dd72591a69953eb37bfed6d581ff11aa181,2.1174828369985335,29.59082371502882
monkeyT_session-y070306001-5_lfp-7,T,y070306001-5,2007-03-06,7,203,203,4500,4500,4000,4500,77,104e4034fbc57e1072e4cd672c7ff532e40acbd806ae720380c9d825d5502d7e,17,16,eligible,True,102.0,04eaafb6c38a4cfd1ac7e92768adf255b3d25b4516f1128d31bfe305c07779d8,b37888ad55e95c1cc50475553ddd6b9871f56c0c4b1a8e0fc66dc5e47ee77933,2.6882883529760875,29.500007683003787
monkeyT_session-y070306006-11_lfp-5,T,y070306006-11,2007-03-06,5,217,217,4500,4500,4000,4500,81,8e4f4103c937fe11d1760afa88330c9b3ec799c120d7fef71d3461cf09fe57e3,17,17,eligible,True,102.0,2b3ba50c97d52d9c2e7610569a9e1ba03961b810dc21a3ec2a82aca4a5603904,0cbd2085f695b6ac8ddc625969e4c801cc0b7e1333018b74036a5759464fd40f,2.1302502310136333,29.59155923803337
monkeyT_session-y070306006-11_lfp-7,T,y070306006-11,2007-03-06,7,217,217,4500,4500,4000,4500,80,6790d25fedf5ea2fd26f47dc0fd094e6d5cdda72579b4b3221d6f2296cd2b799,17,17,eligible,True,102.0,e49f91096184dd503f980fc467f6b51807f357162c2c2735c1874995bfe12d4a,7c6f2c87682eb52c8683e2caaed65ceb6178d504fcce2fce407b3b642b9a518d,4.853579985967372,29.863477672974113
monkeyT_session-y070307002-6_lfp-5,T,y070307002-6,2007-03-07,5,258,258,4500,4500,4000,4500,84,915020f0565cf95c44b5093c3d4b575e6ea554a84c5cc1bc661cc17600e39ec1,21,19,eligible,True,126.0,7907fe18732cb57f022891e1bf1468a27141d4ff14c692e14a2eaaf7b8c93d5a,54fff943abc895ab703d8d3a3173c7f4ad9dae3a7996d7a8b058996a98333b7f,3.3308479230036028,29.550116303027608
monkeyT_session-y070307008-13_lfp-5,T,y070307008-13,2007-03-07,5,277,277,4500,4500,4000,4500,88,56f20b586f5e59fe98c0b692db19b8a4d802d37d2db165b7f593a13a50daeb29,22,22,eligible,True,132.0,dded30bf5a26f32366b68f549e8e23ebc7519ef1189b65b6c2b456e95b3be98f,bda10a8f1cf8652ac6b1b9c55bc3229c6fe52bfe0617bc278a5300fed6299535,4.701659359037876,29.783594624022953
monkeyT_session-y070307014-16_lfp-5,T,y070307014-16,2007-03-07,5,133,133,4500,4500,4000,4500,91,e2be8897b2add7696dac793ad20c9e696568d74f62232b260c47053d70b18e96,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070308002-6_lfp-6,T,y070308002-6,2007-03-08,6,255,255,4500,4500,4000,4500,95,80187c0010749f2753dac30446194f1767404f50e772d50c03c1e6950c704eba,21,21,eligible,True,126.0,6330ee0f49f6d8ce9a25212aba5c804cd18b582e000676d2a1e22ddc1dbcd421,7c41f3ffea5d26b8757c4cbb37da1be5587b7a57f2d4dad8b86ac124d53818b8,5.321661624999251,30.03747525397921
monkeyT_session-y070308014-17_lfp-5,T,y070308014-17,2007-03-08,5,156,156,4500,4500,4000,4500,101,fc12101b31df644cbceab5678f61dbb1686a2af88639318e630d94d4286b097e,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070312001-5_lfp-7,T,y070312001-5,2007-03-12,7,265,265,4500,4500,4000,4500,106,04b39f164241334dd362cb2002ccc2a3d10d7d0cb449bdad5e98a8059e62464a,21,22,eligible,False,126.0,5d13edd9127424218ad07ae9df5dd5300a15a4ba297f2c6520a43816397886cc,24bb5593657b8d66896797a2c4c10955ba243af972aa248e07778c76dfb97565,8.03738177899504,0.10752168198814616
monkeyT_session-y070312001-5_lfp-8,T,y070312001-5,2007-03-12,8,265,265,4500,4500,4000,4500,109,335122926f250554710adf8ed5cfb79b4a9a8567a4a880e69588103dbf5b90b6,21,22,eligible,True,126.0,b490aa9f97b526ff11780bbdeec3b402f1b524b70ee568e68652932c898aaaa2,b469b9b4c6fdcc61946bd2754fd001cc09bb850d46035e10c4edd4bfe4d27ff2,3.80860573600512,29.687230518029537
monkeyT_session-y070312011-14_lfp-7,T,y070312011-14,2007-03-12,7,160,160,4500,4500,4000,4500,111,95c147f22172751709d6fb84f63955e82580d45b8d52ccf4adf849c115c92388,13,13,insufficient_short_trials,False,,,,,
monkeyT_session-y070312011-14_lfp-8,T,y070312011-14,2007-03-12,8,160,160,4500,4500,4000,4500,114,207d8bae3eae46a47972ccf17964923d68403e34cfb27a0f686657a481eaf9e3,13,13,insufficient_short_trials,False,,,,,
monkeyT_session-y070314001-8_lfp-5,T,y070314001-8,2007-03-14,5,213,213,4500,4500,4000,4500,118,ca5888b9eff755d83f1d56041f9b4991d46238b0bb745a90915f65ee247fc680,17,17,eligible,True,102.0,adb5c1fddf445461dbfcf5ad4ab10c9cb37411e7ff6051335ae25faf84bb1fa7,5e1963050014302f92c6fc4018ded0b010bb5b18dba8d0b22d5625e9561d35e6,3.2627996100345626,29.47029718302656
monkeyT_session-y070314001-8_lfp-7,T,y070314001-8,2007-03-14,7,213,213,4500,4500,4000,4500,117,a09c42af48987a3e98277c5286a2e8bde1d6618b7db9da3153eaf4a5e0f7620d,17,17,eligible,True,102.0,f3ef7ec8ec913d1ae34ed41c5e31e681981b75b070655119126d12d2d0f96e49,082f281d135c975b9d5efd6c8b52aa0a48c16908436eb439b242c73531994b7e,2.982900991977658,29.50727362203179
monkeyT_session-y070315003-8_lfp-5,T,y070315003-8,2007-03-15,5,253,253,4500,4500,4000,4500,123,ebcb632de36b1ce8102587328e522a7a8e20183470fa6cf3901491bcd0a64c22,21,20,eligible,True,126.0,b614dd8cb7b7dbaf48a12f73846f6910d55b00529afbae06ddbf0b55e41ee2ec,a0d575589a7350a689dd4811982aeb756c6352b93635598529802357775a07c7,5.393152219010517,29.797311918984633
monkeyT_session-y070315003-8_lfp-6,T,y070315003-8,2007-03-15,6,253,253,4500,4500,4000,4500,120,049a61b87b75b67afdd821001bfac68c7bc77ae8356ea70b7f5aecbbbc9bea60,21,20,eligible,True,126.0,c560849abb8b66d405790dc1dcce0a53db2cbe44e82be923fafe0de2b05b271c,1e88f2976ee604bd30e3f54ce4e3be8cc2e94aea2eed3852460aa255ea43990d,2.450881469005253,29.839781560993288
monkeyT_session-y070315003-8_lfp-8,T,y070315003-8,2007-03-15,8,253,253,4500,4500,4000,4500,125,fcd9b911ac4a6f6295948044f508ba329dd628b06b1f393841c049a4fe9ba669,21,20,eligible,True,126.0,cb8a4220f89c71a8978ad1cfe4cd2d9c88449258380a3ccc2fca56bf95bdfc4b,c39af01ec2bdff978c4f020fad1d53b0ea5277b0425dfef87bbdfda2825f8118,8.189200483029708,30.483524655981455
monkeyT_session-y070315009-14_lfp-5,T,y070315009-14,2007-03-15,5,281,281,4500,4500,4000,4500,130,5c0e6e79f321ff4bb98b05acbb8a5df1d771ab2b4ef42d454e72b611798a6bea,20,22,eligible,True,120.0,01d1a3d00e0933909b2c766ed8625153d0663dc91c54ef6a9eab967992e10ed6,41264187223c518a0910d5e0946b8266be95e17c397db2ea58330cc956df853c,3.849550696031656,30.376888635975774
monkeyT_session-y070315009-14_lfp-6,T,y070315009-14,2007-03-15,6,281,281,4500,4500,4000,4500,128,2fbc57fe84393a08ae515973c7ffc9c47588b8c015901595477ad4ea83e847e9,20,22,eligible,True,120.0,60068b64fbcec199cfac8d22902e6b835972fcd725e74ebe1a35a09a7d4f8889,579589c46ecfcab74bab0793c73a2ad88965316b1dca0f45ea5531b2709fd572,2.270390532037709,29.84377155295806
monkeyT_session-y070315009-14_lfp-7,T,y070315009-14,2007-03-15,7,281,281,4500,4500,4000,4500,134,5a7afb0ce97c04dea6ec0fa4f001e547cf07fede2906ef76b0cd9bef83a9723a,20,22,eligible,True,120.0,f600ef2ee1739bcbf6a13d03a6b0bd7802fe4651e74316701f9668b4a83f8800,32ed422c606b004da801acfe87f29408b29686a693349fc027faf6529a30e2f0,4.179729892988689,29.896638733975124
monkeyT_session-y070315015-17_lfp-6,T,y070315015-17,2007-03-15,6,142,142,4500,4500,4000,4500,136,669aab9daa0a4420e86fafc34c8c68353e4b3d4b5529bf86c57e6c55527361f6,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070315015-17_lfp-7,T,y070315015-17,2007-03-15,7,142,142,4500,4500,4000,4500,137,00d142784557ed19d5d947d3deba6bd9e7851911c8929f701cf9f4ee4b1e1006,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070316001-4_lfp-7,T,y070316001-4,2007-03-16,7,256,256,4500,4500,4000,4500,145,2b26d4ae1034a48344747efd9731b39ef5e74899781d511f7ca4da51790a902a,21,20,eligible,True,126.0,6fb8fc8d2ea846b9623c488d1987f5ba80371535c736b21702d00422985201b5,4157daf9fa5ada4d97394874fc4f82ab9998388f28d886723a9c44b18ab2151c,3.446443048014771,30.324966276995838
monkeyT_session-y070316001-4_lfp-8,T,y070316001-4,2007-03-16,8,257,257,4500,4500,4000,4500,143,d7f7732a957aeb3241b4923c2a28c19ac11d11d82d2dda5883e91e6b237092b8,21,21,eligible,False,126.0,2461b4591ab698ba59549751f491da7b5156da84eb261a563a497112229c7fe1,c09eb72a7aa69f77c2cd52409930cc43edd8ab2bbb4c0bebe6bf583f33790da1,8.335195159015711,0.11656412400770932
monkeyT_session-y070316006-8_lfp-7,T,y070316006-8,2007-03-16,7,273,273,4500,4500,4000,4500,151,0332a5815eb96d440f8b0af3365c010f989ec2821d393d9c26ce0250c3817c02,22,22,eligible,True,132.0,1e50421e4d1736e5842ebf5d08cebf8fad8734f72879ce84795f58b0021d8d06,4bd242aaa7cfe8a13259ecf22860e38b743549455f5adfb7fa7ee0bda26ea985,8.677753106981982,30.990117556997575
monkeyT_session-y070316006-8_lfp-8,T,y070316006-8,2007-03-16,8,270,270,4500,4500,4000,4500,148,c92933cda8fb8676e3bc061defd635381d445c9f772a7289790467a39d8259b8,21,21,eligible,True,126.0,93faf2964b54abf4eeb611ddbd0def38c4c0a388700f03c0652438d22a7cbe20,357be57b80562d95f96e9d737c12681bbd17869df6afd28691fb17ad5144c631,3.059658099024091,30.09293633501511
monkeyT_session-y070316009-12_lfp-7,T,y070316009-12,2007-03-16,7,404,404,4500,4500,4000,4500,156,44496fb78e75ccd2c39d68a2c83ce090386f26f1ff06cee63278859768038cd4,33,31,eligible,True,198.0,3d23b1713d06a5b2f474ac9efa4a38ce9a354dd9b48ad6bceabfa7e72d3292a6,2b1fbf5b941c0c8cb9b29d8fc6e0839e190338a9fb269628c2451e4ea55ac3f4,5.072110522014555,30.21774383302545
monkeyT_session-y070316009-12_lfp-8,T,y070316009-12,2007-03-16,8,404,404,4500,4500,4000,4500,153,ac7bce7e0b0989b45e6f0587e3cfae92a8d5b0b6e2904b4a9d523621f6750040,33,31,eligible,True,198.0,67d4d6fb1941b5b92f0ac31bdfe418d4d1f754044ad698e9ef492a6427bd8e25,0f043e1e835bd4328adeca6e946e84fcd2ed6e99949015a120095188ee1105e1,5.731296232028399,30.145290902000852
monkeyT_session-y070412002-3_lfp-7,T,y070412002-3,2007-04-12,7,88,88,4500,4500,4000,4500,159,a5b2b4764b4d7e99b9f26f0076b4666d063ced79d5d94407840076885a35cf85,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070412004-6_lfp-5,T,y070412004-6,2007-04-12,5,130,130,4500,4500,4000,4500,162,0af4e9a5252286cf646868f3e82c4e076263106b2c552f5d41606599111ef812,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070412004-6_lfp-6,T,y070412004-6,2007-04-12,6,130,130,4500,4500,4000,4500,160,fcf6d2a2d833cd850d90338ecf42ef1db1a2b990762d741dfe24eb01c9470020,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070412004-6_lfp-7,T,y070412004-6,2007-04-12,7,130,130,4500,4500,4000,4500,164,cea0a58489762ff8adec205cacf1e0deed3de450bb6db783e27bdf56d3b4c8b7,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070412007-9_lfp-5,T,y070412007-9,2007-04-12,5,124,124,4500,4500,4000,4500,168,f55f61eb77db5c6afe9f7c79aa99ec98d86e8d51ebb35556bf7e24390133a9c2,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070412007-9_lfp-6,T,y070412007-9,2007-04-12,6,124,124,4500,4500,4000,4500,166,27c8c9aca01381e37c90bdb9752fcea612ff3a339ac2c8ecb72901731f570a81,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070412010-15_lfp-5,T,y070412010-15,2007-04-12,5,270,270,4500,4500,4000,4500,175,3ee81280cb1f0b8bbd22d81df6bd813e7af83751189d5eea94cb5dc22691922e,22,22,eligible,True,132.0,458896a8c2dd802f12f3098a70744f5a9a7e64827d3c483b26f82a902f94052f,dd768520e98ddba1fd0e3d5a1686b74dd3978055b56352e28506b94a96d4df1c,4.326648436952382,29.93278899299912
monkeyT_session-y070412010-15_lfp-6,T,y070412010-15,2007-04-12,6,270,270,4500,4500,4000,4500,173,453d7e73617b80e644f51503e47b72e4b3a359bb86d45c6a10fd47e0dfdccd3f,22,22,eligible,True,132.0,1c3a52936c861e0735ee21def8310614ad8e73bbcb3a5593ec3f0c124466cfee,83fee5be06c6155b4e4847219af3d4e54e4914eef30412aa490e2079579187e6,2.6191383819677867,29.189389101986308
monkeyT_session-y070412010-15_lfp-7,T,y070412010-15,2007-04-12,7,270,270,4500,4500,4000,4500,178,f103be0f16825c1a5fb5e46075219ce5421810813ca8bdb7be4b9f385c8a3bf9,22,22,eligible,True,132.0,a258308ea0108de3cb67002938cecebf70771f3a756739565a350784542e2b2b,b40f15ddd41b8be9c666c21dda0f0278f036bd78009ded3eb1b0c5e7e9595c99,2.5693499550106935,29.057915752986446
monkeyT_session-y070412010-15_lfp-8,T,y070412010-15,2007-04-12,8,268,268,4500,4500,4000,4500,177,1dee48b41089cdf253fbe161af1797fb2b02161ad29ca1dcebdbdee219b32d2b,21,22,eligible,True,126.0,052be9f5a52b1c7c717c92c125f331592e652e2a959c45737b7209c712655375,6c9916d626a7df38b7af6c893907735ba9cfaa072ba951f00e7d783ce46eb184,3.255109467951115,29.06590625696117
monkeyT_session-y070412017-19_lfp-5,T,y070412017-19,2007-04-12,5,90,90,4500,4500,4000,4500,183,a350c5a213f918b08ebf40dc35e39cea98fca932c6f7c0d9e5ae7cbc8c5f80b7,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070412017-19_lfp-6,T,y070412017-19,2007-04-12,6,90,90,4500,4500,4000,4500,180,f9ceeaed9c0b85ff9a329f93401a45b48500e11c12507bce7950c5995a78bda0,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070412017-19_lfp-7,T,y070412017-19,2007-04-12,7,90,90,4500,4500,4000,4500,186,f97bd92d571d1f07d4519240fa0f057bc73a1f01850b1b7b9c7296f6d760a6fa,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070412017-19_lfp-8,T,y070412017-19,2007-04-12,8,90,90,4500,4500,4000,4500,184,ab936eb1a97d6b44fabe95532c0c8e9e8ccca8ef67c507fa50f8e00de340aacd,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070413002-8_lfp-6,T,y070413002-8,2007-04-13,6,301,301,4500,4500,4000,4500,188,581f7ed4d87dde015a4d58b84aae1de547cc617ffbfe6f1e212d5d37cd18af2b,24,22,eligible,True,144.0,aec5750abd9da35d2a314be2661b77ce8563236dadd84133840a5977fe68bed8,2b1c3c4ba800256e60ba28af3241919355a8d8ac53e70708df7e4ba2ab21637e,5.83840849698754,29.44138733803993
monkeyT_session-y070413009-13_lfp-5,T,y070413009-13,2007-04-13,5,254,254,4500,4500,4000,4500,195,833b04511e04d223773b1684c618aa8c46b5c46f76f48826b1b818a71b460b43,21,21,eligible,True,126.0,9060a64543f8d18fc3b44bd2e7a341e8e1d3c773ba7263131d098f349219de91,41da4d3bfe7474acdbb1866db33be53839e6c18d1d8def6e9cd868be17e29aba,2.392369100009091,29.117018973978702
monkeyT_session-y070413009-13_lfp-6,T,y070413009-13,2007-04-13,6,254,254,4500,4500,4000,4500,193,d9f68348289ea3f1e095e841e00660fc17d5713422180684ce0d7ff98290fdf2,21,21,eligible,True,126.0,1531869921aeb23822510685d22adfd33b18f99e5109817e1f719bac17cdee2a,acd22c2d102b00ff91cf843b8b0cbd0468984971cba76a521a8ed0b6bb340d52,4.603893843013793,29.294351760996506
monkeyT_session-y070413009-13_lfp-7,T,y070413009-13,2007-04-13,7,254,254,4500,4500,4000,4500,199,d5c8301841bd8c265653753a81838478fe56ec5c4d813290b853080912fa8af1,21,21,eligible,True,126.0,6bcc193a7328b2208a35aee52042f31dcb0cff13afc7c38b298ae18c20deb508,a2505afa999a2bc84cf08ea7925ad8460a1a89f9e8d464cf33499b2aa72a12cf,2.7791656230110675,29.330365611996967
monkeyT_session-y070413009-13_lfp-8,T,y070413009-13,2007-04-13,8,254,254,4500,4500,4000,4500,197,640de55db3f93b78062b38a9181e3116ae4d3c26ecb4c5e04dd6cd62e175f051,21,21,eligible,True,126.0,fe19bd6395fc74d3c4b88ec248ea7c0d14225e115f2137462e3341427811a57d,22573709133c5e3536be4af43caceb8c7477033fa8e4db499e8e19b11571bcd5,3.6909303369466215,29.25600246497197
monkeyT_session-y070416003-7_lfp-5,T,y070416003-7,2007-04-16,5,255,255,4500,4500,4000,4500,201,0b740794bf43473b3f782dcf006acfd6dce1d7eea65e1dc84c68a06cc66acb66,21,21,eligible,True,126.0,24e0080b5a411f43ad784de7b802ffba50688f8d65083fe2b7b0ec1db6a6c0fb,28b3e6202cd953df52ba1e347c0a32a03625810e3073b3bf17fff2836f99e060,3.244822922977619,29.111576326016802
monkeyT_session-y070416003-7_lfp-6,T,y070416003-7,2007-04-16,6,255,255,4500,4500,4000,4500,200,ab486baaf1525b25ab59ef8a261853f511f585770697a9ad7cf29b19181387bc,21,21,eligible,True,126.0,40802c3878d9f9676f386458b718e8512401d77a23c1ad11a545d2a4e22babd3,1464603cad45be6dcb3fcec2cd718e6c8802b7fd4d26d097133e16953d5c53d1,3.9457646069931798,29.26454277394805
monkeyT_session-y070416009-13_lfp-5,T,y070416009-13,2007-04-16,5,253,253,4500,4500,4000,4500,207,b54b4d16237b31d4c1a2dcf42708d61b9b3199659335c878e57d9e12fa7e7440,21,21,eligible,True,126.0,0a1de27b93520e475540abdf5249fbe1aad68397a2940534921a0b8bf194aa1a,493f2eb5da2c3f659b654b4418240159cfab4697d65c7b057084c729f464116c,2.520921321003698,29.059705773019232
monkeyT_session-y070416009-13_lfp-6,T,y070416009-13,2007-04-16,6,253,253,4500,4500,4000,4500,205,5f97d988e5c345325b6c19d11ff2deb1e7788f50e2bb68d7a1fb7ac2c2c793ff,21,21,eligible,True,126.0,0aa4ebb03e55c9c621400f09dd84cd614c1954a38f2f43e90488dee2844910ef,f1e05a52614ebf874466c52c91359394671d9f2a1ef85e5c7f1ba83f652d5ce6,2.4702135249972343,28.94478291197447
monkeyT_session-y070419002-5_lfp-5,T,y070419002-5,2007-04-19,5,252,252,4500,4500,4000,4500,211,bfa8a72fc45e9c8dc52286e0d1ec551e597961648f5d957382ccc7846fb052a9,21,21,eligible,True,126.0,7dc151ed9f97ed4464c926e09d50d1af5e542b015c097f6bf3dc4339f5c428e7,1de3c181481ba3ccf30d776ed95eea7eda70626b2dfe224f20977eb25def6b94,4.099682617990766,29.039176141028292
monkeyT_session-y070419002-5_lfp-7,T,y070419002-5,2007-04-19,7,252,252,4500,4500,4000,4500,210,efe0ffc4d087e25c4f63d1574d5abe6f6ee1bc7c3b3c1de458edb38a99bab1b3,21,21,eligible,True,126.0,cebbf096fd5acf30e3bf9577b99bb2d527d143dc0f1abd3299fab07c3d0eb3f0,ef004a19599142279e43de7486accd362f5fa682b93ccf295a33bd3982763478,5.225228480005171,29.438673497992568
monkeyT_session-y070419007-8_lfp-5,T,y070419007-8,2007-04-19,5,125,125,4500,4500,4000,4500,218,13583ec6e277ebce6ca2b444b4f7ebd9eb58b4113cca349175da0b2029a94ec6,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070419007-8_lfp-7,T,y070419007-8,2007-04-19,7,125,125,4500,4500,4000,4500,216,f7c703cab9d63e12946827741e4555d9718ea4d68cd63393781948c3ff3c81b9,0,0,insufficient_short_trials,False,,,,,
monkeyT_session-y070420002-5_lfp-5,T,y070420002-5,2007-04-20,5,259,259,4500,4500,4000,4500,223,94f756ef5a1b95cc2656ae8b2fa064a73e492dd44b0acd25ffd983e629bc14b9,21,21,eligible,True,126.0,c14582e6379f4b07c7ab8b611643f0fc7462644b7be43a63a64154f0c2c22a13,f947b40051a9421344d6a1a83ed7590b6dc0e80e8d866c5765b21f32c3e5e346,2.935586653999053,29.709235310030635
monkeyT_session-y070420002-5_lfp-8,T,y070420002-5,2007-04-20,8,259,259,4500,4500,4000,4500,221,3b07494f7f01de09d6d1d4b48fdceb07815b6634c3cda0a75d8a4660ffe0e99a,21,21,eligible,True,126.0,17a27bc058ffbf6982e7c29f356a06ac1cc8f44b918a7881a6d611b1129906b1,91f51fa0a71c152c0d56cf7e76615de6bd2a3ee129e4454be070f6cbc3e00825,4.527671125018969,29.675433919008356
monkeyT_session-y070420006-10_lfp-5,T,y070420006-10,2007-04-20,5,259,259,4500,4500,4000,4500,229,515b0e2c161f45c9f7a8287091f5b4bfe52fd8413b5c9cc0e035dc0978bc2aea,21,21,eligible,True,126.0,9163ad01cf1d5091096d5a74bfe7651c346090c79ed8e79a5d2a4c480a91aa87,1d6316ca13c57f648ad7ab9fe84bdc47eefb1ab05c1f84e99fc9035e55c022e6,2.856924768013414,29.683435735001694
monkeyT_session-y070420006-10_lfp-7,T,y070420006-10,2007-04-20,7,259,259,4500,4500,4000,4500,226,7aa8bc4f90434776fbe20046417f9c66095065871fbc4779fe93acf05857bbee,21,21,eligible,True,126.0,f634d7c824247a9570afc07cc9c6ec4b73dcbb014722d8d0b8b95f92333cb20f,fa470bf1e6c371b747857b1663a11b0b795f778e0dce2a71dc8a2b9d9a3dd43f,4.78940735704964,29.352996815985534
monkeyT_session-y070423002-6_lfp-5,T,y070423002-6,2007-04-23,5,256,256,4500,4500,4000,4500,234,27771d880e03c03252d1acc19b315dd6154e717e4ac12b27e83ba87e806cf7a0,21,21,eligible,True,126.0,48daba2d60149d1596d66afebce2bfa6706fa8dae7547fb10dd5c04e88caf770,922fc059dab1d2148219ee9d82ae82357fb91186df960b737b9654c3e07b09ff,3.634246896021068,29.21843796002213
