time_ms,observed_lag_0,fitted_lag_0,observed_lag_1,fitted_lag_1,observed_lag_2,fitted_lag_2
-197.0,1.2586066722869873,0.5212417139360264,1.0217756032943726,0.20698267537996012,-1.308012843132019,-0.8422134549099944
-196.0,1.1202902793884277,0.4408463892950824,1.1859749555587769,0.30932717439680457,-1.2255489826202393,-0.845221318085272
-195.0,0.971167802810669,0.34988553358377306,1.333359718322754,0.40403078185341024,-1.1053204536437988,-0.8301652243122618
-194.0,0.8148598670959473,0.2504959855961084,1.4601801633834839,0.48886873479253146,-0.9533973336219788,-0.7973988690900768
-193.0,0.655622661113739,0.14501258970221081,1.562754511833191,0.5618480327347084,-0.7766510844230652,-0.747691994726322
-192.0,0.49825751781463623,0.03591334603420494,1.6379973888397217,0.6212542569469198,-0.5821441411972046,-0.6822123076661394
-191.0,0.3478374183177948,-0.07423880232162988,1.6838873624801636,0.6656918453106054,-0.37654104828834534,-0.6024980469073477
-190.0,0.20931293070316315,-0.18285617759984096,1.699744462966919,0.6941168766578585,-0.16562525928020477,-0.510421847920375
-189.0,0.08708827942609787,-0.2873871566941605,1.6862467527389526,0.7058615944110952,0.045994896441698074,-0.4081467509763641
-188.0,-0.015355938114225864,-0.38537611350523193,1.645192265510559,0.7006500934205294,0.2549295723438263,-0.29807538732918865
-187.0,-0.0957459881901741,-0.47452110614100657,1.5790963172912598,0.6786048014866086,0.4587897062301636,-0.18279353696202363
-186.0,-0.15317966043949127,-0.5527279537907718,1.490770936012268,0.640243603304473,0.6557669043540955,-0.06500938383141083
-185.0,-0.18816015124320984,-0.618159432907003,1.3830293416976929,0.5864676743942921,0.8441291451454163,0.05251010438449965
-184.0,-0.20250360667705536,-0.6692784369856846,1.2586066722869873,0.518540310820954,1.0217756032943726,0.16700417747609675
-183.0,-0.1991451382637024,-0.7048840860419833,1.1202902793884277,0.43805725203219914,1.1859749555587769,0.2757831578325656
-182.0,-0.18187706172466278,-0.7241399375029418,0.971167802810669,0.34690919398659403,1.333359718322754,0.37629162594535304
-181.0,-0.15504193305969238,-0.7265936357910799,0.8148598670959473,0.24723737320733327,1.4601801633834839,0.46616845194040546
-180.0,-0.12317728996276855,-0.7121875389938407,0.655622661113739,0.14138326517467667,1.562754511833191,0.5433022628873819
-179.0,-0.09059352427721024,-0.6812600729787683,0.49825751781463623,0.03183357873476563,1.6379973888397217,0.6058810428562135
-178.0,-0.06087615713477135,-0.6345377811437366,0.3478374183177948,-0.07883816129200108,1.6838873624801636,0.6524347005238347
-177.0,-0.03634309768676758,-0.5731182565682832,0.20931293070316315,-0.18803207097050623,1.699744462966919,0.6818696043393031
-176.0,-0.017540594562888145,-0.498444357521459,0.08708827942609787,-0.293182983334725,1.6862467527389526,0.6934942739523124
-175.0,-0.0029004886746406555,-0.4122703120515354,-0.015355938114225864,-0.3918207089058016,1.645192265510559,0.6870356243659986
-174.0,0.011316221207380295,-0.31662050792353164,-0.0957459881901741,-0.48162806501317207,1.5790963172912598,0.6626453812087673
-173.0,0.03070879355072975,-0.21374193600512834,-0.15317966043949127,-0.5604953107027018,1.490770936012268,0.6208965164185587
-172.0,0.06205602362751961,-0.10605140429388961,-0.18816015124320984,-0.6265697084550593,1.3830293416976929,0.562769788071934
-171.0,0.11234360933303833,0.003921237374131029,-0.20250360667705536,-0.6782990484179495,1.2586066722869873,0.4896307005622821
-170.0,0.1876325160264969,0.11359252817769615,-0.1991451382637024,-0.7144681126873955,1.1202902793884277,0.40319742637519834
-169.0,0.2919207215309143,0.22038608658492076,-0.18187706172466278,-0.734227223024667,0.971167802810669,0.3055004430378862
-168.0,0.42615005373954773,0.32179313432222423,-0.15504193305969238,-0.7371122013701633,0.8148598670959473,0.19883483344529457
-167.0,0.5875024795532227,0.4154314322176358,-0.12317728996276855,-0.7230552742448387,0.655622661113739,0.08570637011662599
-166.0,0.7691105604171753,0.49910124340650874,-0.09059352427721024,-0.6923866648746178,0.49825751781463623,-0.031227350037261885
-165.0,0.9602587819099426,0.5708370092203532,-0.06087615713477135,-0.6458268356358521,0.3478374183177948,-0.14921933758229117
-164.0,1.1470861434936523,0.6289535237965969,-0.03634309768676758,-0.584469563061118,0.20931293070316315,-0.26549774242539315
-163.0,1.3137284517288208,0.6720855226822146,-0.017540594562888145,-0.5097562430047887,0.08708827942609787,-0.37733096970159247
-162.0,1.443787932395935,0.6992197554217058,-0.0029004886746406555,-0.423442029587589,-0.015355938114225864,-0.4820918499913049
-161.0,1.5219831466674805,0.7097187886849866,0.011316221207380295,-0.3275546033789419,-0.0957459881901741,-0.5773193563907414
-160.0,1.5358121395111084,0.7033359807556692,0.03070879355072975,-0.22434653742885696,-0.15317966043949127,-0.6607764185871754
-159.0,1.477047085762024,0.6802212756013173,0.06205602362751961,-0.11624238015932957,-0.18816015124320984,-0.7305024757795708
-158.0,1.3428711891174316,0.6409176804122151,0.11234360933303833,-0.0057816982360364725,-0.20250360667705536,-0.7848595338791956
-157.0,1.1364904642105103,0.5863485093578218,0.1876325160264969,0.10444058255121955,-0.1991451382637024,-0.8225706450212995
-156.0,0.867099940776825,0.5177956932286406,0.2919207215309143,0.21183513689640493,-0.18187706172466278,-0.8427499054330592
-155.0,0.54917311668396,0.4368696645101298,0.42615005373954773,0.31387906801942395,-0.15504193305969238,-0.8449232669522753
-154.0,0.2011389434337616,0.34547152534407805,0.5875024795532227,0.4081751751792204,-0.12317728996276855,-0.8290396732957631
-153.0,-0.15639512240886688,0.2457483871219013,0.7691105604171753,0.49250826835446215,-0.09059352427721024,-0.7954722594659165
-152.0,-0.5026566386222839,0.14004293086554054,0.9602587819099426,0.5648972071556144,-0.06087615713477135,-0.7450095861191371
-151.0,-0.8187112212181091,0.03083837331587059,1.1470861434936523,0.6236414414781564,-0.03634309768676758,-0.678837114817032
-150.0,-1.0892030000686646,-0.0792998684228951,1.3137284517288208,0.6673609605708284,-0.017540594562888145,-0.5985093593410353
-149.0,-1.3036038875579834,-0.18778444327746843,1.443787932395935,0.6950287120414524,-0.0029004886746406555,-0.505913367287554
-148.0,-1.4568051099777222,-0.2920668478692321,1.5219831466674805,0.7059947292178461,0.011316221207380295,-0.4032243898285751
-147.0,-1.5489964485168457,-0.3896972955738145,1.5358121395111084,0.7000014000675044,0.03070879355072975,-0.2928547810370051
-146.0,-1.58490788936615,-0.4783822665413682,1.477047085762024,0.6771895189808653,0.06205602362751961,-0.17739732722628082
-145.0,-1.572607159614563,-0.5560383867212917,1.3428711891174316,0.6380949792505894,0.11234360933303833,-0.05956433760272508
-144.0,-1.5221060514450073,-0.6208413701732685,1.1364904642105103,0.5836361839466209,0.1876325160264969,0.05787607289593697
-143.0,-1.444022536277771,-0.6712688749192619,0.867099940776825,0.5150924709288591,0.2919207215309143,0.1721650117419798
-142.0,-1.348490834236145,-0.7061362655731576,0.54917311668396,0.43407405883384775,0.42615005373954773,0.28061762030755044
-141.0,-1.2444241046905518,-0.7246244426177769,0.2011389434337616,0.34248422005980894,0.5875024795532227,0.38068614616131297
-140.0,-1.139140248298645,-0.7262990845680087,-0.15639512240886688,0.2424745693766277,0.7691105604171753,0.4700197944868383
-139.0,-1.0382816791534424,-0.711120850986065,-0.5026566386222839,0.13639451851405182,0.9602587819099426,0.5465199526022173
-138.0,-0.9459236264228821,-0.6794463066611501,-0.8187112212181091,0.026736084133326246,1.1470861434936523,0.6083894902547672
-137.0,-0.8647674918174744,-0.6320195452428554,-1.0892030000686646,-0.08392465425482838,1.3137284517288208,0.6541749775356572
-136.0,-0.7963540554046631,-0.5699547091046253,-1.3036038875579834,-0.19298807116412553,1.443787932395935,0.68280082863757
-135.0,-0.7412533164024353,-0.49470981607805736,-1.4568051099777222,-0.29789206514512856,1.5219831466674805,0.6935945693553308
-134.0,-0.6992026567459106,-0.4080525079164446,-1.5489964485168457,-0.3961722472886453,1.5358121395111084,0.6863026347491878
-133.0,-0.6691749095916748,-0.3120185251195493,-1.58490788936615,-0.485519834280746,1.477047085762024,0.6610963258543825
-132.0,-0.6493770480155945,-0.20886388362279534,-1.572607159614563,-0.563835885994455,1.3428711891174316,0.6185677855028984
-131.0,-0.637213945388794,-0.10101187680890505,-1.5221060514450073,-0.6292806134767492,1.1364904642105103,0.5597160877927617
-130.0,-0.6292895674705505,0.009003852137145194,-1.444022536277771,-0.680316598994972,0.867099940776825,0.4859237679890305
-129.0,-0.6215452551841736,0.11859883019422801,-1.348490834236145,-0.7157449128238755,0.54917311668396,0.39892434421248957
-128.0,-0.6096233129501343,0.22519846855809036,-1.2444241046905518,-0.7347332783231014,0.2011389434337616,0.30076159389165313
-127.0,-0.5894642472267151,0.3262985444957402,-1.139140248298645,-0.7368356236553003,-0.15639512240886688,0.19374154164967394
-126.0,-0.5580307841300964,0.4195240301707314,-1.0382816791534424,-0.7220025608389157,-0.5026566386222839,0.08037828651936933
-125.0,-0.5139632225036621,0.5026848864412454,-0.9459236264228821,-0.6905825459632423,-0.8187112212181091,-0.03666505889457138
-124.0,-0.45796865224838257,0.573827510931481,-0.8647674918174744,-0.643313693310188,-1.0892030000686646,-0.15463892985788563
