row_index,raw_trial_index,original_trial_number,direction,heldout_fold_zero_based,delay,12_25Hz_log10_peak_psd,25_40Hz_log10_peak_psd,12_25Hz_peak_frequency_hz,25_40Hz_peak_frequency_hz,delta_2_4Hz_log10_integrated_power,theta_4_8Hz_log10_integrated_power,alpha_8_13Hz_log10_integrated_power,beta_13_30Hz_log10_integrated_power,low_gamma_30_55Hz_log10_integrated_power
171,206,122,6,3,short,4.247166098618901,4.6112602177578506,16.5,30.0,4.71637338377073,4.264191226002421,4.46918519199403,5.2979695157997115,5.236914914499274
172,203,362,6,3,short,4.118224808266099,4.068206431568711,23.3,25.0,5.457662768199001,4.87653846881816,4.1136968806348,5.1343746368384675,4.969281328438376
173,208,776,6,3,short,4.083145291295086,4.0020631252402135,23.3,25.0,6.655599679665698,5.878031359358568,3.652522693474324,4.947955008665268,4.692938438020465
174,178,455,6,2,short,3.9985442498790187,5.0296162720197595,25.0,30.3,2.8930259486493766,4.313108788055697,4.219646337965124,5.509883915911317,5.647478489596574
175,186,573,6,2,short,3.882927713288821,4.450713645285544,17.900000000000002,31.8,5.580691759870902,4.961664447525284,4.456731680596213,4.962129462708928,5.204062379596552
176,211,519,6,2,short,4.066942165564347,4.763397330504325,17.8,31.700000000000003,4.576417239665087,4.257358981795955,4.1477770708442145,5.167609023205307,5.447790634968326
177,201,320,6,4,short,4.1330957354521685,4.151226762582135,25.0,25.700000000000003,5.2838893390922275,5.097988596785703,4.452811321918181,5.214357138892195,4.910915378078352
178,180,377,6,1,short,4.023013811323647,4.473859418476674,16.900000000000002,31.0,2.755257521799532,3.9707171294182,4.628924734935433,5.14320341379703,5.479001294167922
179,207,635,6,4,short,4.259247922964042,4.116698562680433,22.8,25.0,6.291784722853668,4.931907057262341,4.265277548492878,5.327802255149053,4.883325287479903
180,181,498,6,0,short,3.937206743799496,4.936303290591544,18.900000000000002,31.900000000000002,3.873166789247317,3.5717020492384473,3.4874143424766455,5.21053030174571,5.62248445866398
181,190,243,6,1,short,3.89614018184707,4.870073604428236,18.1,32.6,4.363571228284421,4.438231234008357,4.59794946156324,4.807749160563392,5.6504170162352105
182,202,746,6,2,short,4.279184737807832,4.8789625329283615,16.900000000000002,30.8,3.798648136355865,4.069234453864533,3.8298654650829373,5.401153336150084,5.592445221841708
183,197,189,6,3,short,3.6992028280719147,4.199479658625314,16.0,37.2,4.289179216732652,4.049213005951969,4.266661050661533,4.708017186410029,5.1270604386471215
184,184,472,6,0,short,4.034369907687271,4.121386751926111,16.2,32.6,3.8867832945240055,3.4390947333836017,3.7022657044400615,5.037857433403468,4.868662097491665
185,176,610,6,2,short,4.438989672396563,4.625547606588234,13.8,33.9,4.178995416557432,3.992395730925483,5.08501897576729,5.6843844105370005,5.481330837233984
186,187,5,6,1,short,4.070794267835173,4.85808987593232,25.0,31.400000000000002,3.622678837573068,4.009157030505621,4.412602044201451,5.370970499880724,5.763506985171274
187,205,279,6,0,short,4.367643679884447,4.055155585146956,20.8,29.400000000000002,3.7087038174470233,3.7911959589034625,4.075259811085905,5.501287705456759,5.138131579012275
188,195,383,6,2,short,4.555827003068471,4.962351456951284,25.0,29.8,3.698898402206109,3.8953044350623864,4.466643878316264,5.831758591799544,5.481404963006259
189,194,393,6,2,short,4.393722273560312,4.558545949185267,25.0,33.300000000000004,4.3714881056442225,4.763814139787349,4.345579540730708,5.305882629995124,5.211994265151629
190,210,514,6,4,short,4.4132057199482215,5.344328414045353,25.0,30.1,4.490056784617246,4.286121279269274,3.7636303887802844,5.9225364820695034,5.871977451411841
191,189,740,6,0,short,4.069739274845414,4.800226070720242,20.0,29.900000000000002,4.387416152852496,4.869829153775772,4.63841718402247,5.513070982424802,5.389616197517679
192,200,250,6,0,short,4.263395435687535,4.220529053821293,21.400000000000002,33.0,4.364927958266904,4.618088563789746,4.796061230402487,5.130808172759134,5.193348912822535
193,199,684,6,3,short,4.115311553512317,4.984067111566756,25.0,29.900000000000002,5.693057483496706,4.939942203629561,3.76611416959439,5.523122476029223,5.601613810933659
194,191,127,6,3,short,4.015370127132457,4.264214190225722,22.6,33.300000000000004,4.630217270125963,4.330061848860234,3.9235104395768707,5.086357830314578,4.97377576224194
195,204,331,6,1,short,4.638300288525275,4.848900647777837,25.0,28.1,3.3094484422226293,4.207712985865505,3.395596815697925,5.460125817112937,5.598366531199305
196,177,145,6,0,short,4.196155599941606,3.8373997336268753,19.400000000000002,36.4,5.2999764591483896,4.790595609584891,4.111075751894481,5.017058244305676,4.9168786277207905
197,182,666,6,0,short,4.1389718328895,4.9779019428829105,25.0,30.3,6.008988930910751,5.177613374306826,4.325917328203976,5.464324619329262,5.608748063216749
