row_index,raw_trial_index,original_trial_number,direction,heldout_fold_zero_based,delay,model,n_points,optimizer_success,optimizer_status,optimizer_message,nfev,cost,optimality,flags,cloud_variance_sum,normalized_3d_set_error,rms_3d_set_distance,mean_3d_set_distance,active_bounds,near_bounds,native_mse,native_mean_error,native_frac_inside,native_r_squared,native_hole_quality,native_frac_in_hole,R1,R2,minor_radius,R1_in,R2_in,center_x,center_y,center_z,direction_x,direction_y,direction_z,u_axis_x,u_axis_y,u_axis_z,v_axis_x,v_axis_y,v_axis_z,fit_status,unusable_reason,usable,warnings
30,23,569,1,4,short,one_torus,494,True,2,`ftol` termination condition is satisfied.,29,6.237498835396831,0.4391268083720915,,2289.6087363945817,0.002649032099835426,0.11080536094300796,0.09057189099437458,0,0,0.012277828013710274,0.00805664806821785,0.9331983805668016,0.9996738479433382,0.06847507786336873,0.032388663967611336,6.498906152172921,1.7556358731368051,1.9223279043500265,0.44501310479683537,0.12021730311278458,-0.42154414530307627,-0.4159156144391494,-0.3507714371095437,0.4236817059740017,-0.7984870941471973,0.42768232661990685,-0.5692426656197973,-0.6019800025926384,-0.5599846998933405,0.7045967638723095,-0.006199754673443646,-0.7095808363961488,returned,,True,
31,22,276,1,2,short,one_torus,494,True,2,`ftol` termination condition is satisfied.,118,4.9428914104151,0.03348524082971638,,1384.3241210086949,0.0029419173885566687,0.09079682353450078,0.0724803028138479,0,0,0.008244063163955274,0.009373322340186367,0.9008097165991903,0.9995447286174671,0.1253823478655422,0.05263157894736842,4.672473692090985,1.5602868339828555,1.3628205944077159,0.5858457218544715,0.19563242658850574,0.05474366834784978,0.03806836165188954,0.009339737369347149,0.43473274066828305,-0.7896692415478332,0.43293178809586724,-0.5584650667891866,-0.6135320849777686,-0.5582966504260809,0.7064872351044212,0.0009325529915322259,-0.7077251705128398,returned,,True,
32,10,40,1,2,short,one_torus,494,True,2,`ftol` termination condition is satisfied.,39,4.185351627983499,1.2432493662139676,,1349.522680792314,0.0025965067956573227,0.08422118569925817,0.06475784496365637,0,0,0.00709320812058893,0.012215272593696803,0.8967611336032388,0.9991636641222493,0.14921372607843877,0.05060728744939271,3.7937699881678704,1.3599423545676865,1.0961769302348356,0.5660825558192317,0.2029220659769833,0.3277082610743434,0.38922002748900764,0.37695762693277834,-0.43515656233652084,0.787926832477716,-0.4356719785762767,-0.5569252625203396,-0.6157688673796899,-0.5573714685293685,-0.7074411765089671,9.287885165040427e-05,0.7067722215474568,returned,,True,
33,59,98,2,3,short,one_torus,494,True,3,`xtol` termination condition is satisfied.,39,4.14508142677145,18.7195637576006,,1456.0492644958713,0.0027623310360177047,0.09023238187839651,0.07422338976961891,0,0,0.00814188273944878,0.00829986969558756,0.9048582995951417,0.999510526825886,0.14048937218142687,0.03643724696356275,4.0562398208049935,1.291771659687711,1.149168176294759,0.5698585858423375,0.18148018947133107,-0.3540398626200841,-0.5229370701409752,-0.5986830801634719,-0.43049124221721285,0.7949045640584068,-0.4275558728551183,0.5616771454443574,0.606731190733529,0.5624909301264797,0.7065380914416706,0.001999057062830705,-0.7076721904319974,returned,,True,
34,43,260,2,3,short,one_torus,494,True,2,`ftol` termination condition is satisfied.,37,3.742507812321805,0.32659738824860973,,1562.8290203684542,0.002007414417006298,0.07969127559830338,0.06491078968105372,0,0,0.006350699406484746,0.006890517903250508,0.917004048582996,0.9997030524157853,0.13113244393081852,0.038461538461538464,3.9953775291268623,1.1842436689326035,1.1251012029304708,0.5239236198208117,0.15529276651677032,-0.20150541710771316,-0.2063496713309371,-0.17420569513319534,0.426578455047492,-0.797633056299837,0.4263945698371112,-0.565003889901328,-0.6031425663161936,-0.5630183381488425,0.7062587529255379,-0.0007430977398318523,-0.7079534036360113,returned,,True,
35,35,622,2,4,short,one_torus,494,True,2,`ftol` termination condition is satisfied.,51,3.0686109936791097,0.43299171789011986,,759.2742288901786,0.004535844057079338,0.08349585432755743,0.06353212754231782,0,0,0.006971557689888691,0.013229197847136899,0.8765182186234818,0.998489954565461,0.260382148687739,0.0728744939271255,2.5600535608715576,0.9309231173840774,0.645497167438073,0.666592246935694,0.24239576156764905,0.07113446349600115,-0.019123131681555956,-0.0998888045156764,0.43481544579546466,-0.7890561752976187,0.43396529852236304,0.5579369741574799,0.614320859831548,0.5579571793980457,-0.7068534932812579,-0.00048311414782677977,0.7073598134152115,returned,,True,
36,39,198,2,3,short,one_torus,494,True,2,`ftol` termination condition is satisfied.,58,4.3179040743892,0.0035018323886028824,,1216.2587344911744,0.003910938012081202,0.09812732905250383,0.08111575075929267,0,0,0.009628972706978364,0.0092242071251289,0.8825910931174089,0.9994640965354242,0.1760331676189691,0.07489878542510121,3.5676210315875156,1.4176677561908069,1.026928152742532,0.6280196310545806,0.24955654575361405,-0.24002191921815177,-0.26666693682179926,-0.2409556519397916,0.4432904593910731,-0.7819312218897625,0.43826605258253093,0.5514802174456618,0.6233516049654534,0.5543485783792352,-0.7066563085243207,-0.004042377995254609,0.707545419602815,returned,,True,
37,54,628,2,1,short,one_torus,494,True,4,Both `ftol` and `xtol` termination conditions are satisfied.,40,4.664568712502966,2658615.9693776774,,1364.8383112380802,0.0030346056411637108,0.09156473826004434,0.07262772236291937,0,0,0.008384101292630427,0.009796314501278472,0.8967611336032388,0.9994542467754692,0.121531590557757,0.06072874493927125,4.0391592652064965,1.810205138199482,1.2846204609269871,0.4908854500167681,0.21999710968126182,-0.31557627042725295,-0.5189924435485844,-0.6043891511412015,-0.4463516578876418,0.7779632803655093,-0.4422028176113243,0.5492692321956787,0.6283024553545611,0.5509440399501562,0.706451348687525,0.003026383530930266,-0.7077551362853546,returned,,True,
38,60,647,2,3,short,one_torus,494,True,2,`ftol` termination condition is satisfied.,29,4.052910071297001,0.49894833581206915,,1645.05083669242,0.0023241632348762003,0.0879750456215343,0.07314700711050102,0,0,0.007739608652111042,0.009453858285312765,0.8704453441295547,0.9996848990018602,0.12659962694938268,0.06275303643724696,3.6946680022418303,1.2025548462289017,1.0693090656915443,0.4677435907857633,0.15224299491879242,-0.22485120234670072,-0.22452970534483485,-0.21584054634442235,-0.4293952564494009,0.7970324089012402,-0.4246870058046257,0.5637225606175637,0.6039311935855808,0.5634571750036316,0.7055753598218971,0.0025401917857503166,-0.7086303401886572,returned,,True,
39,50,10,2,0,short,one_torus,494,True,3,`xtol` termination condition is satisfied.,49,5.016493203471932,7.1056424927086566,,1525.2561159322713,0.0035319623701583936,0.10442775631081418,0.08417043275007005,0,0,0.01090515628811079,0.007906030067794513,0.902834008097166,0.9995931063168512,0.1385041637485852,0.05060728744939271,4.401213194497237,1.7049894578310676,1.315117040071997,0.6095863529832176,0.23614813905709936,0.21363107144446356,0.18492631201138976,0.14678160610847432,-0.438906145629357,0.7848617610639711,-0.4374396088009055,-0.5546879192767707,-0.6196699674584734,-0.5552751062639323,-0.7068823859281587,-0.0010711902392155574,0.7073302941441044,returned,,True,
