permutation_index,peak_power,peak_frequency,power_frequency,all_bands,geometry
258,0.15869458278719856,0.13783788067198205,0.13171669127526522,0.15810076094901968,0.17662424571160606
259,0.1390722207212523,0.11805793474807065,0.11869877772245925,0.20107410033314396,0.135931255128123
260,0.17502274947773325,0.11464276464276464,0.12491344396891112,0.15577218645794033,0.1601492300083849
261,0.19837714612066093,0.10595425220922346,0.1646119566382084,0.2372502252450338,0.2056941630052208
262,0.10851061310436887,0.10519387731381774,0.11038739282821504,0.13696955445728237,0.19008154482824757
263,0.17106163959208454,0.14844117251162262,0.13275589601235518,0.13496793373371213,0.1828685410774963
264,0.07494756047457776,0.17833961660583666,0.14973197372756142,0.14207596325243385,0.18194865025525364
265,0.1659039323686855,0.16879836187515154,0.1997003838943137,0.17542512194464654,0.10165081593653023
266,0.17746876925576258,0.13312774335232963,0.15490945789180724,0.1828115037964412,0.18499750568716086
267,0.13906660509447966,0.12344710455690033,0.17429646377014796,0.17110494956836364,0.22505376696656296
268,0.09967482363315695,0.12855424734071783,0.15609297840288053,0.16268578547092097,0.1680343858077791
269,0.1705307038640372,0.12461032696889535,0.1456327532550666,0.18306685896929517,0.16520396447625776
270,0.12175127109373664,0.14370217590582332,0.15638393976701084,0.1730208177055853,0.1608668345759139
271,0.12232229414891956,0.13662021157154183,0.12710739498379053,0.12424999755090586,0.10590037263654789
272,0.1198526125757101,0.13148148148148148,0.16204174965473134,0.1396543919762199,0.16455213305668673
273,0.15297095172303446,0.162362406836081,0.14387849810959477,0.2055854028260785,0.1773656010471931
274,0.06790971721261498,0.16565427791930157,0.15335693633865224,0.1277025921873103,0.1540019405436792
275,0.12912249757985497,0.12707579617826817,0.13816408783907327,0.11839765173098506,0.15932250117032726
276,0.11232956868050714,0.12739069141950066,0.1362359177903019,0.18400062477239443,0.14627715252482565
277,0.1670608933168226,0.13582903643178887,0.20675377056632185,0.14070290173723185,0.19654665890957015
278,0.14808170552851402,0.15210467260174085,0.14881818165694488,0.14760722321715572,0.13572882936808425
279,0.12194857874360497,0.19882354844691305,0.1690018668371809,0.11084480104903544,0.15191041428215943
280,0.10716179345286204,0.16830667762871154,0.17913340405787445,0.22665003009830595,0.1949600006829305
281,0.1472289159481278,0.13950790565957116,0.16237447968887675,0.18542049978939043,0.19391878146089048
282,0.16567258172449809,0.11219130076272933,0.16446223304378949,0.14526962735225327,0.17447830977974357
283,0.1756192917188192,0.15628016493163768,0.1734979751126101,0.12627169127169127,0.17581085294814444
284,0.12156032065942968,0.15098186812801886,0.14044414466975896,0.1274664680669062,0.20547071636473224
285,0.12687139746367607,0.12219156174945266,0.10290147473991806,0.19202055852138766,0.14406621325346794
286,0.15046016577706764,0.12690985001856772,0.14838042500254534,0.1610694521584084,0.18517437538282586
287,0.11971467537166554,0.11846108998364635,0.17708124967305564,0.18309766981019882,0.209387828487813
288,0.18435825476493564,0.15301196013073945,0.13521030071662984,0.11379959151698282,0.08437431398891844
289,0.1568499847416416,0.16675724699297909,0.1739011577695639,0.15444760166712573,0.22986659603672024
290,0.18132607283983435,0.11392988236740342,0.12917927869111914,0.13717487549766458,0.15685318426328634
291,0.10607108701626931,0.1397368563538903,0.10418127674428639,0.13678491176688726,0.16517572382254142
292,0.13199615914748256,0.13502714267413984,0.1625370762557993,0.1961036429457482,0.16018813402379906
