resample_index,peak_power,peak_frequency,power_frequency,all_bands,geometry
260,0.1896436349530196,0.20353754304797023,0.21085086306582046,0.17800493676357834,0.22845829832336575
261,0.14315928743920145,0.15576715357417112,0.18930161789975042,0.21277409804807065,0.20596218020022247
262,0.20538826733575985,0.12609698097601324,0.19938910505713717,0.2323875891232149,0.24991284418279328
263,0.16256678265297075,0.18970300165468304,0.2220969710275185,0.2495621136156915,0.21094957745568188
264,0.20500827111471373,0.16474267813334126,0.20127381514722095,0.2089684518633036,0.2724184595120524
265,0.1879393522979288,0.1408694431553059,0.20459199653189475,0.24293637516606623,0.24355810470391048
266,0.1627111759170839,0.19788180904684785,0.16512287772450374,0.20091161868518634,0.18151818941292622
267,0.17280837936010351,0.17559505464471467,0.19854817212354747,0.20087859578275183,0.23185830326887702
268,0.18830386844188998,0.15669277289459846,0.1847103792128573,0.20677673363967708,0.23878776413001787
269,0.18071830621212978,0.21857052820569015,0.2441853253181826,0.21430950732719337,0.20370584922014523
270,0.15399120115382658,0.1662850534016785,0.19170589390179024,0.2484595031587513,0.19815903659474665
271,0.15817968501954774,0.17348979910764117,0.1813739326170832,0.21670147641855733,0.26467627418441614
272,0.16236541236541235,0.2054134324947964,0.19548828457450926,0.2454040911795482,0.26013697723888224
273,0.14758288149039747,0.16367373910113653,0.1974730843288984,0.2409850587694391,0.22981731042119613
274,0.215394154717463,0.13095262634526122,0.2197544649429838,0.22304024866651642,0.2505663614838807
275,0.1561131876344096,0.15549938654128262,0.17514467156104727,0.23732381413540835,0.20343612859291257
276,0.11845829608987501,0.14957295198781265,0.15031045785762767,0.23725090715403307,0.2443000328724881
277,0.2002021183050028,0.1802076734727954,0.16049719630674922,0.24243205111313268,0.26531066575281753
278,0.13134920380725434,0.16125386017303145,0.1816723349510235,0.22811052678204172,0.22025552122918332
279,0.16319840718938342,0.18905171878778573,0.2199075003330759,0.2245612369241482,0.2099247611648718
280,0.15108152414060602,0.1729693504093888,0.15908666598899432,0.22933744333203357,0.2365360649086171
