row_index,raw_trial_index,original_trial_number,direction,heldout_fold_zero_based,delay,status,failure_reason,elapsed_seconds,centered_rms,geometry_usable,R1,R2,longest_H1_lifetime,normalized_H1_lifetime,H0_intervals,H0_infinite,H1_intervals,H1_infinite,H2_intervals,H2_infinite
41,49,670,2,4,short,success,,10.98136806092225,1.674765541949961,True,4.100922656180374,1.3297200689680546,0.7562614679336548,0.45156259129449566,494,1,157,0,10,0
42,55,150,2,3,short,success,,11.5247238650918,1.6950758283795906,True,4.235753721224731,1.390710593067653,0.6892837584018707,0.40663889299913636,494,1,146,0,7,0
43,38,521,2,4,short,success,,16.026992384926416,1.7390054897724136,True,4.850625147200376,1.523765335183271,1.290241003036499,0.7419418803590752,494,1,151,0,5,0
44,65,131,2,0,short,success,,9.693346948944964,1.6695867216575924,True,3.647399802539301,1.2453672139209748,0.6727443635463715,0.40294065280925334,494,1,147,0,2,0
45,41,579,2,2,short,success,,8.107727997936308,1.6449721302932905,True,3.2477030996423544,1.1642241068254493,0.4754820168018341,0.289051715859197,494,1,156,0,8,0
46,66,419,2,1,short,success,,17.216590099968016,1.9004806362836963,True,4.765094959601797,1.8249960421529872,0.6656970083713531,0.3502782378636035,494,1,159,0,8,0
47,58,580,2,3,short,success,,9.514573774999008,1.5750176203276574,True,3.5258161940954347,1.358781891702879,0.49795469641685486,0.3161581749880762,494,1,146,0,3,0
48,44,428,2,2,short,success,,13.939747266005725,1.8024642389987096,True,4.261298963767636,1.3005205503706354,0.8778026700019836,0.4870014344859422,494,1,148,0,5,0
49,36,543,2,4,short,success,,11.702049001934938,1.8447992824772534,True,4.05118711841986,1.1783444287427065,0.5408686399459839,0.29318563004842935,494,1,144,0,4,0
50,61,387,2,4,short,success,,9.3212823580252,1.593667805618259,True,3.659670035887765,1.652100482287081,1.0735624134540558,0.6736425305633693,494,1,158,0,8,0
51,45,158,2,1,short,success,,14.20693474903237,1.8197187463303404,True,3.983030294324811,1.4769268715231838,0.8055690377950668,0.4426887613372033,494,1,141,0,4,0
52,51,275,2,4,short,success,,11.661909629940055,1.5396144270679493,True,3.636135189372142,1.4263014432797738,0.3346298635005951,0.217346536650651,494,1,198,0,11,0
53,63,254,2,0,short,success,,15.855603136005811,2.0479539281831984,True,4.966253601619344,1.1966487056366897,1.0250362753868103,0.5005172534795013,494,1,117,0,5,0
54,62,220,2,0,short,success,,10.250558790983632,1.4933297953817302,True,3.223342668346199,1.106177557511889,0.8663782179355621,0.5801653597316027,494,1,172,0,6,0
55,64,589,2,2,short,success,,10.415574222919531,1.979524436180056,True,4.422726184650805,1.2480261843894132,0.8089728951454163,0.408670325235547,494,1,147,0,4,0
56,53,530,2,3,short,success,,11.892289572046138,1.640099018112373,True,3.795551159563795,1.4490234055087885,0.4386211335659027,0.26743576376914224,494,1,189,0,6,0
57,56,531,2,0,short,success,,10.828745704959147,1.6793152246031828,True,4.407099287508726,1.4504806960723342,0.45887449383735657,0.27325095795864485,494,1,159,0,4,0
58,67,91,2,1,short,success,,13.76717948098667,1.6960092493807717,True,3.8343091391806494,1.4036593913111126,0.4285942167043686,0.25270747601220467,494,1,172,0,7,0
59,37,96,2,2,short,success,,11.572071232018061,1.5066246068504523,True,3.704352422675682,1.5338580145640364,0.4553259313106537,0.3022159131347902,494,1,145,0,3,0
60,47,197,2,1,short,success,,16.519371613045223,2.027657740456482,True,6.3025330743285535,1.6758187913836886,1.4517582058906555,0.7159779369687038,494,1,155,0,10,0
61,57,281,2,2,short,success,,10.078062121989205,1.7092346540550527,True,3.839100964346448,1.4024418109359515,0.6853950023651123,0.40099526459930784,494,1,155,0,1,0
62,48,401,2,4,short,success,,9.846650484018028,1.5610906774433417,True,4.062541078006026,1.380910937590955,0.961264967918396,0.6157649788112863,494,1,161,0,14,0
63,42,34,2,2,short,success,,11.701701206970029,1.838698090673291,True,4.29577240666284,1.5637612694914875,0.6052885353565216,0.32919408489453433,494,1,147,0,5,0
64,34,479,2,0,short,success,,10.394479610957205,1.7422935654628355,True,4.240828762551521,1.479258123578659,0.765449196100235,0.43933422660428384,494,1,145,0,4,0
65,40,117,2,1,short,success,,10.698578136973083,1.6684447684607644,True,3.829074079443158,1.5921526777357813,0.6702609062194824,0.401727955812308,494,1,160,0,5,0
66,87,663,3,4,short,success,,10.056995833059773,2.445066602249091,True,6.47569419934022,1.735489363922348,0.8910265564918518,0.3644181126486462,494,1,157,0,12,0
67,77,14,3,4,short,success,,12.194134318968281,1.664332542638876,True,3.7117412040180255,1.2379847786117524,0.4998546540737152,0.30033340168976846,494,1,162,0,9,0
68,76,540,3,0,short,success,,13.861839312012307,1.824828022551699,True,4.038996615458417,1.1424432523265309,0.6607582569122314,0.36209344044831027,494,1,139,0,4,0
69,85,128,3,1,short,success,,11.035074006998911,1.5327436533939376,False,,,0.49621888995170593,0.3237455192542692,494,1,152,0,4,0
70,68,420,3,2,short,success,,12.434938961989246,1.506503017305348,True,3.351100002620685,1.1505067842288408,0.8962308466434479,0.5949080993189899,494,1,147,0,4,0
71,83,503,3,3,short,success,,11.337321590050124,1.6300316450333459,True,4.064116532888532,1.39942298092939,0.8043522238731384,0.49345804194904674,494,1,176,0,7,0
72,84,636,3,2,short,success,,10.66429236298427,1.86198773525395,True,4.477049340562913,1.3780837621610194,1.012841284275055,0.5439570116915496,494,1,148,0,3,0
73,72,307,3,3,short,success,,10.287997065926902,1.6043463930464326,True,3.887727743599786,1.4631702471025778,0.8926550149917603,0.5563979318061927,494,1,167,0,7,0
74,69,612,3,3,short,success,,13.466093308990821,1.716209589042823,True,4.0163195416600965,1.0253196822691286,0.9095153212547302,0.5299558556609579,494,1,132,0,7,0
75,99,609,3,2,short,success,,13.630406293901615,1.8963078568579383,True,5.084321778904226,1.4588984905083795,0.8947549760341644,0.47184056786893064,494,1,149,0,6,0
76,93,46,3,4,short,success,,10.085053772083484,1.8057462768896673,True,3.4202310114227763,1.089063914842,0.5381266623735428,0.29800790358014556,494,1,159,0,3,0
77,89,615,3,0,short,success,,10.481517657986842,1.691393630924345,True,4.021045152621225,1.3182717181026848,0.5526655912399292,0.3267516095220827,494,1,162,0,7,0
78,82,510,3,4,short,success,,12.053095672978088,1.91642855813354,True,4.381450340967027,1.2555360512824791,0.5314069092273712,0.2772902266416455,494,1,141,0,4,0
79,96,43,3,0,short,success,,11.836506752995774,1.4901147221819624,True,3.7663494654357033,1.3699758474029191,0.5259990990161896,0.3529923509821939,494,1,184,0,10,0
80,86,147,3,3,short,success,,11.934069197974168,1.7090137981904872,True,3.661839604240635,1.463562641221524,0.5247409641742706,0.30704314074577344,494,1,156,0,10,0
81,94,406,3,4,short,success,,10.077534578973427,2.143829386765557,True,5.517447598965513,1.5957467755917456,1.299720287322998,0.6062610650579404,494,1,150,0,10,0
82,74,200,3,1,short,success,,9.974115172051825,1.6880070145977184,True,3.596435616882279,1.2964215442791212,0.36749374866485596,0.21770866204157105,494,1,147,0,3,0
83,79,48,3,0,short,success,,12.334325131960213,2.2671132747482625,True,5.695187966212552,1.4101069209067292,1.1319156885147095,0.49927619458731987,494,1,129,0,8,0
84,80,177,3,2,short,success,,10.968913813005202,1.585482520332904,True,3.596533520163289,1.2759905291379128,0.47373029589653015,0.29879250626936016,494,1,170,0,7,0
85,97,319,3,3,short,success,,11.531388866016641,1.423848529796532,True,3.027842546586254,1.210756971403956,0.41574667394161224,0.2919879925718099,494,1,138,0,11,0
86,88,137,3,3,short,success,,11.279829944949597,1.5095969578286343,True,4.136065565816736,1.3160983877889372,0.4573904275894165,0.30298844020414245,494,1,145,0,5,0
87,71,309,3,2,short,success,,10.991029690951109,1.5644618296822395,True,3.1229186849480235,1.1626743907860362,0.4166235625743866,0.2663047155704705,494,1,154,0,4,0
88,91,416,3,0,short,success,,11.714678151067346,1.6784702548253971,True,3.973404971203653,1.5358426392814233,0.6253877878189087,0.37259390568346096,494,1,164,0,5,0
89,98,669,3,1,short,success,,9.36728421796579,2.4319558939608026,True,5.303393309817403,1.256116051144287,0.7702778279781342,0.3167318247386559,494,1,154,0,5,0
90,78,572,3,1,short,success,,10.566273615928367,1.8995987672866055,True,4.128325601907313,1.1323574442269144,0.6142806112766266,0.3233738733964686,494,1,151,0,6,0
91,100,477,3,0,short,success,,10.13030683400575,1.6675607031837767,True,3.935958748826618,1.2796452682627826,1.1081563830375671,0.6645373574238279,494,1,152,0,8,0
92,95,323,3,1,short,success,,12.594583760015666,1.624620018185195,True,4.140320987312797,1.3299741450480995,0.7642902135848999,0.47044244502087396,494,1,135,0,1,0
93,92,196,3,2,short,success,,14.945240869070403,1.8517859717550447,True,5.130775216777794,1.40620741131849,1.649124264717102,0.8905587848006709,494,1,142,0,13,0
94,90,494,3,3,short,success,,11.538182427058928,1.900021831741347,True,4.502402442731473,1.2589436093596524,0.8622924089431763,0.4538328952530486,494,1,132,0,7,0
95,75,51,3,4,short,success,,11.20123342901934,1.95589378837747,True,4.55131999060241,1.5748944086645649,0.8821450024843216,0.45101886806241825,494,1,173,0,12,0
96,81,432,3,1,short,success,,11.503241505939513,1.3863806364793296,True,3.383625036767784,1.2739263971327104,0.3865295946598053,0.2788048134034713,494,1,167,0,5,0
97,70,144,3,2,short,success,,9.907294103992172,1.7515062796062744,True,3.426222929712408,1.1418478215676455,0.48859938979148865,0.2789595421269755,494,1,180,0,10,0
98,73,216,3,1,short,success,,9.159606761997566,1.4055898744690074,True,2.887669071911387,1.1390123988038852,0.4799150824546814,0.3414332239950006,494,1,163,0,7,0
99,114,312,4,2,short,success,,10.915195466019213,1.5895160629837661,True,3.8997679209836313,1.3288668123138678,0.7630190849304199,0.48003232096825477,494,1,151,0,6,0
100,101,400,4,2,short,success,,10.485568374977447,1.8846920099430595,True,4.250989698351498,1.6093895137749097,0.5273477435112,0.27980579358806335,494,1,178,0,12,0
101,106,333,4,2,short,success,,10.481897598016076,1.5735729527825284,True,3.392998060113353,1.2270318188278015,0.7378237247467041,0.46888434593516626,494,1,155,0,0,0
102,109,459,4,4,short,success,,11.586590094026178,1.6344480985616685,True,3.744871751938514,1.2835529428397678,0.6396077871322632,0.39132951832188784,494,1,149,0,3,0
103,121,606,4,1,short,success,,10.535129774012603,1.5865747974284077,True,3.230595323705892,1.1832041264738773,0.42883437871932983,0.27028941806866214,494,1,180,0,9,0
104,125,86,4,0,short,success,,18.021298414096236,1.8361162583841484,True,4.561988877382166,1.252521331450308,0.8771233558654785,0.4777057835310386,494,1,141,0,2,0
105,110,242,4,0,short,success,,10.15009488502983,1.7053066662401668,True,4.014899553189594,1.3110078402267138,0.6091736257076263,0.35722233294890166,494,1,158,0,8,0
106,115,248,4,1,short,success,,10.77419720008038,1.7184360425891065,True,4.031594431074743,1.518104613180496,0.5704447031021118,0.3319557370564941,494,1,167,0,9,0
107,103,89,4,4,short,success,,11.687230179086328,1.6921368748817844,True,3.580415995195004,1.3688537627163595,0.4094017744064331,0.24194365153530184,494,1,157,0,7,0
108,133,691,4,4,short,success,,12.310787284979597,2.1376515250266306,True,5.028933889290265,1.3707300268193046,0.8437725901603699,0.3947194293746537,494,1,144,0,6,0
109,102,94,4,3,short,success,,9.697158282971941,1.7689115461315232,True,3.6389072641817664,1.171668483883855,0.43403610587120056,0.2453690275358341,494,1,148,0,4,0
110,119,17,4,0,short,success,,11.104882680927403,1.686898443342417,True,3.9055577623408575,1.517812526349492,0.558029443025589,0.3308020380408382,494,1,164,0,6,0
111,105,109,4,4,short,success,,11.545027790940367,1.7893435998159481,True,4.484342052569348,1.5326821246610929,0.8296761512756348,0.46367626170902854,494,1,156,0,10,0
112,127,695,4,3,short,success,,10.019514110055752,1.3968892600789273,True,3.31136927096114,1.061751021638547,0.3615948557853699,0.25885720945763374,494,1,155,0,5,0
113,134,116,4,2,short,success,,14.260180165991187,1.386463874269496,True,3.3771648115247754,1.2499375825244277,0.588513195514679,0.42447063096018744,494,1,158,0,7,0
114,116,361,4,1,short,success,,11.489849279052578,1.6191700575476589,True,4.014403932263308,1.2607029519404704,0.8494652509689331,0.5246300393273731,494,1,152,0,9,0
115,111,283,4,3,short,success,,10.545428954064846,1.8436562269053491,True,4.448450663072848,1.4655677297002574,0.67207270860672,0.3645325515672848,494,1,148,0,4,0
116,123,511,4,2,short,success,,11.76928313006647,1.7391105403290679,True,4.480659414861992,1.4420171201197796,0.86032834649086,0.4946944581958959,494,1,132,0,11,0
117,120,206,4,4,short,success,,13.211893512983806,1.9529385727098045,True,5.758215452789354,2.0465845923372914,1.051669180393219,0.5385060211770885,494,1,154,0,6,0
118,117,520,4,2,short,success,,12.242249367991462,1.8034451595161614,True,4.522581738112112,1.4181649629632378,0.6981206834316254,0.3871039159399342,494,1,137,0,6,0
119,124,119,4,0,short,success,,12.506926475092769,1.9840082200218483,True,4.78600351339852,1.5733430410568694,0.9459648132324219,0.47679480542777425,494,1,159,0,16,0
120,112,85,4,0,short,success,,12.89046728296671,1.982794019257012,True,4.776232395642039,1.3259245394462882,0.7116223871707916,0.35889879647581807,494,1,137,0,2,0
121,132,199,4,3,short,success,,16.00145896500908,1.7726616174368615,True,3.881717667670232,1.0524066838337198,0.644869938492775,0.36378625911989315,494,1,128,0,13,0
122,107,536,4,0,short,success,,11.293463322916068,1.6784094113654169,True,3.728864693443359,1.422932694698654,0.5594841539859772,0.33334188321240793,494,1,174,0,12,0
123,118,339,4,1,short,success,,12.917853330960497,1.5673591852991051,True,3.80505637442287,1.2494938102746194,1.0428500175476074,0.6653548384626312,494,1,127,0,5,0
124,104,701,4,0,short,success,,11.023180395946838,1.5606017006902457,True,3.767563026906073,1.255785732382655,0.7679324746131897,0.49207461088472304,494,1,177,0,5,0
125,131,704,4,4,short,success,,12.358261149027385,1.6943374379458753,True,4.011820497292743,1.0737799056215012,0.7195055484771729,0.42465304275485005,494,1,148,0,5,0
126,108,592,4,3,short,success,,14.562441478017718,1.5567015119997183,True,3.846071511088664,1.2614246195027268,1.7040981650352478,1.0946852379209073,494,1,125,0,5,0
127,122,440,4,1,short,success,,10.922144685056992,1.4529102156057407,True,3.0908569917067177,1.1787983620285536,0.3298589587211609,0.22703327100197832,494,1,150,0,3,0
128,130,388,4,3,short,success,,8.151666395016946,1.4257084509593911,True,2.9716342316163447,1.1105558177771349,0.42784588038921356,0.30009352901100256,494,1,144,0,8,0
129,126,121,4,1,short,success,,12.436769554042257,1.7152401530507704,True,4.104633802715354,1.472112368998294,0.6188729703426361,0.3608083505052588,494,1,179,0,10,0
130,129,291,4,1,short,success,,10.834276332054287,1.5176571115976243,True,3.6237615427211742,1.1905286163792397,0.5629306137561798,0.3709208156798921,494,1,163,0,6,0
131,128,573,4,4,short,success,,10.993085743044503,1.6361338863411112,True,3.55699376075182,1.1332771238839283,0.4993237555027008,0.3051851438755659,494,1,139,0,5,0
132,164,705,5,2,short,success,,11.299904876970686,1.6705198117882174,True,3.701714977070394,1.52909871264833,0.6135246753692627,0.36726572833189675,494,1,177,0,8,0
133,158,45,5,4,short,success,,7.888602543971501,1.4134367558914263,True,2.6057419231845667,1.0578640183880152,0.5190397053956985,0.3672182028889935,494,1,157,0,3,0
134,136,410,5,0,short,success,,10.519914634060115,1.2504507202871067,True,2.878743099669464,0.9701321186693664,0.6408684849739075,0.5125099890595948,494,1,144,0,6,0
135,169,142,5,3,short,success,,11.379365258966573,1.589452072339143,True,3.471637999298065,1.2635079951058814,0.37074369192123413,0.2332525141041989,494,1,165,0,6,0
136,166,706,5,3,short,success,,9.970770688960329,1.3941341414232793,True,3.0169155329808754,0.9397512660384856,0.36666713654994965,0.26300707059337713,494,1,164,0,2,0
137,165,328,5,1,short,success,,11.474110709037632,1.7038729228061245,True,4.218505777026001,1.4720073425728315,0.6232632398605347,0.36579209136915947,494,1,167,0,5,0
138,154,143,5,3,short,success,,9.485812218976207,1.652086090722345,True,3.6075676760503255,1.1640158362417636,0.4113926291465759,0.24901403834633212,494,1,150,0,3,0
139,145,44,5,2,short,success,,9.77017288398929,1.6274388511443905,True,3.541409238102432,1.3342762490314173,0.445920467376709,0.274001365435724,494,1,176,0,13,0
140,139,164,5,4,short,success,,10.388972681947052,1.4435536669874032,True,3.119508327780789,1.0805581999902865,0.4327782988548279,0.2998006300368495,494,1,166,0,5,0
141,152,560,5,2,short,success,,14.543039347045124,1.8762862521159864,True,4.73718308779593,1.1773879003482877,0.8044310808181763,0.4287357965294353,494,1,156,0,5,0
142,155,194,5,0,short,success,,8.959255527937785,1.5913905498644387,True,2.958358646874622,1.0746629150402245,0.5085722506046295,0.31957727199520686,494,1,158,0,1,0
143,149,243,5,1,short,success,,10.3234885398997,1.628480319095896,True,3.6289711677205383,1.0399575121989442,0.44455596059560776,0.2729882304272596,494,1,140,0,8,0
144,141,403,5,1,short,success,,10.84982024494093,1.4946140547551166,True,3.4861713578911004,1.1714464532497528,0.43704238533973694,0.2924115318929901,494,1,173,0,5,0
145,167,568,5,0,short,success,,11.082023512921296,1.5589327055925022,True,3.1261718175198308,1.030900976721736,0.4241240918636322,0.2720605516467343,494,1,152,0,11,0
146,138,581,5,2,short,success,,11.597432721988298,2.9894024924239915,True,7.23595415651555,1.9594123851280925,0.8381224721670151,0.28036454585525344,494,1,129,0,14,0
147,163,63,5,2,short,success,,14.35700903099496,1.9584043412930774,True,5.612482162898575,1.3281879997017492,1.0075364112854004,0.5144680238097069,494,1,160,0,6,0
148,143,294,5,3,short,success,,13.73577780998312,1.5772585607869456,True,4.29013824491075,1.7548354692136776,0.3734327554702759,0.23676064581571085,494,1,139,0,2,0
149,146,367,5,1,short,success,,9.009823695989326,1.443498380897338,True,2.9703913136939786,1.0936379558642528,0.4218188375234604,0.29221982033761645,494,1,164,0,4,0
150,151,436,5,4,short,success,,13.799885778920725,1.8743123054758302,True,4.2172968785916325,1.366141616588444,0.579275518655777,0.30906029745598707,494,1,141,0,5,0
151,162,241,5,1,short,success,,11.810577290016226,1.4480321077850034,True,3.5631189208396044,1.1849714371665805,0.5617620646953583,0.38794862467149516,494,1,138,0,8,0
152,150,457,5,0,short,success,,8.428702410077676,1.750169823882284,True,3.4801389032087853,1.26769979296236,0.3908962160348892,0.22334759215982278,494,1,160,0,8,0
153,156,36,5,3,short,success,,9.686437361058779,1.5883405776157833,True,3.776472404011125,1.24164459657657,0.48941224813461304,0.3081280268424906,494,1,160,0,3,0
154,147,485,5,4,short,success,,9.005959394038655,1.4813866514189107,True,2.8129498150638783,1.0592467409373123,0.47865913808345795,0.32311560093037545,494,1,159,0,2,0
155,159,700,5,4,short,success,,11.831847860012203,1.7319692072370947,True,5.263725455834066,1.4003707539046646,1.5482027530670166,0.8938973895135067,494,1,138,0,2,0
156,168,6,5,4,short,success,,11.000586063950323,1.7246089699011964,True,3.8639978740663854,1.3573345343677043,0.8706988394260406,0.5048673958108448,494,1,169,0,8,0
157,161,157,5,0,short,success,,11.398422227008268,1.8185142094061884,True,4.333821329419456,1.4629758640715045,0.7159734964370728,0.3937134462484428,494,1,148,0,8,0
158,157,476,5,4,short,success,,8.889168547932059,1.6738279686596884,True,3.499154291295504,1.2792074451414213,0.3939323127269745,0.2353481481387925,494,1,162,0,7,0
159,142,271,5,2,short,success,,10.307705951971002,1.7785569787772069,True,4.415694723165707,1.2069774367650543,0.6729640364646912,0.37837642791032045,494,1,122,0,3,0
160,135,399,5,1,short,success,,12.1109757500235,1.9938758401365924,True,4.69165431609586,1.0397082033728025,0.6397645473480225,0.32086478729999296,494,1,161,0,6,0
161,137,300,5,3,short,success,,10.471523778047413,1.5707037717395282,True,3.4535842533693897,1.2425657768625666,0.4328434020280838,0.2755729054809087,494,1,152,0,5,0
162,148,446,5,2,short,success,,10.186978637007996,1.538162413643291,True,3.378831808797252,1.2496722910295297,0.9614686965942383,0.6250761870568036,494,1,167,0,13,0
163,144,542,5,3,short,success,,10.794981951010413,1.634037405250677,True,3.404504327820824,1.3050092488617135,0.6222869008779526,0.38082781879922006,494,1,185,0,11,0
164,140,693,5,0,short,success,,10.645018749055453,1.7577717079802173,True,3.869656594623193,1.0119913733629051,0.41450050473213196,0.2358102038224391,494,1,152,0,12,0
165,190,258,6,0,short,success,,9.427764946012758,1.5164389569166188,True,3.437096099978564,1.237699828298487,0.48191602528095245,0.31779454298696874,494,1,181,0,9,0
166,185,550,6,3,short,success,,11.5707184310304,1.4442889154580556,True,3.153410423644047,1.105611290096192,0.4108825922012329,0.2844878111322496,494,1,171,0,3,0
167,171,100,6,3,short,success,,9.722670897957869,1.7477374811066917,True,4.098556155159456,1.2798179602980178,0.7759021818637848,0.4439466397278799,494,1,171,0,7,0
168,178,129,6,4,short,success,,10.460426734993234,1.6930678291384187,True,4.024630389619746,1.2483038755794813,0.5832902491092682,0.34451676363497935,494,1,160,0,12,0
169,186,186,6,4,short,success,,14.407478176057339,2.3056851623357653,True,6.283208829698364,2.050330663749552,1.9180466532707214,0.8318770856501726,494,1,140,0,3,0
