origin_ms,x_lag_0_ms,x_lag_1_ms,x_lag_2_ms,x_lag_3_ms,x_lag_4_ms,x_lag_5_ms,x_lag_6_ms,x_lag_7_ms,x_lag_8_ms
-100,-0.050634217,0.1605148,0.39744267,0.6573943,0.93527806,1.2235662,1.5125424,1.7908947,2.0465968
-99,-0.23518871,-0.050634217,0.1605148,0.39744267,0.6573943,0.93527806,1.2235662,1.5125424,1.7908947
-98,-0.39367345,-0.23518871,-0.050634217,0.1605148,0.39744267,0.6573943,0.93527806,1.2235662,1.5125424
-97,-0.5272707,-0.39367345,-0.23518871,-0.050634217,0.1605148,0.39744267,0.6573943,0.93527806,1.2235662
-96,-0.63716847,-0.5272707,-0.39367345,-0.23518871,-0.050634217,0.1605148,0.39744267,0.6573943,0.93527806
-95,-0.724032,-0.63716847,-0.5272707,-0.39367345,-0.23518871,-0.050634217,0.1605148,0.39744267,0.6573943
-94,-0.78765666,-0.724032,-0.63716847,-0.5272707,-0.39367345,-0.23518871,-0.050634217,0.1605148,0.39744267
-93,-0.82683057,-0.78765666,-0.724032,-0.63716847,-0.5272707,-0.39367345,-0.23518871,-0.050634217,0.1605148
-92,-0.8394088,-0.82683057,-0.78765666,-0.724032,-0.63716847,-0.5272707,-0.39367345,-0.23518871,-0.050634217
-91,-0.8225818,-0.8394088,-0.82683057,-0.78765666,-0.724032,-0.63716847,-0.5272707,-0.39367345,-0.23518871
-90,-0.7733003,-0.8225818,-0.8394088,-0.82683057,-0.78765666,-0.724032,-0.63716847,-0.5272707,-0.39367345
-89,-0.6888058,-0.7733003,-0.8225818,-0.8394088,-0.82683057,-0.78765666,-0.724032,-0.63716847,-0.5272707
-88,-0.5672063,-0.6888058,-0.7733003,-0.8225818,-0.8394088,-0.82683057,-0.78765666,-0.724032,-0.63716847
-87,-0.40803874,-0.5672063,-0.6888058,-0.7733003,-0.8225818,-0.8394088,-0.82683057,-0.78765666,-0.724032
-86,-0.21276581,-0.40803874,-0.5672063,-0.6888058,-0.7733003,-0.8225818,-0.8394088,-0.82683057,-0.78765666
-85,0.014840279,-0.21276581,-0.40803874,-0.5672063,-0.6888058,-0.7733003,-0.8225818,-0.8394088,-0.82683057
-84,0.26847932,0.014840279,-0.21276581,-0.40803874,-0.5672063,-0.6888058,-0.7733003,-0.8225818,-0.8394088
