origin_ms,x_lag_0_ms,x_lag_1_ms,x_lag_2_ms,x_lag_3_ms,x_lag_4_ms,x_lag_5_ms,x_lag_6_ms,x_lag_7_ms,x_lag_8_ms
-107,0.2614565,0.3455342,0.44321182,0.5532323,0.6727556,0.79761225,0.9227385,1.0426929,1.1521635
-106,0.19066276,0.2614565,0.3455342,0.44321182,0.5532323,0.6727556,0.79761225,0.9227385,1.0426929
-105,0.13156664,0.19066276,0.2614565,0.3455342,0.44321182,0.5532323,0.6727556,0.79761225,0.9227385
-104,0.08186759,0.13156664,0.19066276,0.2614565,0.3455342,0.44321182,0.5532323,0.6727556,0.79761225
-103,0.039256174,0.08186759,0.13156664,0.19066276,0.2614565,0.3455342,0.44321182,0.5532323,0.6727556
-102,0.0021237766,0.039256174,0.08186759,0.13156664,0.19066276,0.2614565,0.3455342,0.44321182,0.5532323
-101,-0.02987287,0.0021237766,0.039256174,0.08186759,0.13156664,0.19066276,0.2614565,0.3455342,0.44321182
-100,-0.05551306,-0.02987287,0.0021237766,0.039256174,0.08186759,0.13156664,0.19066276,0.2614565,0.3455342
-99,-0.072052196,-0.05551306,-0.02987287,0.0021237766,0.039256174,0.08186759,0.13156664,0.19066276,0.2614565
-98,-0.07561722,-0.072052196,-0.05551306,-0.02987287,0.0021237766,0.039256174,0.08186759,0.13156664,0.19066276
-97,-0.06191473,-0.07561722,-0.072052196,-0.05551306,-0.02987287,0.0021237766,0.039256174,0.08186759,0.13156664
-96,-0.027149364,-0.06191473,-0.07561722,-0.072052196,-0.05551306,-0.02987287,0.0021237766,0.039256174,0.08186759
-95,0.031000324,-0.027149364,-0.06191473,-0.07561722,-0.072052196,-0.05551306,-0.02987287,0.0021237766,0.039256174
-94,0.11252912,0.031000324,-0.027149364,-0.06191473,-0.07561722,-0.072052196,-0.05551306,-0.02987287,0.0021237766
-93,0.2145506,0.11252912,0.031000324,-0.027149364,-0.06191473,-0.07561722,-0.072052196,-0.05551306,-0.02987287
-92,0.33117044,0.2145506,0.11252912,0.031000324,-0.027149364,-0.06191473,-0.07561722,-0.072052196,-0.05551306
-91,0.45383728,0.33117044,0.2145506,0.11252912,0.031000324,-0.027149364,-0.06191473,-0.07561722,-0.072052196
-90,0.5721241,0.45383728,0.33117044,0.2145506,0.11252912,0.031000324,-0.027149364,-0.06191473,-0.07561722
-89,0.67481095,0.5721241,0.45383728,0.33117044,0.2145506,0.11252912,0.031000324,-0.027149364,-0.06191473
-88,0.75109076,0.67481095,0.5721241,0.45383728,0.33117044,0.2145506,0.11252912,0.031000324,-0.027149364
-87,0.7917194,0.75109076,0.67481095,0.5721241,0.45383728,0.33117044,0.2145506,0.11252912,0.031000324
-86,0.7899542,0.7917194,0.75109076,0.67481095,0.5721241,0.45383728,0.33117044,0.2145506,0.11252912
-85,0.7421684,0.7899542,0.7917194,0.75109076,0.67481095,0.5721241,0.45383728,0.33117044,0.2145506
-84,0.6480777,0.7421684,0.7899542,0.7917194,0.75109076,0.67481095,0.5721241,0.45383728,0.33117044
-83,0.51057667,0.6480777,0.7421684,0.7899542,0.7917194,0.75109076,0.67481095,0.5721241,0.45383728
-82,0.33524817,0.51057667,0.6480777,0.7421684,0.7899542,0.7917194,0.75109076,0.67481095,0.5721241
-81,0.12966155,0.33524817,0.51057667,0.6480777,0.7421684,0.7899542,0.7917194,0.75109076,0.67481095
