recording,raw_trial_index,direction,fold,R1
monkeyT_session-y070215011-16_lfp-1,82,5,2,1.9262744455896823
monkeyT_session-y070215011-16_lfp-1,90,5,1,1.2840142221953084
monkeyT_session-y070215011-16_lfp-1,85,5,0,0.6951575036683133
monkeyT_session-y070215011-16_lfp-1,88,5,3,1.1548953157327264
monkeyT_session-y070215011-16_lfp-1,97,5,3,1.2774138403780344
monkeyT_session-y070215011-16_lfp-1,110,6,0,1.7110666518372093
monkeyT_session-y070215011-16_lfp-1,115,6,3,0.7920935059789511
monkeyT_session-y070215011-16_lfp-1,106,6,2,1.903424310872976
monkeyT_session-y070215011-16_lfp-1,103,6,1,1.215574932975526
monkeyT_session-y070215011-16_lfp-1,118,6,4,1.7264855514769448
monkeyT_session-y070215011-16_lfp-1,116,6,3,1.0842303598612844
monkeyT_session-y070215011-16_lfp-1,112,6,3,1.3333944921819214
monkeyT_session-y070215011-16_lfp-1,107,6,0,1.0294976157240996
monkeyT_session-y070215011-16_lfp-1,119,6,1,1.2064975610344435
monkeyT_session-y070215011-16_lfp-1,113,6,1,1.4842299264957417
monkeyT_session-y070215011-16_lfp-1,105,6,0,1.178528415514284
monkeyT_session-y070215011-16_lfp-1,102,6,2,1.80607037582401
monkeyT_session-y070215011-16_lfp-1,117,6,2,1.4159978458769624
monkeyT_session-y070215011-16_lfp-1,108,6,1,1.0203378075679956
monkeyT_session-y070215011-16_lfp-1,109,6,2,0.8052539670024603
monkeyT_session-y070215011-16_lfp-1,111,6,4,1.3264443951289984
monkeyT_session-y070215011-16_lfp-1,104,6,3,1.3511933980489843
monkeyT_session-y070215011-16_lfp-1,114,6,4,1.154153392820617
monkeyT_session-y070215011-16_lfp-1,120,6,0,1.010585898812494
