recording,day,difference,monkey,enhanced,baseline
monkeyM_session-o080416002-18_lfp-1,2008-04-16,-0.0541493033377878,M,torus_all_bands,all_bands
monkeyM_session-o080416002-18_lfp-2,2008-04-16,0.0086780603707966,M,torus_all_bands,all_bands
monkeyM_session-o080417003-14_lfp-1,2008-04-17,0.0298972551156329,M,torus_all_bands,all_bands
monkeyM_session-o080417003-14_lfp-4,2008-04-17,0.0420343682888632,M,torus_all_bands,all_bands
monkeyM_session-o080422011-21_lfp-2,2008-04-22,-0.0212828360937306,M,torus_all_bands,all_bands
monkeyM_session-o080423001-5_lfp-6,2008-04-23,0.0181061421571994,M,torus_all_bands,all_bands
monkeyM_session-o080423001-5_lfp-8,2008-04-23,0.0676187928915632,M,torus_all_bands,all_bands
monkeyM_session-o080424002-11_lfp-1,2008-04-24,-0.0008027462316685,M,torus_all_bands,all_bands
monkeyM_session-o080424012-22_lfp-1,2008-04-24,-0.020042501191903,M,torus_all_bands,all_bands
monkeyM_session-o080425003-12_lfp-1,2008-04-25,-0.0902285121568085,M,torus_all_bands,all_bands
monkeyM_session-o080429002-7_lfp-2,2008-04-29,0.0596134564256818,M,torus_all_bands,all_bands
monkeyM_session-o080430002-12_lfp-1,2008-04-30,0.0550319092236106,M,torus_all_bands,all_bands
monkeyM_session-o080430013-23_lfp-1,2008-04-30,0.0341333700172372,M,torus_all_bands,all_bands
monkeyM_session-o080430013-23_lfp-2,2008-04-30,-0.0099676899473647,M,torus_all_bands,all_bands
monkeyM_session-o080506002-22_lfp-1,2008-05-06,0.0074269810418579,M,torus_all_bands,all_bands
monkeyM_session-o080506002-22_lfp-2,2008-05-06,0.0077866088949865,M,torus_all_bands,all_bands
monkeyM_session-o080507002-11_lfp-1,2008-05-07,0.0214897531900936,M,torus_all_bands,all_bands
monkeyM_session-o080507012-23_lfp-1,2008-05-07,0.0060257633055526,M,torus_all_bands,all_bands
monkeyM_session-o080507012-23_lfp-2,2008-05-07,-0.0165145463677761,M,torus_all_bands,all_bands
monkeyM_session-o080509001-9_lfp-1,2008-05-09,-0.0650585005320114,M,torus_all_bands,all_bands
monkeyM_session-o080509010-19_lfp-1,2008-05-09,-0.0011280008231227,M,torus_all_bands,all_bands
monkeyM_session-o080513001-9_lfp-1,2008-05-13,-0.0240639766751473,M,torus_all_bands,all_bands
monkeyM_session-o080513001-9_lfp-2,2008-05-13,0.0916653167413816,M,torus_all_bands,all_bands
monkeyM_session-o080513010-18_lfp-1,2008-05-13,-0.0465471620421404,M,torus_all_bands,all_bands
monkeyM_session-o080513010-18_lfp-2,2008-05-13,-0.0494706783557497,M,torus_all_bands,all_bands
monkeyM_session-o080515002-11_lfp-1,2008-05-15,0.0276691352902743,M,torus_all_bands,all_bands
monkeyM_session-o080515002-11_lfp-2,2008-05-15,0.0953740311420642,M,torus_all_bands,all_bands
monkeyM_session-o080515012-24_lfp-1,2008-05-15,0.0081457334088912,M,torus_all_bands,all_bands
monkeyM_session-o080515012-24_lfp-2,2008-05-15,0.1047581075660785,M,torus_all_bands,all_bands
monkeyM_session-o080522005-11_lfp-1,2008-05-22,0.0184707877878986,M,torus_all_bands,all_bands
monkeyM_session-o080522005-11_lfp-2,2008-05-22,-0.0372486207950566,M,torus_all_bands,all_bands
monkeyM_session-o080522012-21_lfp-1,2008-05-22,-0.0019933059516774,M,torus_all_bands,all_bands
monkeyM_session-o080522012-21_lfp-2,2008-05-22,-0.0078051856019004,M,torus_all_bands,all_bands
monkeyM_session-o080523010-18_lfp-4,2008-05-23,0.0212265400209793,M,torus_all_bands,all_bands
monkeyM_session-o080523010-18_lfp-8,2008-05-23,0.0402333113746156,M,torus_all_bands,all_bands
monkeyM_session-o080527006-16_lfp-1,2008-05-27,0.0186693495971573,M,torus_all_bands,all_bands
monkeyM_session-o080527006-16_lfp-2,2008-05-27,-0.0435335251040528,M,torus_all_bands,all_bands
monkeyM_session-o080528006-15_lfp-2,2008-05-28,0.0346901607638241,M,torus_all_bands,all_bands
monkeyM_session-o080528006-15_lfp-4,2008-05-28,-0.0604047313453094,M,torus_all_bands,all_bands
monkeyM_session-o080528016-25_lfp-2,2008-05-28,0.0412541349796251,M,torus_all_bands,all_bands
monkeyM_session-o080528016-25_lfp-4,2008-05-28,-0.0927246998168937,M,torus_all_bands,all_bands
monkeyM_session-o080710006-11_lfp-5,2008-07-10,-0.0269029716502624,M,torus_all_bands,all_bands
monkeyM_session-o080710006-11_lfp-6,2008-07-10,-0.0225586852824234,M,torus_all_bands,all_bands
monkeyM_session-o080711002-7_lfp-6,2008-07-11,0.0672081666470211,M,torus_all_bands,all_bands
monkeyM_session-o080711002-7_lfp-8,2008-07-11,0.034197554687832,M,torus_all_bands,all_bands
monkeyM_session-o080718005-9_lfp-5,2008-07-18,0.0751921389176291,M,torus_all_bands,all_bands
monkeyM_session-o080718005-9_lfp-8,2008-07-18,0.1253610758430929,M,torus_all_bands,all_bands
monkeyM_session-o080722004-9_lfp-5,2008-07-22,0.0898836220593344,M,torus_all_bands,all_bands
monkeyM_session-o080723006-11_lfp-5,2008-07-23,-0.0137512474955696,M,torus_all_bands,all_bands
monkeyM_session-o080723006-11_lfp-7,2008-07-23,-0.004178364984194,M,torus_all_bands,all_bands
monkeyM_session-o080724004-9_lfp-5,2008-07-24,0.0228389617071642,M,torus_all_bands,all_bands
monkeyM_session-o080724004-9_lfp-7,2008-07-24,-0.0730240362728558,M,torus_all_bands,all_bands
monkeyM_session-o080731003-10_lfp-6,2008-07-31,-0.0533716378199401,M,torus_all_bands,all_bands
monkeyM_session-o080731011-18_lfp-6,2008-07-31,0.0003726189766234,M,torus_all_bands,all_bands
monkeyM_session-o080801001-7_lfp-5,2008-08-01,-0.0387262651200484,M,torus_all_bands,all_bands
monkeyM_session-o080801001-7_lfp-6,2008-08-01,0.0466311078913457,M,torus_all_bands,all_bands
monkeyM_session-o080808001-5_lfp-5,2008-08-08,0.0345834898882833,M,torus_all_bands,all_bands
monkeyM_session-o080808001-5_lfp-6,2008-08-08,0.0066380235124906,M,torus_all_bands,all_bands
monkeyM_session-o080808006-12_lfp-5,2008-08-08,0.0034358915129747,M,torus_all_bands,all_bands
monkeyM_session-o080808006-12_lfp-6,2008-08-08,-0.0668449146401723,M,torus_all_bands,all_bands
monkeyM_session-o080828001-6_lfp-5,2008-08-28,0.006465115921084,M,torus_all_bands,all_bands
monkeyM_session-o080828001-6_lfp-6,2008-08-28,0.0109503809470843,M,torus_all_bands,all_bands
monkeyM_session-o080828007-12_lfp-5,2008-08-28,-0.0244954344954344,M,torus_all_bands,all_bands
monkeyM_session-o080829001-5_lfp-5,2008-08-29,-0.0041680341194517,M,torus_all_bands,all_bands
monkeyM_session-o080904001-7_lfp-5,2008-09-04,-0.055582156852359,M,torus_all_bands,all_bands
monkeyM_session-o080904001-7_lfp-6,2008-09-04,0.1344039272838084,M,torus_all_bands,all_bands
monkeyM_session-o080904008-14_lfp-5,2008-09-04,-0.0968625509175976,M,torus_all_bands,all_bands
monkeyM_session-o080904008-14_lfp-6,2008-09-04,0.025420816474738,M,torus_all_bands,all_bands
monkeyM_session-o080905001-6_lfp-5,2008-09-05,-0.0139381328501587,M,torus_all_bands,all_bands
monkeyM_session-o080910001-5_lfp-5,2008-09-10,-0.0113965691171573,M,torus_all_bands,all_bands
monkeyM_session-o080910001-5_lfp-7,2008-09-10,-0.0278543343820977,M,torus_all_bands,all_bands
