session_id,recording_hour,feature_set,accuracy,f1,f1_wake,f1_nrem,f1_rem
session_m1320_1380,Hour 23,all_torus_15,0.6132075471698113,0.612319358151088,0.5504587155963303,0.8301886792452831,0.4563106796116505
session_m1380_1440,Hour 24,delta,0.55,0.5348325160121017,0.34951456310679613,0.6764705882352942,0.5785123966942148
session_m1380_1440,Hour 24,theta,0.4888888888888889,0.4606986682568078,0.5846153846153846,0.2558139534883721,0.5416666666666666
session_m1380_1440,Hour 24,alpha,0.34444444444444444,0.32430571410968684,0.43478260869565216,0.3875968992248062,0.15053763440860216
session_m1380_1440,Hour 24,sigma,0.35555555555555557,0.33539152041731457,0.3464566929133858,0.20454545454545456,0.45517241379310347
session_m1380_1440,Hour 24,beta,0.55,0.5380350269097683,0.6222222222222222,0.6229508196721312,0.36893203883495146
session_m1380_1440,Hour 24,low_gamma,0.5666666666666667,0.5563012256560643,0.5454545454545454,0.7580645161290323,0.36538461538461536
session_m1380_1440,Hour 24,average_psd,0.5222222222222223,0.5032085242458954,0.578125,0.6222222222222222,0.30927835051546393
session_m1380_1440,Hour 24,all_band_power,0.6777777777777778,0.6776484934983292,0.6016260162601627,0.7933884297520661,0.6379310344827587
session_m1380_1440,Hour 24,all_torus_15,0.6333333333333333,0.6354619603501869,0.5619834710743802,0.8034188034188035,0.5409836065573771
