recording,outer_fold,family,horizon_ms,trial_index,status,mse,nmse,r2,pearson,nmse_persistence,r2_persistence,pearson_persistence,nmse_improvement,persistence_skill,monkey,day,raw_trial_index,original_trial_number
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,53,ok,5.6946503193490365e-11,8.374191798487924e-11,0.999999999916258,0.9999999999588104,0.0310312357296821,0.968968764270318,0.9844399319333706,0.0310312356459401,0.999999997301367,M,2008-05-06,63,395
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,63,ok,6.060429751721711e-11,8.008238028497057e-11,0.9999999999199176,0.9999999999602476,0.0162534961641169,0.983746503835883,0.9918868127459536,0.0162534960840345,0.9999999950729136,M,2008-05-06,64,128
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,69,ok,8.929385855304913e-11,1.1023510673782879e-10,0.9999999998897648,0.9999999999449374,0.0274952928374727,0.9725047071625272,0.9862498518823396,0.0274952927272376,0.9999999959907644,M,2008-05-06,100,633
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,76,ok,8.173695523884734e-11,1.0186720793681056e-10,0.9999999998981328,0.99999999994968,0.0338141079097414,0.9661858920902586,0.983191204068099,0.0338141078078742,0.9999999969874348,M,2008-05-06,101,23
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,85,ok,7.014336023282269e-11,5.292991680975851e-11,0.99999999994707,0.9999999999737909,0.0145619332575116,0.9854380667424883,0.9927479901570492,0.0145619332045817,0.999999996365186,M,2008-05-06,97,277
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,86,ok,7.02363488796064e-11,1.0168824772404024e-10,0.9999999998983118,0.9999999999494044,0.0259329975273917,0.9740670024726082,0.987026532181076,0.0259329974257035,0.9999999960788084,M,2008-05-06,79,778
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,92,ok,7.687074926533116e-11,1.423045850110234e-10,0.9999999998576954,0.9999999999301752,0.0238388786215836,0.9761611213784164,0.9880792525667774,0.023838878479279,0.9999999940305672,M,2008-05-06,89,211
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,95,ok,4.486417376040215e-11,7.782292591656645e-11,0.999999999922177,0.9999999999612336,0.0389633983549596,0.9610366016450403,0.9805876745652512,0.0389633982771366,0.9999999980026658,M,2008-05-06,86,374
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,98,ok,5.314397126386638e-11,6.920668674799275e-11,0.9999999999307934,0.9999999999654164,0.0294805335782632,0.9705194664217368,0.9852612101053668,0.0294805335090565,0.9999999976524616,M,2008-05-06,90,741
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,102,ok,4.4860317225052783e-11,8.287584402326158e-11,0.9999999999171242,0.99999999995869,0.0302212708030693,0.9697787291969306,0.9848889998680112,0.0302212707201934,0.9999999972576984,M,2008-05-06,118,131
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,104,ok,6.906912883488894e-11,1.9474508876843927e-10,0.9999999998052548,0.999999999903041,0.0429831378418174,0.9570168621581826,0.9784945744575844,0.0429831376470723,0.9999999954692678,M,2008-05-06,107,768
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,106,ok,5.1299428955963896e-11,9.815249155355663e-11,0.9999999999018476,0.9999999999510434,0.0325236634656327,0.9674763365343672,0.9839806185303668,0.0325236633674802,0.9999999969821208,M,2008-05-06,110,642
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,109,ok,5.5623419269059054e-11,7.816316535303233e-11,0.9999999999218367,0.9999999999610644,0.0264681911696072,0.9735318088303928,0.9867630625505184,0.026468191091444,0.999999997046902,M,2008-05-06,108,316
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,115,ok,5.2324010356578286e-11,9.51458481438981e-11,0.999999999904854,0.999999999952772,0.0226632471300463,0.9773367528699536,0.9886886849490544,0.0226632470349005,0.9999999958017556,M,2008-05-06,120,348
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,120,ok,5.468317472394167e-11,7.259573365004609e-11,0.9999999999274044,0.9999999999639516,0.0343738340442579,0.965626165955742,0.982781101611619,0.0343738339716622,0.9999999978880524,M,2008-05-06,126,457
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,126,ok,5.745064660047389e-11,5.6402394351424665e-11,0.9999999999435976,0.99999999997182,0.0225322992370342,0.9774677007629656,0.98872088527265,0.0225322991806318,0.9999999974968204,M,2008-05-06,122,568
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,132,ok,8.984423036423833e-11,6.638874650117239e-11,0.9999999999336112,0.9999999999668596,0.028282440580159,0.971717559419841,0.9858697540532678,0.0282824405137703,0.9999999976526516,M,2008-05-06,164,511
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,134,ok,6.325859888620679e-11,9.405060931538392e-11,0.9999999999059492,0.9999999999529796,0.0309650627373479,0.969034937262652,0.9844234824179462,0.0309650626432973,0.9999999969626864,M,2008-05-06,174,412
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,137,ok,6.073107286163018e-11,9.272470201726228e-11,0.9999999999072752,0.9999999999536644,0.0306289424426453,0.9693710575573546,0.9846589360920414,0.0306289423499206,0.9999999969726444,M,2008-05-06,158,25
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,143,ok,3.838785531033162e-11,3.928240832347598e-11,0.9999999999607176,0.9999999999807374,0.0318070571499477,0.9681929428500524,0.9841066009319396,0.0318070571106653,0.9999999987649782,M,2008-05-06,143,429
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,155,ok,6.863035190472019e-11,1.246175906845105e-10,0.9999999998753824,0.9999999999376956,0.0317624797221425,0.9682375202778574,0.9841476003519226,0.0317624795975249,0.9999999960765786,M,2008-05-06,145,102
monkeyM_session-o080506002-22_lfp-1,1,embedding,1,157,ok,7.237820697856044e-11,1.328495242652557e-10,0.9999999998671504,0.999999999933596,0.0331542784352222,0.9668457215647778,0.983435956956581,0.0331542783023726,0.99999999599299,M,2008-05-06,156,766
