fold,held_out,permuted_group,rep,base_r2,permuted_r2,r2_drop
1,ekez003_250906,spectrum,94,0.359210155056662,-0.2961591225622098,0.6553692776188718
1,ekez003_250906,spectrum,95,0.359210155056662,-0.6234194850251313,0.9826296400817933
1,ekez003_250906,spectrum,96,0.359210155056662,-0.6400581265852592,0.9992682816419212
1,ekez003_250906,spectrum,97,0.359210155056662,-0.4611151048099582,0.8203252598666202
1,ekez003_250906,spectrum,98,0.359210155056662,-0.37662585843540053,0.7358360134920625
1,ekez003_250906,spectrum,99,0.359210155056662,-0.4593968217262192,0.8186069767828812
1,ekez003_250906,torus,0,0.359210155056662,0.21902449828233772,0.14018565677432426
1,ekez003_250906,torus,1,0.359210155056662,0.2356549283393231,0.12355522671733887
1,ekez003_250906,torus,2,0.359210155056662,0.11580948977185135,0.24340066528481064
1,ekez003_250906,torus,3,0.359210155056662,0.3091970590285473,0.050013096028114656
1,ekez003_250906,torus,4,0.359210155056662,0.1122745389573504,0.24693561609931158
1,ekez003_250906,torus,5,0.359210155056662,0.26348696497754,0.095723190079122
1,ekez003_250906,torus,6,0.359210155056662,0.1903367466198772,0.16887340843678478
1,ekez003_250906,torus,7,0.359210155056662,0.19769546132573046,0.16151469373093152
1,ekez003_250906,torus,8,0.359210155056662,0.15185907328754022,0.20735108176912176
1,ekez003_250906,torus,9,0.359210155056662,0.17156315287604207,0.18764700218061992
1,ekez003_250906,torus,10,0.359210155056662,0.20477824899696095,0.15443190605970103
1,ekez003_250906,torus,11,0.359210155056662,0.1771898422609529,0.18202031279570907
1,ekez003_250906,torus,12,0.359210155056662,0.22615304285305937,0.1330571122036026
1,ekez003_250906,torus,13,0.359210155056662,0.1691875917555803,0.1900225633010817
1,ekez003_250906,torus,14,0.359210155056662,0.18342279108819326,0.17578736396846872
