feature_set,null_kind,rep,macro_f1
spectrum_plus_torus,session_channel_circular_shift,23,0.4306213315675396
spectrum_plus_torus,session_channel_circular_shift,24,0.5190548948543711
spectrum_plus_torus,session_channel_circular_shift,25,0.45412397672927796
spectrum_plus_torus,session_channel_circular_shift,26,0.4712621280099894
spectrum_plus_torus,session_channel_circular_shift,27,0.3077806428630375
spectrum_plus_torus,session_channel_circular_shift,28,0.35517912294013043
spectrum_plus_torus,session_channel_circular_shift,29,0.21005716997886525
spectrum_plus_torus,session_channel_circular_shift,30,0.3873759523922388
spectrum_plus_torus,session_channel_circular_shift,31,0.32423386228938456
spectrum_plus_torus,session_channel_circular_shift,32,0.3070198660468563
spectrum_plus_torus,session_channel_circular_shift,33,0.371990835805782
spectrum_plus_torus,session_channel_circular_shift,34,0.21875030923370095
spectrum_plus_torus,session_channel_circular_shift,35,0.38591177550018285
spectrum_plus_torus,session_channel_circular_shift,36,0.3079898388069962
spectrum_plus_torus,session_channel_circular_shift,37,0.4635743272027593
spectrum_plus_torus,session_channel_circular_shift,38,0.3566217934088811
spectrum_plus_torus,session_channel_circular_shift,39,0.48781786189710435
spectrum_plus_torus,session_channel_circular_shift,40,0.23943825480383815
spectrum_plus_torus,session_channel_circular_shift,41,0.37203624090495563
spectrum_plus_torus,session_channel_circular_shift,42,0.2879757700602172
spectrum_plus_torus,session_channel_circular_shift,43,0.29950498976579315
spectrum_plus_torus,session_channel_circular_shift,44,0.30915405760976233
spectrum_plus_torus,session_channel_circular_shift,45,0.4803370320337997
spectrum_plus_torus,session_channel_circular_shift,46,0.37121839097830467
spectrum_plus_torus,session_channel_circular_shift,47,0.3438138660407695
spectrum_plus_torus,session_channel_circular_shift,48,0.2814058161206532
spectrum_plus_torus,session_channel_circular_shift,49,0.2980922540640132
spectrum_plus_torus,session_channel_circular_shift,50,0.41439640511474357
spectrum_plus_torus,session_channel_circular_shift,51,0.2957273182878748
spectrum_plus_torus,session_channel_circular_shift,52,0.3779593306472466
spectrum_plus_torus,session_channel_circular_shift,53,0.4026812853788213
spectrum_plus_torus,session_channel_circular_shift,54,0.3101991757704855
spectrum_plus_torus,session_channel_circular_shift,55,0.38298000990165315
spectrum_plus_torus,session_channel_circular_shift,56,0.20052976344509996
spectrum_plus_torus,session_channel_circular_shift,57,0.23727909709097694
spectrum_plus_torus,session_channel_circular_shift,58,0.4533777514363031
spectrum_plus_torus,session_channel_circular_shift,59,0.47248660248192836
spectrum_plus_torus,session_channel_circular_shift,60,0.3738644095739793
spectrum_plus_torus,session_channel_circular_shift,61,0.3413029386443647
spectrum_plus_torus,session_channel_circular_shift,62,0.2057021216304733
spectrum_plus_torus,session_channel_circular_shift,63,0.37944133136776403
spectrum_plus_torus,session_channel_circular_shift,64,0.2459496888353989
spectrum_plus_torus,session_channel_circular_shift,65,0.497257891510474
spectrum_plus_torus,session_channel_circular_shift,66,0.3552847096744731
spectrum_plus_torus,session_channel_circular_shift,67,0.26027935498567173
spectrum_plus_torus,session_channel_circular_shift,68,0.3425356404988265
spectrum_plus_torus,session_channel_circular_shift,69,0.35437938461606994
spectrum_plus_torus,session_channel_circular_shift,70,0.38454492696220743
spectrum_plus_torus,session_channel_circular_shift,71,0.2666552832118633
spectrum_plus_torus,session_channel_circular_shift,72,0.463305135134148
spectrum_plus_torus,session_channel_circular_shift,73,0.31330868114062876
spectrum_plus_torus,session_channel_circular_shift,74,0.5009872416979176
spectrum_plus_torus,session_channel_circular_shift,75,0.3632820458553753
spectrum_plus_torus,session_channel_circular_shift,76,0.21634740685076206
spectrum_plus_torus,session_channel_circular_shift,77,0.1872573538075614
spectrum_plus_torus,session_channel_circular_shift,78,0.3566220375471231
spectrum_plus_torus,session_channel_circular_shift,79,0.2957193360756078
spectrum_plus_torus,session_channel_circular_shift,80,0.441683514782173
spectrum_plus_torus,session_channel_circular_shift,81,0.3740402603447022
spectrum_plus_torus,session_channel_circular_shift,82,0.37693343474160684
spectrum_plus_torus,session_channel_circular_shift,83,0.2457761393145306
spectrum_plus_torus,session_channel_circular_shift,84,0.2881562973251141
spectrum_plus_torus,session_channel_circular_shift,85,0.3165584763869171
spectrum_plus_torus,session_channel_circular_shift,86,0.2634949448207286
spectrum_plus_torus,session_channel_circular_shift,87,0.398311712298002
spectrum_plus_torus,session_channel_circular_shift,88,0.31952964656838856
spectrum_plus_torus,session_channel_circular_shift,89,0.42493389001841547
spectrum_plus_torus,session_channel_circular_shift,90,0.2494563992912674
spectrum_plus_torus,session_channel_circular_shift,91,0.2803118883757038
spectrum_plus_torus,session_channel_circular_shift,92,0.6211794593619749
spectrum_plus_torus,session_channel_circular_shift,93,0.3304897619257915
spectrum_plus_torus,session_channel_circular_shift,94,0.3122531207835956
spectrum_plus_torus,session_channel_circular_shift,95,0.5140704283797961
spectrum_plus_torus,session_channel_circular_shift,96,0.32813716124982406
spectrum_plus_torus,session_channel_circular_shift,97,0.3376815727098372
spectrum_plus_torus,session_channel_circular_shift,98,0.29627557069881844
spectrum_plus_torus,session_channel_circular_shift,99,0.45192168830913965
