original_trial_number,window_index,stage,stage_name,R1,R2,band_half_width
281,370,4,pre_GO,5.670061827360714,1.5702122267254015,1.6602525238499242
281,371,5,post_GO,3.737003871092576,1.299400093295911,0.9728927058261374
401,372,0,pre_TC,8.007381140545895,2.49125269611677,2.189133704885942
401,373,1,post_TC,3.4959192729141555,0.9797260257807082,0.9260406170772508
401,374,2,pre_SC,6.260550433918206,1.7723658840379228,1.7095921506056777
401,375,3,post_SC,6.417887883467951,1.199022160057713,1.6738449609932566
401,376,4,pre_GO,2.836817258238661,1.173405253563944,0.7988601745361386
401,377,5,post_GO,3.1422322588759646,1.0170251992010813,0.8536737682099845
34,378,0,pre_TC,3.1036902222119407,1.1993072793979485,0.8769409932605563
34,379,1,post_TC,5.193688443630492,1.2097595422506435,1.234049682192654
34,380,2,pre_SC,3.7659283202063607,0.946407452362572,0.872754616564141
34,381,3,post_SC,3.6553064860947337,1.0605894609325932,0.9644116953856884
34,382,4,pre_GO,3.246207864840783,0.9953318682309624,0.8175022810704213
34,383,5,post_GO,4.157269932041388,0.9734184746075656,1.0742129456460343
479,384,0,pre_TC,3.6151368146318457,1.0691749831758004,0.9120544953109088
479,385,1,post_TC,3.7984127244390087,1.320659905010641,1.1006952542712942
479,386,2,pre_SC,5.781434711619532,1.68809796329062,1.6628619685145667
479,387,3,post_SC,6.070603390358145,1.818111869990698,1.7307220586454688
479,388,4,pre_GO,3.9271931178522457,1.44379510606652,1.2183955137689946
479,389,5,post_GO,3.6110038441815537,0.9993230764903718,0.9541196750221008
117,390,0,pre_TC,5.876538548157105,1.7357596328687617,1.653567181936747
117,391,1,post_TC,4.642385046039056,1.258641672728794,1.1848024516073383
117,392,2,pre_SC,3.864696939724867,1.612695489569434,1.050826893126521
117,393,3,post_SC,5.806154521361489,1.360246396706386,1.6229397031215849
117,394,4,pre_GO,3.050139218015378,1.2405862486145862,0.7736954390240214
117,395,5,post_GO,2.538814361796928,0.9389716388592616,0.632724290170191
663,396,0,pre_TC,3.712858570170349,1.5872219603182751,1.1537488171553214
663,397,1,post_TC,4.364830283432676,1.173076503288919,1.2227224939218428
663,398,2,pre_SC,2.993226753126618,1.1285841973550614,0.692483009803213
663,399,3,post_SC,3.250321677426588,0.6801981806501758,0.6185945159576385
663,400,4,pre_GO,2.8321778891351785,1.1913890695496467,0.7711841958466751
663,401,5,post_GO,2.9248234476621167,0.9935326955639638,0.7245737688707456
14,402,0,pre_TC,3.7770753642562895,1.2895186834897152,1.0876454159174338
14,403,1,post_TC,3.359680006593736,0.96409798212728,0.7980353906581537
14,404,2,pre_SC,3.178477509650628,0.9257125042917572,0.8043085794894212
14,405,3,post_SC,4.578174735653768,1.1798294665666955,1.2474506488875337
14,406,4,pre_GO,3.480321771263261,1.2669494914729666,0.9023333198579672
14,407,5,post_GO,4.481690598612246,1.1625061874539917,1.1310459439022758
540,408,0,pre_TC,4.932312667107866,1.2787369534371622,1.2947362859256235
540,409,1,post_TC,3.877717226317528,1.7256001586036298,1.137244940367968
540,410,2,pre_SC,6.38206037469992,1.5593824095912892,1.723441518049582
540,411,3,post_SC,2.825453581942311,0.9336707023385262,0.6859244514579134
540,412,4,pre_GO,3.285339924643544,0.8793736441855456,0.8180903865826177
540,413,5,post_GO,3.6859765094877344,1.12592207846004,0.9661634669745268
128,414,0,pre_TC,3.698045108638506,1.198887186478943,0.996203485978902
128,415,1,post_TC,4.217269915957837,1.2715937302469555,1.1429355388583686
128,416,2,pre_SC,2.9551608417956903,1.1640292907154914,0.8186108406844118
128,417,3,post_SC,3.4301364673674466,1.6147453888270653,0.9465351283924884
128,418,4,pre_GO,3.7188542627367447,1.3023369296090768,0.8784685034398146
128,419,5,post_GO,3.167993665256208,0.9417031539687944,0.9331563927029636
420,420,0,pre_TC,4.438913206216337,0.9821087941477928,1.0913790701678914
420,421,1,post_TC,4.292821173464065,1.3080260631424736,1.1675512122030671
420,422,2,pre_SC,3.6680703858532206,1.0841376634695494,0.9251558507167856
420,423,3,post_SC,4.26224153132772,1.024476660092035,1.1107399551979074
420,424,4,pre_GO,3.4145586009232,1.0315523318523214,0.7578797341272823
420,425,5,post_GO,4.012011357625287,1.1436411515528386,1.0585164668191211
503,426,0,pre_TC,3.0537698896229544,1.16971747462778,0.8001620016032536
503,427,1,post_TC,3.263074926370808,1.1639318951654134,0.9105932588156834
503,428,2,pre_SC,4.317806262426757,1.1583457427085098,1.0533935950948998
503,429,3,post_SC,5.206206019946126,1.7200187587194444,1.5208426318846284
503,430,4,pre_GO,3.357527056745086,1.4631805809889382,1.0043544376484874
503,431,5,post_GO,3.1483240016943874,1.0982069771060268,0.80167657915745
636,432,0,pre_TC,3.957635754002987,1.3901503691910468,1.0977137965253287
636,433,1,post_TC,3.279967149104063,1.1085468515559893,0.7937455392277262
636,434,2,pre_SC,4.813610188215141,1.3280699247947765,1.1796699175874827
636,435,3,post_SC,2.630182899121466,0.9112164679846046,0.6059919518738316
636,436,4,pre_GO,4.131221552380266,1.2649282258862005,1.1687192992350215
636,437,5,post_GO,3.6071487401058215,1.039821102881779,0.9108378839627208
307,438,0,pre_TC,2.550115984472679,0.8747700713462052,0.5942817659265587
307,439,1,post_TC,5.005635618043001,1.6462870673172725,1.488002710906713
307,440,2,pre_SC,3.5977473407265577,1.0738823360634528,0.9754640738103574
307,441,3,post_SC,5.616347747689568,1.469549749905224,1.4491026588241542
307,442,4,pre_GO,5.479561656041327,1.6101861248144398,1.5730913808156053
307,443,5,post_GO,2.8036578731806703,0.7646811794419541,0.6720576416649983
612,444,0,pre_TC,4.2771015479614825,1.314454605088032,1.088133420323946
612,445,1,post_TC,3.476479294576196,1.2197541939526042,0.9884973294767688
612,446,2,pre_SC,5.408744363444641,1.8819068678038384,1.5795826276588836
612,447,3,post_SC,3.044437211554924,1.3067352000052372,0.9145208375896694
612,448,4,pre_GO,2.98274043531904,1.031922236713022,0.6469662490714366
612,449,5,post_GO,2.9761139012270093,0.928209788349437,0.7873508121236277
609,450,0,pre_TC,3.411127617670835,0.9164025898639304,0.7491658934236789
609,451,1,post_TC,3.274715731403815,1.375084776804157,0.9925828629476156
609,452,2,pre_SC,7.191152798521073,2.070622359524109,1.8846136327156489
609,453,3,post_SC,3.513938851717274,1.1573657185138684,0.9140717823520764
609,454,4,pre_GO,6.284172285502211,1.7802214056102428,1.7497454437108395
609,455,5,post_GO,4.71697133613864,1.1269924710110348,1.2172433694724372
46,456,0,pre_TC,4.740504591774281,1.1223863498563966,1.1090898653168548
46,457,1,post_TC,3.714779731193172,1.2860940215930865,0.9254505752873976
46,458,2,pre_SC,3.196405439977328,1.2433134127767234,0.8751700965985275
46,459,3,post_SC,3.00441470646176,1.024730621440676,0.8064180091849907
46,460,4,pre_GO,3.249323836478765,0.8873375268510897,0.6900072353705184
46,461,5,post_GO,4.428963996980352,0.9540678675753672,0.9760952294857383
615,462,0,pre_TC,3.205872572228804,1.07891459406407,0.869101254108145
615,463,1,post_TC,2.77028664107914,1.0564685988476803,0.7170339752742002
615,464,2,pre_SC,4.061562712414767,1.4943761943272746,1.1899609676401763
615,465,3,post_SC,2.911562619186211,0.8904324187323538,0.7691491546702336
615,466,4,pre_GO,4.137643777948388,1.397125130295829,1.2100804882465834
615,467,5,post_GO,4.156645740360288,1.5110536665600325,1.2103723177653456
510,468,0,pre_TC,3.4070067734567364,1.3616220130004313,0.954127656126159
510,469,1,post_TC,7.566381972143609,2.0143006372221888,2.0234815134203505
510,470,2,pre_SC,4.934142890497416,1.7166091194873232,1.377943360863973
510,471,3,post_SC,3.204070065514817,0.8259752471354782,0.7662835340908278
510,472,4,pre_GO,4.040367429270965,1.3111152490969946,1.1001388580112907
510,473,5,post_GO,3.1855432760935987,0.9291907161752064,0.8194764080267735
43,474,0,pre_TC,3.5199299029106097,1.4901787031255311,1.0016903617158683
43,475,1,post_TC,2.9903987327618964,1.2944205343867643,0.8106685002800275
43,476,2,pre_SC,3.5786743923439177,1.469651100098515,1.0822831578562069
43,477,3,post_SC,4.043158724332538,1.4536563565863965,1.1179706394792774
43,478,4,pre_GO,4.246923110917565,1.3309714958057446,1.1086473623273596
43,479,5,post_GO,3.778652489063336,1.1477232011903429,0.9321157247263954
147,480,0,pre_TC,3.785310193866844,1.1583087634342455,1.0184922657702822
147,481,1,post_TC,6.279411238067715,1.7652846257705428,1.202462057435386
147,482,2,pre_SC,4.145712000453559,1.4621919729313448,1.1258242239535536
147,483,3,post_SC,4.741813529389031,1.2945040011294264,1.326485516085005
147,484,4,pre_GO,3.233008957467866,1.0918765573327296,0.832335371414654
147,485,5,post_GO,3.1358050738297014,0.9316642592292268,0.6326539325123671
406,486,0,pre_TC,4.1729499933517085,1.3962147137997296,1.1071157026539766
406,488,2,pre_SC,3.9486231813544426,1.2986577334950835,0.9816303526035136
406,489,3,post_SC,4.475829406646618,1.2935848160532932,1.2772594335404617
406,490,4,pre_GO,4.771233747012389,1.6330483471749333,1.3556476380519151
406,491,5,post_GO,4.248335683978057,0.7863330563135421,1.058153534742542
200,492,0,pre_TC,4.338094011753139,1.2632891604697372,1.109339648497761
200,493,1,post_TC,4.1284409396453405,0.987267449592696,1.1373493194279207
200,494,2,pre_SC,3.82275568869016,1.252518308063327,1.020671713490911
200,495,3,post_SC,3.574260241423329,0.9481626170014882,0.8761444982106559
200,496,4,pre_GO,3.6567945563309534,1.3791555960442288,0.996740309273618
200,497,5,post_GO,3.1980713396655216,0.9037156226850908,0.7994640204052827
48,498,0,pre_TC,3.6121082947425847,1.1007660671455517,0.8587585558140816
48,499,1,post_TC,7.107564756939099,1.8511980248218889,2.059353627018369
48,500,2,pre_SC,3.0503411635113555,1.1133874293735793,0.8229883864410601
48,501,3,post_SC,3.2350634489588046,0.9984481727900064,0.8104931872200845
48,502,4,pre_GO,4.584787997837157,1.166480868972767,1.210559245810918
48,503,5,post_GO,6.637086285061531,1.844785614527784,1.854957569265413
177,504,0,pre_TC,3.549786473030942,1.4279155507295866,0.987174110908247
177,505,1,post_TC,2.893252347526144,1.0412342928500589,0.7300803999946385
177,506,2,pre_SC,3.3583314600977623,1.112451728378381,0.901205150382142
177,507,3,post_SC,3.699740778611324,1.138779123551011,0.9940958621360252
177,508,4,pre_GO,3.6320262333697926,1.2790179414850262,0.9782205138357682
177,509,5,post_GO,4.404357464370254,0.8423074994469796,0.9384342043752054
319,510,0,pre_TC,3.0258903651090923,1.2325099849579566,0.7738167216165269
319,511,1,post_TC,3.055621076960753,1.1955005179081526,0.7953375617529875
319,512,2,pre_SC,3.6522656318222015,0.9507650109470648,0.8984690370642783
319,513,3,post_SC,6.853266693070164,2.5378987277761,2.118666457988004
319,514,4,pre_GO,3.314606383103739,1.371990499663555,0.8837956330451611
319,515,5,post_GO,3.978036253139364,1.4706800562038218,1.0682605158106169
137,516,0,pre_TC,3.755066076238199,1.0308852503701882,0.8714146852936651
137,517,1,post_TC,2.9979480532336,0.968064292857774,0.6444866893958391
137,518,2,pre_SC,5.969914955583893,1.5084720389607966,1.7071914382305924
137,519,3,post_SC,3.379123613697676,1.365712917385085,0.9246430458774164
137,520,4,pre_GO,3.282703191348009,1.3745743173227245,0.9401860355002856
137,521,5,post_GO,3.2908671636334823,0.8067616857303663,0.7833475427549954
309,522,0,pre_TC,5.011886492053374,1.1945607502041151,1.3646479542533334
309,523,1,post_TC,3.5606007216053945,1.2247869829460458,0.8770936060161887
309,524,2,pre_SC,2.699914802611659,1.1444409454716842,0.5825005250375878
309,525,3,post_SC,4.857526724373799,1.2334954562375755,1.197390616724143
309,526,4,pre_GO,3.211837516689043,1.1642441597487938,0.8837334296434768
309,527,5,post_GO,3.608660497330245,1.0609881036483753,0.97504276152691
416,528,0,pre_TC,3.596666410122947,1.2251002074349568,1.0036382550119087
416,529,1,post_TC,3.071931441236664,1.0032197650880323,0.7484498453903781
416,530,2,pre_SC,3.543673116419342,0.9661630197492256,0.8421692824658132
416,531,3,post_SC,4.326337380509001,1.1235177118448554,1.1673147274470708
416,532,4,pre_GO,4.237089742435303,1.3337959033081028,1.0798283267467448
416,533,5,post_GO,3.374647533999847,0.8480556259830131,0.854793638590476
669,534,0,pre_TC,4.089536794323076,1.2391191003021549,1.0724121149795494
669,535,1,post_TC,6.86671685020984,1.6819865270576853,1.8355108972290293
669,536,2,pre_SC,4.738874143396343,0.8444551496228747,1.0802503087813076
669,537,3,post_SC,3.516854026389393,1.104761840720536,0.8403952931728949
669,538,4,pre_GO,3.2461523282793987,0.8946110440570876,0.7668522388881568
669,539,5,post_GO,4.061922762720064,1.0172894952254743,1.1029278920958698
572,540,0,pre_TC,5.4465948038010445,1.078496045841624,1.3438812405632965
572,541,1,post_TC,4.737025930704619,1.1475162988092484,1.2698597823923934
572,542,2,pre_SC,4.328773643447715,1.283612557614017,1.181186799621806
572,543,3,post_SC,3.47564004711226,1.122526803567313,0.9614654282960378
572,544,4,pre_GO,3.5568054530445,1.1235120641125096,0.8498334454400994
572,545,5,post_GO,3.748283950813837,1.222220164190145,1.0344080485977964
477,546,0,pre_TC,4.306511874063988,1.4925701292790003,1.2472996386915978
477,547,1,post_TC,3.442134145528335,1.4088340289899723,0.9782749703900746
477,548,2,pre_SC,4.591826204465388,1.1742951343370962,1.009319830347143
477,549,3,post_SC,3.0770157643146074,0.9636339964525006,0.7958349614105947
477,550,4,pre_GO,4.9719934697701405,1.295929041627404,1.284717110955436
477,551,5,post_GO,3.774579821012477,0.7295060226462899,0.9526155207634772
323,552,0,pre_TC,4.287608504684743,1.3708380588107931,1.1902285754406114
323,553,1,post_TC,3.6762107361671306,1.3671485343157057,0.99931648878928
323,554,2,pre_SC,3.664078417117727,1.2783196929166771,1.025287323642219
323,555,3,post_SC,3.723277455465466,1.0349811469588115,1.0274202237289172
323,556,4,pre_GO,2.996235670438573,1.4239525377926674,0.8668039428319173
323,557,5,post_GO,3.787835461173558,0.5903769949935532,0.8265254582702001
196,558,0,pre_TC,5.320603237745944,1.1033754597151026,1.0624400777211165
196,559,1,post_TC,7.909044446955864,1.5127556002578697,1.9302612624772213
196,560,2,pre_SC,5.533339518330123,1.761609729254371,1.5720165789835303
196,561,3,post_SC,4.550858479687037,1.6158279165754994,1.3272464440291671
196,562,4,pre_GO,4.76283395002865,1.4255221548726276,1.3151724912184444
196,563,5,post_GO,5.460172877431482,1.2394568919783375,1.4797535437371765
494,564,0,pre_TC,2.3896364950154814,0.7943911268945479,0.4755211177872912
494,565,1,post_TC,3.803752959765638,1.045086049405438,0.9684536254449834
494,566,2,pre_SC,4.836267089993551,1.2602403703310687,1.2562601438304022
494,567,3,post_SC,2.6668811835681634,0.9315388193928796,0.7117723458144469
494,568,4,pre_GO,4.141467010965139,1.3113250365251976,1.036457317477223
494,569,5,post_GO,4.208768368259118,1.1791058892398796,1.1219670145128515
51,570,0,pre_TC,3.371879556912339,1.6368588879449832,1.032972693680006
51,571,1,post_TC,4.464750109871663,1.3509438183861335,1.1411326797568913
51,572,2,pre_SC,3.3464964341624834,1.0641628493008823,0.7964984267945171
51,573,3,post_SC,4.07157193530662,1.2151830203243623,1.125486783832582
51,574,4,pre_GO,3.895500841492689,1.424972354219428,1.12700693182146
51,575,5,post_GO,4.487890453879848,1.2938678149931362,1.316209682949925
432,576,0,pre_TC,3.976815021414415,1.243777550476175,1.0079747026603416
432,577,1,post_TC,3.93437694141268,1.3590443040065692,1.1014803679516654
432,578,2,pre_SC,4.556067049483709,0.9854269759526588,1.0261475653208794
432,579,3,post_SC,3.5340578537142955,1.2099657412545144,0.946182803370168
432,580,4,pre_GO,3.235281556280745,1.4210265472039625,0.9609838306476411
432,581,5,post_GO,3.344589207500529,0.9942050517321546,0.8897308622161582
144,582,0,pre_TC,5.049263502974871,1.4814351769899103,1.2656299493582204
144,583,1,post_TC,3.2444023787302965,1.0335590361952025,0.8473337279115837
144,584,2,pre_SC,3.413183436418355,0.7575922089842229,0.8530714507557218
144,585,3,post_SC,3.988921435052837,1.5955453383944818,1.0886174233869017
144,586,4,pre_GO,4.040906518445691,0.9607391450217256,1.048901329756725
144,587,5,post_GO,6.038897499429274,1.3512681363893582,1.6883663714771602
216,588,0,pre_TC,5.850629053585935,1.442220435871466,1.5787694825056011
216,589,1,post_TC,4.104281991188147,1.5279402221767269,1.149147443045129
216,590,2,pre_SC,4.349827433158303,1.7407941948319818,1.3024282632954174
216,591,3,post_SC,2.5551785079403877,0.9322389740337096,0.6093922447822032
216,592,4,pre_GO,2.943706505134174,1.0536170069740345,0.7453879711479303
216,593,5,post_GO,3.793028596670553,0.9316363343635096,0.9328209562194618
312,594,0,pre_TC,3.436168832906603,1.1952473014837697,0.8335847210557594
312,595,1,post_TC,4.683459405266021,1.4901935321376254,1.2539638990271853
312,596,2,pre_SC,3.0891243134220354,1.2034910329271629,0.863097993584584
312,597,3,post_SC,3.2807411562626108,1.200786902359123,0.863171255453737
312,598,4,pre_GO,4.42552273250593,1.2182121623152828,1.085158336921705
312,599,5,post_GO,3.1735541869568973,0.8556948998157288,0.7201327118429588
400,600,0,pre_TC,4.101292224505222,1.1501675684195074,1.041866949463154
400,601,1,post_TC,3.990195758667782,1.182032051426796,1.0282115169091728
400,602,2,pre_SC,3.4788677379023083,1.077606271048402,0.8659881795418731
400,603,3,post_SC,2.974223952550348,1.0461218693338328,0.7498176444262377
400,604,4,pre_GO,3.669482575320259,1.6741566352856605,1.163253961388533
400,605,5,post_GO,4.01599784347564,0.9306102537267492,1.0511193812128772
333,606,0,pre_TC,3.7271599205915966,1.3468592776004165,0.9759673240184216
333,607,1,post_TC,5.380444922704766,1.4082577556409257,1.487689828678861
333,608,2,pre_SC,5.651903069168534,1.626234936389363,1.611905482157733
333,609,3,post_SC,5.172101621811685,1.007825373174117,1.3704230437802911
333,610,4,pre_GO,5.321477653647275,1.3886824619459426,1.4449767753854037
333,611,5,post_GO,3.5060957808972883,1.097238601405459,0.911468838258446
459,612,0,pre_TC,5.421455266023867,1.87176310852432,1.613368100614548
459,613,1,post_TC,3.590113940412345,1.5440212487354072,1.1279917548003604
459,614,2,pre_SC,4.245102542856321,1.617094141688885,1.2336475617268268
459,615,3,post_SC,3.849029450786023,1.438266153837689,1.1136788802602786
459,616,4,pre_GO,3.2032791617835734,1.0593146624879346,0.8325405457936794
606,618,0,pre_TC,2.7169437556240847,1.217526973399466,0.7979079981046747
606,619,1,post_TC,3.2946426032196303,1.100544845616108,0.8375103359965266
606,620,2,pre_SC,3.038096302755644,0.960768824638486,0.7334623772692439
606,621,3,post_SC,4.847991169853724,2.0666273277630696,1.551717263990937
606,622,4,pre_GO,4.451373079049543,1.4231852668910585,1.19706952732813
606,623,5,post_GO,5.261629271253999,1.4375520112140148,1.4746541058147904
86,624,0,pre_TC,3.62990255195392,1.3287086966168304,1.0437553283333003
86,625,1,post_TC,3.4938668451946944,1.4599365983267034,0.9427084165316174
86,626,2,pre_SC,3.59985650839413,1.310315031458984,0.9190126565353358
86,627,3,post_SC,3.861966016854457,1.0850152281255805,0.8723793231939199
86,628,4,pre_GO,4.771550548371025,1.0017098593259253,1.2558232391037278
86,629,5,post_GO,3.809234714173384,1.3566686275979103,1.0286547071374028
242,631,1,post_TC,3.861626686998886,1.4718997104782454,1.1315931810116129
242,632,2,pre_SC,3.805871952262063,1.5428463175250524,1.1487871969638612
242,633,3,post_SC,3.3909599991161468,1.151942420069972,0.935679050684746
242,634,4,pre_GO,5.40088452775457,1.3599692466323066,1.3484037842489505
242,635,5,post_GO,3.576225677842011,0.8965802176114618,0.8948840422961827
248,636,0,pre_TC,2.4288662310241422,1.0295164860071775,0.6569140914324275
248,637,1,post_TC,3.713724032918296,1.1516550722354535,0.979762426884254
248,638,2,pre_SC,5.59919698025147,1.678734296486153,1.5277271369246035
248,639,3,post_SC,3.3435851847261064,1.2005342714077414,0.9511022641874324
248,640,4,pre_GO,3.480715124812749,1.3000011776247329,0.9357149478878428
248,641,5,post_GO,3.273190435764225,1.141906459069171,0.8831322960464522
89,642,0,pre_TC,3.2527240979662206,1.2192145206948215,0.7800989980122157
89,643,1,post_TC,3.6416172001350553,1.3121226593685824,1.0031228657103135
89,644,2,pre_SC,4.528464559101045,1.5204280350781685,1.337353376393467
89,645,3,post_SC,3.4374936818597304,0.9944070004563448,0.8363050692679711
89,646,4,pre_GO,4.136291577011342,1.3593828642390329,1.1175752488322277
89,647,5,post_GO,7.156559422510271,1.5428665916897866,1.872893536311269
691,648,0,pre_TC,3.360596270900412,0.9763858578202328,0.8792927744604605
691,649,1,post_TC,5.004489857358417,1.392213451161829,1.31801479842002
691,650,2,pre_SC,4.149248026651121,1.0225286928022583,1.0682976813862346
691,651,3,post_SC,5.6628853284558005,1.5254989777708006,1.3726990465313214
691,652,4,pre_GO,3.7936028267223136,1.184291894038221,1.1000091838439603
691,653,5,post_GO,4.513612059082531,0.8624007907647647,1.0937153164092757
94,654,0,pre_TC,4.353031187800827,1.802520775011757,1.3413034819588938
94,655,1,post_TC,5.086761516362484,2.040590238897197,1.565975783506531
94,656,2,pre_SC,4.496428687305694,1.4385938274098755,1.1059512378314345
94,657,3,post_SC,2.6334851809777646,0.8583174863487402,0.6499501325716438
94,658,4,pre_GO,3.358505674382445,1.090405557403573,0.9481410351083916
94,659,5,post_GO,2.6347913023686043,1.0051866107462593,0.6703110090329006
17,660,0,pre_TC,3.202541193376666,1.0744372313839492,0.8013009475217722
17,661,1,post_TC,4.765601713799335,1.25437976903462,1.252949726334738
17,662,2,pre_SC,3.3473818180341137,1.3679210544453155,1.0097428475991987
17,663,3,post_SC,5.460988807589618,1.2985929054669678,1.4211789571965117
17,664,4,pre_GO,5.385460372768868,1.593660316691215,1.4815735374836148
17,665,5,post_GO,2.5829398191590003,1.204740100722418,0.7402905775094606
109,666,0,pre_TC,4.022771222672779,1.1264221276166575,1.108661394404644
109,667,1,post_TC,4.10223453377669,1.6134625666155042,1.2756053979033772
109,668,2,pre_SC,4.148047306160292,1.408702227594789,1.143042005879445
109,669,3,post_SC,3.065180781059296,1.117814948773918,0.8743362744936807
109,670,4,pre_GO,3.977312321744714,1.5677310827472533,1.1728233990447574
109,671,5,post_GO,2.8284064887100038,0.7133097630462699,0.6717046348753635
695,672,0,pre_TC,6.048564448237932,1.71498418588241,1.6840399489434024
695,673,1,post_TC,3.294416136652275,1.2556704853043372,0.8989900408607654
695,674,2,pre_SC,3.691220537168848,1.1436644017905218,0.950959674687722
695,675,3,post_SC,3.628282790669035,1.1157693429152329,0.8926028562732338
695,676,4,pre_GO,3.4244156521826628,1.1870922764158918,0.9397097824365496
695,677,5,post_GO,2.103153560594103,0.81625282780009,0.5848884290440746
116,678,0,pre_TC,3.381650489282615,1.1242414449244365,0.9464862409477046
116,679,1,post_TC,4.141366829876933,1.1170742311937982,0.997400564828135
116,680,2,pre_SC,3.57353672712793,1.0711939488289024,0.9161454875312808
116,681,3,post_SC,5.355198784620354,1.9198921420255777,1.6861763709383637
116,682,4,pre_GO,2.966764760997638,1.1107021432038062,0.8160817847812308
116,683,5,post_GO,2.544911392424688,0.5906615470954697,0.536489830982007
361,684,0,pre_TC,5.056826283818989,1.3717192706106125,1.369129976694933
361,685,1,post_TC,4.899032756641327,1.3649732429332426,1.4034011421196937
361,686,2,pre_SC,3.834540235486105,1.4036560028228726,1.055547549564164
361,687,3,post_SC,3.851906780495265,1.255438418593401,1.0265442093896937
361,688,4,pre_GO,4.527928908163439,1.2329660926995285,1.2231766713578582
361,689,5,post_GO,4.244778979140982,1.1678610501962008,1.1243194280767643
283,690,0,pre_TC,4.322765295119792,1.3849374059945512,1.19656378072658
283,691,1,post_TC,4.579362055914843,1.224961591073383,1.1312021427581915
283,692,2,pre_SC,3.163745866398538,1.3508561629115297,0.863724930069373
283,693,3,post_SC,3.9979217413234593,1.261930647930405,1.147865471454008
283,694,4,pre_GO,4.525129083658581,1.4633728596210174,1.285386408289714
283,695,5,post_GO,2.7728058907101563,1.117685342062217,0.7310710772830715
511,696,0,pre_TC,2.736226622037594,0.9167918317362724,0.6737053606387632
511,697,1,post_TC,2.927804772609218,1.0910090366565282,0.7722099815885177
511,698,2,pre_SC,3.9846252123520056,1.275893652213675,1.0865274691438058
511,699,3,post_SC,3.144871362457144,1.368368963504375,0.9244917142385466
511,700,4,pre_GO,5.239713180206789,1.2923732981670752,1.389748638679886
511,701,5,post_GO,4.645468780436128,1.0240426903579585,1.16912865811297
206,702,0,pre_TC,3.906552412790565,1.325469129001481,1.0827328685038111
206,703,1,post_TC,3.4015132590149424,1.251619464379499,0.9211898595904664
206,704,2,pre_SC,4.234456321004984,1.5395752199630768,1.1643041509875982
206,705,3,post_SC,4.2314560546765945,1.4477399209379205,1.1390538539245945
206,706,4,pre_GO,3.1301722766247564,1.203626353582419,0.8486320903390241
206,707,5,post_GO,3.0328504796735336,1.1475068766975878,0.8463074728498339
520,708,0,pre_TC,5.078095419726014,1.4559705349279708,1.2712299355623264
520,709,1,post_TC,5.727719807169308,2.344280309238316,1.7698752908526043
520,710,2,pre_SC,6.518316615678933,1.7206785599384815,1.404426139722395
520,711,3,post_SC,4.379592363782588,1.1748438872987697,1.2450351446587928
520,712,4,pre_GO,3.7734375016452977,1.228981586861635,1.0917592388910649
520,713,5,post_GO,2.23014698104393,0.7752244001695267,0.5317693727135611
119,714,0,pre_TC,5.528818962110701,1.5843712322680452,1.422534730923033
119,715,1,post_TC,4.288165683205764,0.9994825583649416,0.9816670942256815
119,716,2,pre_SC,6.665746319963477,1.712242863001298,1.9383664858138068
119,717,3,post_SC,4.570376728898511,1.1891140934633104,1.2217484479387222
119,718,4,pre_GO,4.924463951245662,1.425549340581416,1.3178746544063396
119,719,5,post_GO,3.254177256316782,1.0563483479345177,0.897906167618557
85,720,0,pre_TC,4.740187122371783,1.6193768279521696,1.3324316390385296
85,721,1,post_TC,4.032993674259092,1.6888115057692072,1.1778914834323284
85,723,3,post_SC,3.38501128951878,1.4439549533338687,0.964521502771686
85,724,4,pre_GO,4.926089620066168,1.383107250462008,1.2195400118463011
85,725,5,post_GO,3.457710644466804,1.0453116812371528,0.8440192901071735
199,726,0,pre_TC,3.493637210397928,1.586484493559828,1.0685462413128637
199,727,1,post_TC,4.320147742977524,1.512330700229775,1.1287292673372695
199,728,2,pre_SC,5.1316735704094825,1.5833437076264378,1.4240111856130324
199,729,3,post_SC,4.920560080819579,1.9335742246257228,1.4475832780224234
199,730,4,pre_GO,5.182099257948294,1.1964961472216906,1.3202317369569692
199,731,5,post_GO,3.3042260722809265,0.9134475781456484,0.7897211509121207
536,732,0,pre_TC,2.6353413304136586,1.3088867274654374,0.6528690111106085
536,733,1,post_TC,6.162604730507595,2.0142524419391874,1.712328561980878
536,734,2,pre_SC,2.959714800396625,0.997468153230184,0.7307361099650291
536,735,3,post_SC,3.4606047514330127,1.1395755906896536,0.9452549615409764
536,736,4,pre_GO,5.026464793595299,1.355442652755202,1.331869649349644
536,737,5,post_GO,4.109574124784944,1.206290737239698,1.1709538439311
339,738,0,pre_TC,3.917300265001895,1.1294135422192269,0.9034663709738509
339,739,1,post_TC,6.023704387297206,1.5678123294368846,1.7567730888794808
339,740,2,pre_SC,4.275516597233033,1.3085569059733766,1.0234202887018482
339,741,3,post_SC,2.8826674389224407,0.9790567993257684,0.7864179657681801
339,742,4,pre_GO,3.907087698465325,1.399082350004002,1.137770309735428
339,743,5,post_GO,3.1193488994027203,1.1132850901962517,0.8594023576474775
701,744,0,pre_TC,3.264914894328005,1.0951733433073092,0.8124103432680466
701,745,1,post_TC,2.757861017908225,1.0550829977675162,0.7589885166827199
701,746,2,pre_SC,3.1406645540613387,0.922553720014512,0.7593764596033904
701,747,3,post_SC,3.86871076753215,1.0311714791765616,0.9916576661011386
